Date,Home Team,Home Starter,Home ERA,Home WHIP,Home IP,Home SO,Home AVG,Home AB,Home BP ERA,Home BP WHIP,Home BP IP,Home BP SO,Home BP AB,Away Team,Away Starter,Away ERA,Away WHIP,Away IP,Away SO,Away AVG,Away AB,Away BP ERA,Away BP WHIP,Away BP IP,Away BP SO,Away BP AB
2025-07-22,Cleveland Guardians,Joey Cantillo,4.17,1.44,41.0,54,.245,159,3.94,1.32,838.1,781,3158,Baltimore Orioles,Brandon Young,7.52,1.78,26.1,25.0,.330,109.0,4.92,1.42,844.0,786.0,3303.0
2025-07-22,Pittsburgh Pirates,Mitch Keller,3.48,1.14,119.0,92,.237,459,3.91,1.22,770.2,662,2877,Detroit Tigers,Casey Mize,3.15,1.22,88.2,77.0,.251,342.0,3.7,1.22,807.9,788.0,3024.0
2025-07-22,Miami Marlins,Edward Cabrera,3.61,1.26,82.1,86,.239,309,4.62,1.33,799.9,692,3070,San Diego Padres,Stephen Kolek,4.24,1.29,68.0,49.0,.260,254.0,3.53,1.23,817.0,804.0,3045.0
2025-07-22,Washington Nationals,Brad Lord,3.46,1.25,65.0,56,.240,242,5.39,1.42,814.1,709,3181,Cincinnati Reds,Chase Burns,6.19,1.63,16.0,25.0,.262,65.0,3.9,1.24,875.2,793.0,3303.0
2025-07-22,Philadelphia Phillies,Cristopher Sánchez,2.5,1.14,115.0,122,.230,430,3.89,1.28,775.1,802,2965,Boston Red Sox,Richard Fitts,4.28,1.22,33.2,28.0,.244,127.0,3.75,1.3,879.0,822.0,3328.0
2025-07-22,Toronto Blue Jays,Max Scherzer,4.7,1.26,23.0,24,.259,85,4.07,1.26,865.2,872,3262,New York Yankees,Cam Schlittler,5.06,1.13,5.1,7.0,.211,19.0,3.87,1.22,878.1,879.0,3287.0
2025-07-22,New York Mets,Frankie Montas,5.03,1.17,19.2,17,.250,76,3.56,1.3,876.9,844,3293,Los Angeles Angels,Kyle Hendricks,4.88,1.29,96.0,65.0,.266,376.0,4.64,1.47,791.0,715.0,3037.0
2025-07-22,Atlanta Braves,Davis Daniel,1.8,1.0,5.0,6,.118,17,3.96,1.25,871.2,897,3265,San Francisco Giants,Landen Roupp,3.27,1.45,96.1,89.0,.263,377.0,3.68,1.25,795.1,763.0,2984.0
2025-07-22,Tampa Bay Rays,Drew Rasmussen,2.86,1.03,91.1,77,.219,329,3.91,1.22,807.1,761,3035,Chicago White Sox,TBD,,,,,,,,,,,
2025-07-22,Chicago Cubs,Matthew Boyd,2.34,1.03,111.2,102,.227,406,4.09,1.26,780.0,648,2959,Kansas City Royals,Rich Hill,,,,,,,,,,,
2025-07-22,Texas Rangers,Jacob deGrom,2.32,0.91,112.1,113,.194,402,3.33,1.2,785.0,691,2926,Athletics,J.T. Ginn,4.91,1.3,33.0,41.0,.262,130.0,5.26,1.45,871.0,776.0,3399.0
2025-07-22,Colorado Rockies,Bradley Blalock,9.97,1.8,21.2,9,.363,91,5.46,1.57,852.8,655,3413,St. Louis Cardinals,Erick Fedde,4.83,1.47,98.2,58.0,.263,377.0,4.08,1.25,795.0,675.0,3047.0
2025-07-22,Arizona Diamondbacks,Eduardo Rodriguez,5.94,1.67,80.1,90,.311,338,4.47,1.3,818.1,763,3119,Houston Astros,Framber Valdez,2.75,1.12,121.0,125.0,.215,442.0,3.76,1.18,769.0,841.0,2867.0
2025-07-22,Seattle Mariners,Logan Gilbert,3.39,1.05,61.0,88,.212,231,3.98,1.29,847.0,747,3204,Milwaukee Brewers,Jacob Misiorowski,2.81,0.9,25.2,33.0,.138,87.0,3.64,1.25,863.9,830.0,3242.0
2025-07-22,Los Angeles Dodgers,Yoshinobu Yamamoto,2.59,1.04,104.1,116,.194,376,4.5,1.36,798.0,764,3041,Minnesota Twins,Simeon Woods Richardson,3.95,1.33,73.0,62.0,.247,279.0,4.16,1.24,803.0,788.0,3085.0
