Date,Home Team,Home Starter,Home ERA,Home WHIP,Home IP,Home SO,Home AVG,Home AB,Home BP ERA,Home BP WHIP,Home BP IP,Home BP SO,Home BP AB,Away Team,Away Starter,Away ERA,Away WHIP,Away IP,Away SO,Away AVG,Away AB,Away BP ERA,Away BP WHIP,Away BP IP,Away BP SO,Away BP AB
2025-06-25,Chicago White Sox,Sean Burke,4.5,1.42,76.0,61,.252,290,4.2,1.4,617.1,514,2377,Arizona Diamondbacks,Zac Gallen,5.6,1.4,91.2,86,.246,354,4.57,1.33,611.9,588,2351
2025-06-25,Milwaukee Brewers,Jacob Misiorowski,1.64,0.55,11.0,11,.030,33,3.89,1.31,698.1,657,2641,Pittsburgh Pirates,Paul Skenes,1.85,0.88,102.0,106,.175,361,4.19,1.26,616.1,492,2313
2025-06-25,Los Angeles Angels,Yusei Kikuchi,3.01,1.43,89.2,87,.251,339,4.78,1.45,608.9,528,2339,Boston Red Sox,Richard Fitts,4.71,1.29,21.0,15,.250,80,3.93,1.32,705.2,673,2668
2025-06-25,San Diego Padres,Nick Pivetta,3.64,1.08,84.0,91,.216,310,3.64,1.25,615.2,594,2301,Washington Nationals,MacKenzie Gore,3.19,1.19,93.0,123,.242,347,5.28,1.41,611.0,508,2378
2025-06-25,Baltimore Orioles,Brandon Young,6.23,2.19,8.2,9,.333,33,4.84,1.41,682.9,643,2671,Texas Rangers,Jacob deGrom,2.24,0.92,88.1,87,.199,317,3.44,1.18,611.9,535,2277
2025-06-25,Detroit Tigers,Jack Flaherty,4.83,1.21,78.1,93,.219,292,3.34,1.2,633.0,582,2372,Athletics,Jacob Lopez,4.25,1.44,36.0,49,.254,142,5.54,1.5,683.0,593,2697
2025-06-25,Cleveland Guardians,Gavin Williams,3.58,1.42,75.1,78,.231,281,3.95,1.38,602.0,568,2301,Toronto Blue Jays,Max Scherzer,6.0,1.0,3.0,1,.273,11,4.19,1.25,691.2,699,2597
2025-06-25,New York Mets,Clay Holmes,3.04,1.23,83.0,73,.231,307,3.28,1.29,629.0,624,2351,Atlanta Braves,Didier Fuentes,7.2,1.4,5.0,3,.286,21,3.63,1.22,684.1,707,2531
2025-06-25,Cincinnati Reds,Brady Singer,4.13,1.3,80.2,67,.240,300,3.77,1.2,628.0,578,2355,New York Yankees,Max Fried,2.05,0.96,101.0,97,.206,373,3.76,1.22,600.2,630,2236
2025-06-25,Kansas City Royals,Michael Wacha,3.24,1.19,86.0,65,.240,329,3.43,1.21,617.0,575,2317,Tampa Bay Rays,Drew Rasmussen,2.61,0.97,79.1,67,.208,283,3.68,1.2,629.0,573,2354
2025-06-25,Minnesota Twins,Joe Ryan,3.06,0.91,85.1,96,.191,304,4.44,1.31,607.9,583,2355,Seattle Mariners,George Kirby,6.16,1.4,30.2,33,.292,120,3.87,1.27,674.8,603,2560
2025-06-25,St. Louis Cardinals,Erick Fedde,3.54,1.3,84.0,55,.235,311,3.99,1.25,628.2,524,2406,Chicago Cubs,Matthew Boyd,2.84,1.14,85.2,79,.244,315,4.1,1.29,621.0,525,2362
2025-06-25,Houston Astros,Colton Gordon,4.54,1.37,35.2,34,.297,148,3.42,1.14,663.0,740,2436,Philadelphia Phillies,Zack Wheeler,2.61,0.91,93.0,118,.189,334,4.05,1.32,614.0,607,2370
2025-06-25,Colorado Rockies,Chase Dollander,6.19,1.48,56.2,48,.266,222,5.44,1.57,633.8,479,2533,Los Angeles Dodgers,Yoshinobu Yamamoto,2.76,1.09,84.2,95,.203,306,4.49,1.36,630.8,607,2400
2025-06-25,San Francisco Giants,Logan Webb,2.49,1.12,101.1,114,.243,382,3.4,1.24,597.1,564,2230,Miami Marlins,Edward Cabrera,3.81,1.39,59.0,63,.249,225,4.97,1.4,625.0,538,2427
