Date,Home Team,Home Starter,Home ERA,Home WHIP,Home IP,Home SO,Home AVG,Home AB,Home BP ERA,Home BP WHIP,Home BP IP,Home BP SO,Home BP AB,Away Team,Away Starter,Away ERA,Away WHIP,Away IP,Away SO,Away AVG,Away AB,Away BP ERA,Away BP WHIP,Away BP IP,Away BP SO,Away BP AB
2025-07-09,Chicago White Sox,Adrian Houser,1.6,1.11,50.2,37.0,.220,182.0,4.34,1.42,745.0,617.0,2871.0,Toronto Blue Jays,Eric Lauer,2.65,1.02,51.0,51,.200,185,4.25,1.29,768.2,763,2898
2025-07-09,Milwaukee Brewers,Jose Quintana,3.44,1.39,65.1,44.0,.256,250.0,3.72,1.25,751.0,746.0,2815.0,Los Angeles Dodgers,Tyler Glasnow,4.5,1.28,18.0,23,.185,65,4.35,1.32,811.0,791,3074
2025-07-09,San Francisco Giants,Justin Verlander,4.84,1.44,70.2,60.0,.271,280.0,3.28,1.22,751.0,731.0,2801.0,Philadelphia Phillies,Jesús Luzardo,4.44,1.47,97.1,115,.281,385,3.6,1.22,722.0,734,2741
2025-07-09,Detroit Tigers,Reese Olson,2.89,1.21,53.0,54.0,.226,195.0,3.46,1.19,774.1,735.0,2896.0,Tampa Bay Rays,Zack Littell,3.5,1.07,110.2,76,.248,416,3.83,1.22,710.9,695,2657
2025-07-09,Baltimore Orioles,Tomoyuki Sugano,4.44,1.31,93.1,57.0,.276,373.0,5.01,1.43,699.0,690.0,2726.0,New York Mets,David Peterson,3.18,1.27,102.0,87,.242,385,3.61,1.3,716.0,707,2687
2025-07-09,New York Yankees,Cam Schlittler,,,,,,,,,,,,Seattle Mariners,Logan Evans,2.96,1.25,45.2,33,.254,173,3.89,1.26,779.9,723,2950
2025-07-09,Boston Red Sox,Lucas Giolito,3.66,1.28,66.1,58.0,.257,249.0,3.94,1.32,767.1,724.0,2913.0,Colorado Rockies,Antonio Senzatela,6.57,1.9,86.1,46,.353,374,5.48,1.53,718.9,561,2848
2025-07-09,Cincinnati Reds,Andrew Abbott,2.15,1.09,83.2,78.0,.220,314.0,4.24,1.27,729.0,658.0,2756.0,Miami Marlins,Sandy Alcantara,7.01,1.44,86.0,67,.264,337,4.33,1.32,717.0,648,2746
2025-07-09,Kansas City Royals,Kris Bubic,2.36,1.15,103.0,107.0,.226,381.0,3.62,1.22,723.0,646.0,2726.0,Pittsburgh Pirates,Bailey Falter,3.69,1.18,92.2,56,.231,334,3.67,1.19,728.0,635,2723
2025-07-09,Minnesota Twins,David Festa,5.48,1.36,42.2,45.0,.255,165.0,4.04,1.24,755.8,730.0,2889.0,Chicago Cubs,Cade Horton,4.15,1.38,52.0,38,.279,201,3.81,1.23,760.2,641,2868
2025-07-09,St. Louis Cardinals,Andre Pallante,4.1,1.28,94.1,63.0,.248,363.0,4.05,1.27,721.1,605.0,2755.0,Washington Nationals,MacKenzie Gore,3.11,1.21,104.1,131,.237,388,5.45,1.43,697.9,578,2731
2025-07-09,Houston Astros,Brandon Walter,4.15,1.13,34.2,33.0,.266,139.0,3.54,1.17,781.0,849.0,2895.0,Cleveland Guardians,Slade Cecconi,3.56,1.31,48.0,47,.253,186,4.02,1.36,748.0,709,2830
2025-07-09,Los Angeles Angels,Kyle Hendricks,4.68,1.27,92.1,62.0,.262,359.0,4.56,1.47,715.9,655.0,2748.0,Texas Rangers,Kumar Rocker,5.8,1.49,45.0,41,.293,181,3.08,1.14,771.0,686,2852
2025-07-09,San Diego Padres,Dylan Cease,4.62,1.33,97.1,121.0,.248,375.0,3.51,1.22,707.9,664.0,2630.0,Arizona Diamondbacks,Brandon Pfaadt,5.42,1.38,91.1,80,.280,368,4.54,1.31,729.0,711,2785
2025-07-09,Athletics,Mitch Spence,4.06,1.31,68.2,60.0,.258,267.0,5.39,1.47,755.8,675.0,2966.0,Atlanta Braves,Bryce Elder,5.92,1.52,73.0,62,.287,293,3.64,1.21,722.1,766,2673
