Date,Home Team,Home Starter,Home ERA,Home WHIP,Home IP,Home SO,Home AVG,Home AB,Home BP ERA,Home BP WHIP,Home BP IP,Home BP SO,Home BP AB,Away Team,Away Starter,Away ERA,Away WHIP,Away IP,Away SO,Away AVG,Away AB,Away BP ERA,Away BP WHIP,Away BP IP,Away BP SO,Away BP AB
2025-08-25,Baltimore Orioles,Tomoyuki Sugano,3.97,1.27,131.1,85,.262,515,4.79,1.39,1016.9,982,3936,Boston Red Sox,Brennan Bernardino,2.93,1.2,46.0,38,.196,168,3.75,1.29,1127.0,1037,4267
2025-08-25,Cleveland Guardians,Tanner Bibee,4.62,1.29,142.1,129,.255,548,3.83,1.32,1003.9,947,3775,Tampa Bay Rays,Ian Seymour,3.86,1.16,23.1,26,.216,88,4.0,1.22,1127.1,1083,4243
2025-08-25,Miami Marlins,Edward Cabrera,3.52,1.22,117.2,126,.236,445,4.61,1.3,1036.9,893,3968,Atlanta Braves,Spencer Strider,5.24,1.43,89.1,102,.267,345,4.31,1.3,1062.1,1025,4016
2025-08-25,New York Yankees,Cam Schlittler,3.22,1.32,36.1,38,.235,136,4.05,1.26,1117.1,1119,4210,Washington Nationals,Brad Lord,3.46,1.25,96.1,77,.248,359,5.48,1.46,1045.0,911,4096
2025-08-25,Toronto Blue Jays,Max Scherzer,3.6,1.08,60.0,56,.225,222,4.23,1.27,1102.2,1107,4162,Minnesota Twins,Joe Ryan,2.96,0.95,143.0,159,.207,521,4.55,1.35,1002.0,931,3891
2025-08-25,New York Mets,Kodai Senga,2.58,1.25,104.2,99,.211,383,3.94,1.32,1046.8,1014,3979,Philadelphia Phillies,Cristopher Sánchez,2.46,1.1,157.0,169,.227,590,3.95,1.25,998.1,1030,3815
2025-08-25,Chicago White Sox,Shane Smith,4.12,1.29,107.0,102,.228,400,4.16,1.38,1026.1,892,3917,Kansas City Royals,Noah Cameron,2.53,1.07,103.0,83,.208,380,3.76,1.27,1062.0,945,4029
2025-08-25,Milwaukee Brewers,Brandon Woodruff,2.47,0.85,43.2,55,.167,156,3.61,1.24,1123.0,1088,4196,Arizona Diamondbacks,Eduardo Rodriguez,5.4,1.61,116.2,115,.296,479,4.42,1.3,1050.8,932,4021
2025-08-25,St. Louis Cardinals,Michael McGreevy,4.26,1.18,57.0,33,.268,224,4.31,1.32,1098.2,927,4235,Pittsburgh Pirates,Johan Oviedo,4.5,1.33,6.0,9,.182,22,3.93,1.22,1150.0,1014,4329
2025-08-25,Texas Rangers,Jacob deGrom,2.76,0.93,140.1,148,.197,507,3.52,1.21,1031.0,937,3842,Los Angeles Angels,José Soriano,4.0,1.38,148.2,130,.252,559,4.81,1.44,1005.8,896,3876
2025-08-25,Seattle Mariners,Bryce Miller,5.87,1.51,53.2,43,.273,205,3.86,1.25,1129.9,1076,4279,San Diego Padres,JP Sears,4.94,1.29,122.0,103,.263,479,3.36,1.18,1037.0,1024,3798
2025-08-25,Athletics,J.T. Ginn,4.95,1.37,60.0,66,.264,235,4.82,1.37,1111.1,1013,4259,Detroit Tigers,Tarik Skubal,2.32,0.87,159.1,200,.197,573,4.03,1.27,1013.0,921,3837
2025-08-25,Los Angeles Dodgers,Emmet Sheehan,4.17,1.24,41.0,44,.234,154,4.14,1.3,1121.2,1104,4234,Cincinnati Reds,Hunter Greene,2.63,0.93,72.0,91,.199,266,3.88,1.25,1088.2,1011,4109
