Date,Home Team,Home Starter,Home ERA,Home WHIP,Home IP,Home SO,Home AVG,Home AB,Home BP ERA,Home BP WHIP,Home BP IP,Home BP SO,Home BP AB,Away Team,Away Starter,Away ERA,Away WHIP,Away IP,Away SO,Away AVG,Away AB,Away BP ERA,Away BP WHIP,Away BP IP,Away BP SO,Away BP AB
2025-08-19,Chicago Cubs,Matthew Boyd,2.46,1.02,142.2,126,.225,512,4.03,1.24,958.0,819,3633,Milwaukee Brewers,Chad Patrick,3.52,1.3,94.2,95,.256,363,3.56,1.22,1012.0,982,3763
2025-08-19,Chicago Cubs,Jameson Taillon,4.44,1.11,95.1,74,.236,365,3.77,1.22,1005.1,871,3780,Milwaukee Brewers,Brandon Woodruff,2.06,0.74,39.1,49,.152,138,3.61,1.25,1067.1,1028,3988
2025-08-19,Detroit Tigers,Tarik Skubal,2.42,0.87,152.1,190,.200,551,4.02,1.27,974.0,897,3690,Houston Astros,Hunter Brown,2.45,1.0,143.0,164,.197,507,4.1,1.25,971.0,1016,3666
2025-08-19,Pittsburgh Pirates,Mitch Keller,4.13,1.27,141.2,112,.254,555,4.0,1.24,969.8,863,3639,Toronto Blue Jays,Max Scherzer,3.83,1.07,54.0,52,.229,201,4.27,1.27,1062.2,1059,4011
2025-08-19,Miami Marlins,Edward Cabrera,3.34,1.16,113.1,120,.223,421,4.69,1.32,993.0,865,3814,St. Louis Cardinals,Michael McGreevy,4.41,1.22,51.0,28,.275,200,4.23,1.29,1062.2,890,4090
2025-08-19,Washington Nationals,Jake Irvin,5.14,1.38,140.0,94,.264,554,5.36,1.45,949.1,848,3701,New York Mets,David Peterson,3.3,1.28,136.1,117,.242,513,3.85,1.33,963.9,942,3659
2025-08-19,Philadelphia Phillies,Cristopher Sánchez,2.45,1.09,150.2,157,.227,565,3.99,1.25,959.9,977,3676,Seattle Mariners,Bryce Miller,5.73,1.54,48.2,39,.278,187,3.84,1.24,1090.9,1036,4127
2025-08-19,Boston Red Sox,Walker Buehler,5.43,1.55,106.0,78,.274,416,3.59,1.27,1021.0,950,3855,Baltimore Orioles,Tomoyuki Sugano,4.13,1.28,126.1,82,.263,495,4.75,1.39,974.9,949,3770
2025-08-19,Atlanta Braves,Bryce Elder,5.89,1.52,107.0,87,.286,427,4.12,1.28,999.2,1008,3753,Chicago White Sox,Shane Smith,4.01,1.28,101.0,98,.223,376,4.19,1.38,989.1,857,3773
2025-08-19,Tampa Bay Rays,Shane Baz,4.93,1.33,135.0,140,.252,515,3.78,1.19,969.2,924,3634,New York Yankees,Carlos Rodón,3.25,1.06,146.2,164,.186,528,4.14,1.28,952.0,940,3608
2025-08-19,Kansas City Royals,Seth Lugo,3.77,1.24,131.1,110,.237,489,3.58,1.24,981.9,872,3716,Texas Rangers,Merrill Kelly,3.36,1.09,144.2,136,.212,538,3.46,1.2,974.9,895,3625
2025-08-19,Minnesota Twins,Joe Ryan,2.72,0.92,139.0,153,.201,503,4.46,1.33,953.0,892,3695,Athletics,Jacob Lopez,3.3,1.19,84.2,103,.223,318,5.02,1.4,1032.9,932,3980
2025-08-19,Colorado Rockies,Austin Gomber,6.75,1.61,54.2,32,.312,234,5.92,1.6,1036.9,798,4175,Los Angeles Dodgers,Emmet Sheehan,3.86,1.23,35.0,37,.229,131,4.13,1.3,1076.2,1072,4070
2025-08-19,Los Angeles Angels,Kyle Hendricks,4.88,1.28,120.0,82,.261,467,4.67,1.45,989.0,910,3800,Cincinnati Reds,Hunter Greene,2.47,0.93,65.2,79,.195,241,3.88,1.26,1051.0,962,3969
2025-08-19,Arizona Diamondbacks,Eduardo Rodriguez,5.4,1.64,110.0,111,.302,454,4.48,1.31,1009.0,901,3871,Cleveland Guardians,Tanner Bibee,4.54,1.29,136.2,124,.253,525,3.76,1.31,968.0,920,3634
2025-08-19,San Diego Padres,Nick Pivetta,2.87,0.95,141.1,144,.192,510,3.68,1.25,963.9,930,3581,San Francisco Giants,Kai-Wei Teng,9.9,1.9,10.0,8,.289,38,3.61,1.27,1098.0,1047,4163
