Date,Home Team,Home Starter,Home ERA,Home WHIP,Home IP,Home SO,Home AVG,Home AB,Home BP ERA,Home BP WHIP,Home BP IP,Home BP SO,Home BP AB,Away Team,Away Starter,Away ERA,Away WHIP,Away IP,Away SO,Away AVG,Away AB,Away BP ERA,Away BP WHIP,Away BP IP,Away BP SO,Away BP AB
2025-06-27,Pittsburgh Pirates,Mitch Keller,4.02,1.22,94.0,73,.249,366,3.85,1.21,632.1,530,2339,New York Mets,David Peterson,2.98,1.24,90.2,78.0,.238,340.0,3.24,1.27,639.8,637.0,2380.0
2025-06-27,Baltimore Orioles,Tomoyuki Sugano,3.55,1.21,83.2,50,.258,326,5.06,1.45,616.9,607,2413,Tampa Bay Rays,Ryan Pepiot,3.04,1.1,94.2,91.0,.222,343.0,3.56,1.17,631.9,568.0,2354.0
2025-06-27,New York Yankees,Will Warren,4.66,1.33,75.1,96,.239,289,3.33,1.15,635.1,641,2350,Athletics,Mitch Spence,3.84,1.3,58.2,50.0,.259,228.0,5.59,1.51,677.8,606.0,2674.0
2025-06-27,Cincinnati Reds,Nick Martinez,4.4,1.23,86.0,63,.266,327,3.78,1.22,631.2,594,2367,San Diego Padres,Dylan Cease,4.43,1.29,87.1,109.0,.241,332.0,3.47,1.21,621.1,588.0,2308.0
2025-06-27,Cleveland Guardians,Luis L. Ortiz,4.3,1.41,81.2,91,.239,310,3.85,1.36,614.9,571,2339,St. Louis Cardinals,Sonny Gray,3.72,1.19,84.2,90.0,.259,324.0,4.01,1.28,646.0,502.0,2467.0
2025-06-27,Boston Red Sox,Brayan Bello,3.31,1.41,65.1,51,.254,248,4.03,1.31,669.1,649,2533,Toronto Blue Jays,José Berríos,3.51,1.24,95.0,81.0,.235,349.0,4.24,1.24,617.2,632.0,2322.0
2025-06-27,Detroit Tigers,Sawyer Gipson-Long,4.58,1.08,17.2,13,.262,65,3.43,1.2,711.9,676,2659,Minnesota Twins,TBD,,,,,,,,,,,
2025-06-27,Atlanta Braves,Bryce Elder,4.77,1.33,66.0,55,.267,255,3.6,1.21,639.1,669,2363,Philadelphia Phillies,Mick Abel,3.47,1.16,23.1,18.0,.253,91.0,3.83,1.27,699.9,728.0,2672.0
2025-06-27,Chicago White Sox,Aaron Civale,5.03,1.47,34.0,25,.286,133,4.14,1.4,668.1,559,2568,San Francisco Giants,Landen Roupp,3.67,1.42,76.0,70.0,.257,296.0,3.39,1.22,641.2,626.0,2392.0
2025-06-27,Texas Rangers,Nathan Eovaldi,1.56,0.81,69.1,73,.185,249,3.43,1.18,639.9,558,2373,Seattle Mariners,Logan Gilbert,3.12,0.89,40.1,60.0,.193,150.0,4.07,1.31,680.9,585.0,2594.0
2025-06-27,Houston Astros,Brandon Walter,3.8,1.1,23.2,25,.253,95,3.39,1.14,693.0,773,2552,Chicago Cubs,Cade Horton,3.73,1.29,41.0,31.0,.269,160.0,3.86,1.25,683.2,584.0,2579.0
2025-06-27,Kansas City Royals,Noah Cameron,2.08,0.97,47.2,34,.182,170,3.5,1.23,673.8,624,2545,Los Angeles Dodgers,Dustin May,4.46,1.32,78.2,72.0,.242,298.0,4.17,1.31,654.8,649.0,2467.0
2025-06-27,Milwaukee Brewers,Jose Quintana,2.98,1.4,54.1,36,.249,205,3.89,1.29,664.0,645,2500,Colorado Rockies,TBD,,,,,,,,,,,
2025-06-27,Los Angeles Angels,José Soriano,3.39,1.42,93.0,80,.258,345,4.66,1.44,614.1,549,2364,Washington Nationals,Jake Irvin,4.18,1.23,94.2,66.0,.244,369.0,5.08,1.4,617.8,573.0,2385.0
2025-06-27,Arizona Diamondbacks,Merrill Kelly,3.39,1.05,93.0,93,.211,346,4.93,1.38,618.1,583,2392,Miami Marlins,Eury Pérez,6.17,1.63,11.2,11.0,.255,47.0,4.83,1.39,691.8,604.0,2673.0
