Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2018-05-19,KC,NYY,3,8,210,-250,241,-265,8.5,8.5,8.0,8.0,-110,-110,-116,105
2018-05-19,HOU,CLE,4,5,-115,-105,-113,104,7.0,7.0,7.5,7.5,-110,-110,-102,-108
2018-05-19,NYM,ARI,5,4,-105,-115,118,-128,7.0,7.0,7.0,7.0,-120,100,112,-124
2018-05-19,PIT,SD,2,6,-138,118,-142,131,7.5,7.5,7.5,7.5,-115,-105,-105,-105
2018-05-19,MIN,MIL,4,5,-120,100,-103,-105,8.5,8.5,8.5,8.5,-105,-115,109,-120
2018-05-19,LAA,TB,3,5,-170,145,-174,160,8.5,8.5,8.0,8.0,-110,-110,-101,-109
2018-05-19,SF,COL,9,4,-110,-110,103,-111,8.0,8.0,7.5,7.5,-110,-110,102,-113
2018-05-19,CHW,TEX,5,3,-112,-108,107,-116,9.5,9.5,10.0,10.0,100,-120,-107,-103
2018-05-19,BOS,BAL,6,3,-205,170,-184,169,9.5,9.5,9.0,9.0,100,-120,-113,102
2018-05-19,WAS,LAD,1,4,-145,125,-126,116,8.5,8.5,8.5,8.5,-110,-110,-111,101
2018-05-19,SEA,DET,7,2,-240,200,-259,235,7.5,7.5,7.5,7.5,-110,-110,-110,100
2018-05-19,ATL,MIA,8,1,-190,160,-200,183,8.5,8.5,8.5,8.5,-120,100,-105,-105
2018-05-19,STL,PHI,6,7,-110,-110,-109,101,8.5,8.5,9.5,9.5,-110,-110,101,-111
2018-05-19,TOR,OAK,4,5,110,-130,100,-108,9.5,9.5,9.0,9.0,100,-120,-112,102
2018-05-19,CIN,CHC,0,10,138,-158,165,-180,9.0,9.0,9.0,9.0,-115,-105,-117,106
2018-05-19,CIN,CHC,5,4,133,-153,107,-116,8.5,8.5,8.5,8.5,-115,-105,-125,113
