Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2018-07-14,MIN,TB,6,19,-130,110,-129,119,8.0,8.0,8.0,8.0,-110,-110,-118,107
2018-07-14,PIT,MIL,2,1,115,-115,-103,-105,9.0,9.0,8.5,8.5,-105,-115,108,-119
2018-07-14,MIA,PHI,2,0,155,-180,153,-166,7.5,7.5,7.0,7.0,-105,-115,-114,103
2018-07-14,HOU,DET,9,1,-260,215,-275,249,7.5,7.5,7.0,7.0,-110,-110,103,-114
2018-07-14,STL,CIN,2,8,-140,120,-139,128,9.0,9.0,9.0,9.0,100,-120,110,-121
2018-07-14,ATL,ARI,0,3,-110,-110,-101,-107,8.0,8.0,8.0,8.0,-120,100,100,100
2018-07-14,SD,CHC,6,11,149,-159,166,-181,8.0,8.0,8.5,8.5,-105,-115,-109,-101
2018-07-14,SF,OAK,3,4,-120,100,-114,105,8.5,8.5,8.0,8.0,-105,-115,-102,-108
2018-07-14,CLE,NYY,4,5,-110,-110,-102,-106,9.0,9.0,9.0,9.0,-120,100,-111,101
2018-07-14,LAD,LAA,4,5,-210,175,-127,117,7.5,7.5,8.0,8.0,100,-120,-107,-103
2018-07-14,COL,SEA,4,1,-158,138,-181,166,12.0,12.0,12.0,12.0,-115,-105,111,-122
2018-07-14,PIT,MIL,6,2,118,-131,125,-135,9.0,9.0,9.0,9.0,-115,-105,101,-111
2018-07-14,NYM,WAS,7,4,-113,103,100,-110,8.5,8.5,10.0,10.0,-110,-110,-110,-110
2018-07-14,BAL,TEX,1,0,-109,-101,-110,100,10.5,10.5,10.0,10.0,-110,-110,-130,110
2018-07-14,BOS,TOR,6,2,-260,220,-220,190,10.0,10.0,9.5,9.5,100,-120,-115,-105
2018-07-14,CHW,KC,0,5,-115,105,-115,105,9.0,9.0,9.0,9.0,-120,100,100,-120
