Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2018-09-14,SD,TEX,0,4,-130,120,-138,127,8.5,8.5,8.0,8.0,-110,-110,-111,101
2018-09-14,BAL,CHW,6,8,100,-110,104,-113,9.5,9.5,9.5,9.5,-115,-105,104,-115
2018-09-14,BOS,NYM,0,8,-130,120,-113,104,8.5,8.5,9.0,9.0,-115,-105,-108,-102
2018-09-14,LAA,SEA,0,5,-135,125,-135,125,9.0,9.0,9.0,9.0,100,-120,-110,100
2018-09-14,KC,MIN,8,4,135,-145,125,-135,8.5,8.5,8.5,8.5,-120,100,-105,-105
2018-09-14,PHI,MIA,14,2,-186,175,-185,170,8.5,8.5,8.5,8.5,-120,100,109,-120
2018-09-14,STL,LAD,0,3,128,-138,118,-128,8.0,8.0,7.5,7.5,100,-120,100,-110
2018-09-14,HOU,ARI,2,4,-175,165,-175,161,8.0,8.0,8.0,8.0,-110,-110,-108,-102
2018-09-14,SF,COL,2,0,128,-138,101,-109,7.5,7.5,7.5,7.5,-110,-110,-103,-107
2018-09-14,CHC,CIN,3,2,-255,233,-200,183,8.5,8.5,8.5,8.5,-110,-110,-100,-110
2018-09-14,NYY,TOR,11,0,-290,260,-300,271,9.0,9.0,9.0,9.0,105,-125,109,-120
2018-09-14,MIL,PIT,7,4,-141,131,-133,123,8.5,8.5,8.5,8.5,-120,100,102,-113
2018-09-14,ATL,WAS,10,5,142,-152,136,-148,8.0,8.0,8.0,8.0,100,-120,-108,-102
2018-09-14,CLE,DET,4,5,-188,177,-199,182,9.0,9.0,9.0,9.0,-125,105,-101,-109
2018-09-14,TB,OAK,1,2,-103,-107,-127,117,8.5,8.5,8.5,8.5,-110,-110,105,-116
