balldontlie_game_id,id,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_league_name,away_league_name,home_league_short_name,away_league_short_name,home_division_name,away_division_name,home_division_short_name,away_division_short_name,home_season,away_season,home_games_played,away_games_played,home_wins,away_wins,home_losses,away_losses,home_win_percent,away_win_percent,home_points_for,away_points_for,home_points_against,away_points_against,home_point_differential,away_point_differential,home_avg_points_for,away_avg_points_for,home_avg_points_against,away_avg_points_against,home_differential,away_differential,home_games_behind,away_games_behind,home_division_games_behind,away_division_games_behind,home_league_win_percent,away_league_win_percent,home_division_win_percent,away_division_win_percent,home_home_wins,away_home_wins,home_home_losses,away_home_losses,home_road_wins,away_road_wins,home_road_losses,away_road_losses,home_streak,away_streak,home_playoff_seed,away_playoff_seed,home_playoff_percent,away_playoff_percent,home_wildcard_percent,away_wildcard_percent,home_total,away_total,home_home,away_home,home_road,away_road,home_intra_division,away_intra_division,home_intra_league,away_intra_league,home_last_ten_games,away_last_ten_games,is_divisional_game
31101,777234,2025-07-05,109,118,AZ,KC,Arizona Diamondbacks,Kansas City Royals,D-backs,Royals,National League,American League,NL,AL,NL West,AL Central,NL West,AL Central,2025,2025,89,91,43,43,46,48,0.483,0.473,457,310,460,335,-3,-25,5.13,3.41,5.17,3.68,-0.03,-0.27,0.0,0.0,0.0,0.0,0.483,0.473,0.0,0.0,22,21,24,24,21,22,22,24,L3,W2,0,0,0.0,0.0,0.0,0.0,0.4831460674157303,0.4725274725274725,0.4782608695652174,0.4666666666666667,0.4883720930232558,0.4782608695652174,0.6,0.3333333333333333,0.4831460674157303,0.4725274725274725,0.3,0.4,False
31104,777223,2025-07-05,135,140,SD,TEX,San Diego Padres,Texas Rangers,Padres,Rangers,National League,American League,NL,AL,NL West,AL West,NL West,AL West,2025,2025,88,88,47,43,41,45,0.534,0.489,356,332,348,307,8,25,4.05,3.77,3.95,3.49,0.09,0.28,0.0,0.0,0.0,0.0,0.534,0.489,0.0,0.0,26,26,14,19,21,17,27,26,W2,L1,0,0,0.0,0.0,0.0,0.0,0.5340909090909091,0.4886363636363636,0.65,0.5777777777777777,0.4375,0.3953488372093023,0.35714285714285715,0.3333333333333333,0.5340909090909091,0.4886363636363636,0.5,0.5,False
31235,777225,2025-07-05,136,134,SEA,PIT,Seattle Mariners,Pittsburgh Pirates,Mariners,Pirates,American League,National League,AL,NL,AL West,NL Central,AL West,NL Central,2025,2025,88,90,46,39,42,51,0.523,0.433,400,318,380,349,20,-31,4.55,3.53,4.32,3.88,0.23,-0.34,0.0,0.0,0.0,0.0,0.523,0.433,0.0,0.0,23,26,21,21,23,13,21,30,W1,L1,0,0,0.0,0.0,0.0,0.0,0.5227272727272727,0.4333333333333333,0.5227272727272727,0.5531914893617021,0.5227272727272727,0.3023255813953488,0.5,0.5,0.5227272727272727,0.4333333333333333,0.5,0.7,False
67810,777227,2025-07-05,133,137,ATH,SF,Athletics,San Francisco Giants,Athletics,Giants,American League,National League,AL,NL,AL West,NL West,AL West,NL West,2025,2025,90,89,37,47,53,42,0.411,0.528,380,368,511,347,-131,21,4.22,4.13,5.68,3.9,-1.46,0.24,0.0,0.0,0.0,0.0,0.411,0.528,0.0,0.0,16,25,27,17,21,22,26,25,W1,L1,0,0,0.0,0.0,0.0,0.0,0.4111111111111111,0.5280898876404494,0.3720930232558139,0.5952380952380952,0.4468085106382978,0.4680851063829787,0.25,0.5,0.4111111111111111,0.5280898876404494,0.5,0.3,False
31223,777214,2025-07-06,141,108,TOR,LAA,Toronto Blue Jays,Los Angeles Angels,Blue Jays,Angels,American League,American League,AL,AL,AL East,AL West,AL East,AL West,2025,2025,90,88,51,43,39,45,0.567,0.489,410,377,403,425,7,-48,4.56,4.28,4.48,4.83,0.08,-0.55,0.0,0.0,0.0,0.0,0.567,0.489,0.0,0.0,31,20,16,20,20,23,23,25,W7,L2,0,0,0.0,0.0,0.0,0.0,0.5666666666666667,0.4886363636363636,0.6595744680851063,0.5,0.4651162790697674,0.4791666666666667,0.8571428571428571,0.6666666666666666,0.5666666666666667,0.4886363636363636,0.9,0.5,False
31224,777222,2025-07-06,144,110,ATL,BAL,Atlanta Braves,Baltimore Orioles,Braves,Orioles,National League,American League,NL,AL,NL East,AL East,NL East,AL East,2025,2025,89,92,39,39,50,53,0.438,0.424,360,387,356,491,4,-104,4.04,4.21,4.0,5.34,0.04,-1.13,0.0,0.0,0.0,0.0,0.438,0.424,0.0,0.0,24,19,21,23,15,20,29,30,L3,W2,0,0,0.0,0.0,0.0,0.0,0.4382022471910112,0.4239130434782608,0.5333333333333333,0.4523809523809524,0.3409090909090909,0.4,0.5625,0.5,0.4382022471910112,0.4239130434782608,0.2,0.5,False
31225,777213,2025-07-06,120,111,WSH,BOS,Washington Nationals,Boston Red Sox,Nationals,Red Sox,National League,American League,NL,AL,NL East,AL East,NL East,AL East,2025,2025,92,95,37,49,55,46,0.402,0.516,397,481,500,433,-103,48,4.32,5.06,5.43,4.56,-1.12,0.51,0.0,0.0,0.0,0.0,0.402,0.516,0.0,0.0,18,29,29,20,19,20,26,26,L2,W2,0,0,0.0,0.0,0.0,0.0,0.4021739130434782,0.5157894736842106,0.3829787234042553,0.5918367346938775,0.4222222222222222,0.4347826086956521,0.0,0.6666666666666666,0.4021739130434782,0.5157894736842106,0.4,0.6,False
31226,777217,2025-07-06,143,113,PHI,CIN,Philadelphia Phillies,Cincinnati Reds,Phillies,Reds,National League,National League,NL,NL,NL East,NL Central,NL East,NL Central,2025,2025,92,92,54,47,38,45,0.587,0.511,427,421,376,394,51,27,4.64,4.58,4.09,4.28,0.55,0.29,0.0,0.0,0.0,0.0,0.587,0.511,0.0,0.0,31,25,17,20,23,22,21,25,W1,L1,0,0,0.0,0.0,0.0,0.0,0.5869565217391305,0.5108695652173914,0.6458333333333334,0.5555555555555556,0.5227272727272727,0.4680851063829787,0.6153846153846154,0.3333333333333333,0.5869565217391305,0.5108695652173914,0.6,0.4,False
31227,777226,2025-07-06,114,116,CLE,DET,Cleveland Guardians,Detroit Tigers,Guardians,Tigers,American League,American League,AL,AL,AL Central,AL Central,AL Central,AL Central,2025,2025,90,94,42,59,48,35,0.467,0.628,329,481,375,361,-46,120,3.66,5.12,4.17,3.84,-0.51,1.28,0.0,0.0,0.0,0.0,0.467,0.628,0.0,0.0,21,31,22,15,21,28,26,20,L9,W2,0,0,0.0,0.0,0.0,0.0,0.4666666666666667,0.6276595744680851,0.4883720930232558,0.6739130434782609,0.4468085106382978,0.5833333333333334,0.0,0.6666666666666666,0.4666666666666667,0.6276595744680851,0.1,0.7,True
31228,777224,2025-07-06,146,158,MIA,MIL,Miami Marlins,Milwaukee Brewers,Marlins,Brewers,National League,National League,NL,NL,NL East,NL Central,NL East,NL Central,2025,2025,87,90,40,50,47,40,0.46,0.556,369,424,438,364,-69,60,4.24,4.71,5.03,4.04,-0.79,0.67,0.0,0.0,0.0,0.0,0.46,0.556,0.0,0.0,20,27,26,17,20,23,21,23,W1,L1,0,0,0.0,0.0,0.0,0.0,0.4597701149425287,0.5555555555555556,0.4347826086956521,0.6136363636363636,0.4878048780487805,0.5,0.6,0.6923076923076923,0.4597701149425287,0.5555555555555556,0.8,0.6,False
31229,777220,2025-07-06,142,139,MIN,TB,Minnesota Twins,Tampa Bay Rays,Twins,Rays,American League,American League,AL,AL,AL Central,AL East,AL Central,AL East,2025,2025,91,89,45,48,46,41,0.495,0.539,383,424,396,357,-13,67,4.21,4.76,4.35,4.01,-0.14,0.75,0.0,0.0,0.0,0.0,0.495,0.539,0.0,0.0,25,28,17,25,20,20,29,16,W2,L2,0,0,0.0,0.0,0.0,0.0,0.4945054945054945,0.5393258426966292,0.5952380952380952,0.5283018867924528,0.4081632653061224,0.5555555555555556,0.3333333333333333,0.4,0.4945054945054945,0.5393258426966292,0.6,0.4,False
31230,777216,2025-07-06,121,147,NYM,NYY,New York Mets,New York Yankees,Mets,Yankees,National League,American League,NL,AL,NL East,AL East,NL East,AL East,2025,2025,92,90,52,49,40,41,0.565,0.544,404,461,364,364,40,97,4.39,5.12,3.96,4.04,0.43,1.08,0.0,0.0,0.0,0.0,0.565,0.544,0.0,0.0,33,27,14,17,19,22,26,24,W3,L6,0,0,0.0,0.0,0.0,0.0,0.5652173913043478,0.5444444444444444,0.7021276595744681,0.6136363636363636,0.4222222222222222,0.4782608695652174,0.46153846153846156,0.23076923076923078,0.5652173913043478,0.5444444444444444,0.5,0.3,False
31231,777219,2025-07-06,112,138,CHC,STL,Chicago Cubs,St. Louis Cardinals,Cubs,Cardinals,National League,National League,NL,NL,NL Central,NL Central,NL Central,NL Central,2025,2025,89,96,53,53,36,43,0.596,0.552,481,457,366,415,115,42,5.4,4.76,4.11,4.32,1.29,0.44,0.0,0.0,0.0,0.0,0.596,0.552,0.0,0.0,29,28,16,17,24,25,20,26,L1,W1,0,0,0.0,0.0,0.0,0.0,0.5955056179775281,0.5520833333333334,0.6444444444444445,0.6222222222222222,0.5454545454545454,0.4901960784313725,0.5625,0.375,0.5955056179775281,0.5520833333333334,0.7,0.4,True
31232,777215,2025-07-06,115,145,COL,CWS,Colorado Rockies,Chicago White Sox,Rockies,White Sox,National League,American League,NL,AL,NL West,AL Central,NL West,AL Central,2025,2025,92,90,21,30,71,60,0.228,0.333,321,313,564,397,-243,-84,3.49,3.48,6.13,4.41,-2.64,-0.93,0.0,0.0,0.0,0.0,0.228,0.333,0.0,0.0,10,19,37,25,11,11,34,35,L2,W2,0,0,0.0,0.0,0.0,0.0,0.2282608695652173,0.3333333333333333,0.2127659574468085,0.4318181818181818,0.2444444444444444,0.2391304347826087,0.2222222222222222,0.5714285714285714,0.2282608695652173,0.3333333333333333,0.2,0.5,False
31233,777206,2025-07-06,119,117,LAD,HOU,Los Angeles Dodgers,Houston Astros,Dodgers,Astros,National League,American League,NL,AL,NL West,AL West,NL West,AL West,2025,2025,90,89,56,54,34,35,0.622,0.607,499,391,418,324,81,67,5.54,4.39,4.64,3.64,0.9,0.75,0.0,0.0,0.0,0.0,0.622,0.607,0.0,0.0,33,32,16,14,23,22,18,21,L2,W2,0,0,0.0,0.0,0.0,0.0,0.6222222222222222,0.6067415730337079,0.673469387755102,0.6956521739130435,0.5609756097560976,0.5116279069767442,0.7692307692307693,0.625,0.6222222222222222,0.6067415730337079,0.7,0.8,False
31234,777218,2025-07-06,109,118,AZ,KC,Arizona Diamondbacks,Kansas City Royals,D-backs,Royals,National League,American League,NL,AL,NL West,AL Central,NL West,AL Central,2025,2025,90,92,44,43,46,49,0.489,0.467,464,311,461,342,3,-31,5.16,3.38,5.12,3.72,0.03,-0.34,0.0,0.0,0.0,0.0,0.489,0.467,0.0,0.0,23,21,24,24,21,22,22,25,W1,L1,0,0,0.0,0.0,0.0,0.0,0.4888888888888889,0.4673913043478261,0.4893617021276595,0.4666666666666667,0.4883720930232558,0.4680851063829787,0.6,0.3333333333333333,0.4888888888888889,0.4673913043478261,0.3,0.4,False
31235,777205,2025-07-06,136,134,SEA,PIT,Seattle Mariners,Pittsburgh Pirates,Mariners,Pirates,American League,National League,AL,NL,AL West,NL Central,AL West,NL Central,2025,2025,89,91,47,39,42,52,0.528,0.429,401,318,380,350,21,-32,4.51,3.49,4.27,3.85,0.24,-0.35,0.0,0.0,0.0,0.0,0.528,0.429,0.0,0.0,24,26,21,21,23,13,21,31,W2,L2,0,0,0.0,0.0,0.0,0.0,0.5280898876404494,0.4285714285714285,0.5333333333333333,0.5531914893617021,0.5227272727272727,0.2954545454545454,0.5,0.5,0.5280898876404494,0.4285714285714285,0.6,0.6,False
31237,777207,2025-07-06,135,140,SD,TEX,San Diego Padres,Texas Rangers,Padres,Rangers,National League,American League,NL,AL,NL West,AL West,NL West,AL West,2025,2025,89,89,47,44,42,45,0.528,0.494,360,339,355,311,5,28,4.04,3.81,3.99,3.49,0.06,0.31,0.0,0.0,0.0,0.0,0.528,0.494,0.0,0.0,26,26,15,19,21,18,27,26,L1,W1,0,0,0.0,0.0,0.0,0.0,0.5280898876404494,0.4943820224719101,0.6341463414634146,0.5777777777777777,0.4375,0.4090909090909091,0.35714285714285715,0.3333333333333333,0.5280898876404494,0.4943820224719101,0.4,0.6,False
67826,777210,2025-07-06,133,137,ATH,SF,Athletics,San Francisco Giants,Athletics,Giants,American League,National League,AL,NL,AL West,NL West,AL West,NL West,2025,2025,91,90,37,48,54,42,0.407,0.533,382,375,518,349,-136,26,4.2,4.17,5.69,3.88,-1.49,0.29,0.0,0.0,0.0,0.0,0.407,0.533,0.0,0.0,16,25,28,17,21,23,26,25,L1,W1,0,0,0.0,0.0,0.0,0.0,0.4065934065934066,0.5333333333333333,0.3636363636363636,0.5952380952380952,0.4468085106382978,0.4791666666666667,0.25,0.5,0.4065934065934066,0.5333333333333333,0.5,0.4,False
31390,777209,2025-07-07,111,115,BOS,COL,Boston Red Sox,Colorado Rockies,Red Sox,Rockies,American League,National League,AL,NL,AL East,NL West,AL East,NL West,2025,2025,96,93,50,22,46,71,0.521,0.237,487,327,437,568,50,-241,5.07,3.52,4.55,6.11,0.52,-2.59,0.0,0.0,0.0,0.0,0.521,0.237,0.0,0.0,29,11,20,37,21,11,26,34,W3,W1,0,0,0.0,0.0,0.0,0.0,0.5208333333333334,0.2365591397849462,0.5918367346938775,0.2291666666666666,0.4468085106382978,0.2444444444444444,0.6666666666666666,0.2222222222222222,0.5208333333333334,0.2365591397849462,0.7,0.3,False
31391,777208,2025-07-07,113,146,CIN,MIA,Cincinnati Reds,Miami Marlins,Reds,Marlins,National League,National League,NL,NL,NL Central,NL East,NL Central,NL East,2025,2025,93,88,47,40,46,48,0.505,0.455,422,370,397,441,25,-71,4.54,4.2,4.27,5.01,0.27,-0.81,0.0,0.0,0.0,0.0,0.505,0.455,0.0,0.0,25,20,20,27,22,20,26,21,L2,L1,0,0,0.0,0.0,0.0,0.0,0.5053763440860215,0.4545454545454545,0.5555555555555556,0.425531914893617,0.4583333333333333,0.4878048780487805,0.3333333333333333,0.6,0.5053763440860215,0.4545454545454545,0.4,0.7,False
31392,777211,2025-07-07,116,139,DET,TB,Detroit Tigers,Tampa Bay Rays,Tigers,Rays,American League,American League,AL,AL,AL Central,AL East,AL Central,AL East,2025,2025,95,90,60,49,35,41,0.632,0.544,488,431,363,362,125,69,5.14,4.79,3.82,4.02,1.32,0.77,0.0,0.0,0.0,0.0,0.632,0.544,0.0,0.0,31,28,15,25,29,21,20,16,W3,W1,0,0,0.0,0.0,0.0,0.0,0.631578947368421,0.5444444444444444,0.6739130434782609,0.5283018867924528,0.5918367346938775,0.5675675675675675,0.6923076923076923,0.4,0.631578947368421,0.5444444444444444,0.7,0.4,False
31393,777202,2025-07-07,117,114,HOU,CLE,Houston Astros,Cleveland Guardians,Astros,Guardians,American League,American League,AL,AL,AL West,AL Central,AL West,AL Central,2025,2025,90,91,55,42,35,49,0.611,0.462,396,331,325,382,71,-51,4.4,3.64,3.61,4.2,0.79,-0.56,0.0,0.0,0.0,0.0,0.611,0.462,0.0,0.0,32,21,14,23,23,21,21,26,W3,L10,0,0,0.0,0.0,0.0,0.0,0.6111111111111112,0.4615384615384615,0.6956521739130435,0.4772727272727273,0.5227272727272727,0.4468085106382978,0.625,0.0,0.6111111111111112,0.4615384615384615,0.8,0.0,False
31394,777201,2025-07-07,158,119,MIL,LAD,Milwaukee Brewers,Los Angeles Dodgers,Brewers,Dodgers,National League,National League,NL,NL,NL Central,NL West,NL Central,NL West,2025,2025,91,91,51,56,40,35,0.56,0.615,427,500,365,423,62,77,4.69,5.49,4.01,4.65,0.68,0.85,0.0,0.0,0.0,0.0,0.56,0.615,0.0,0.0,27,33,17,17,24,23,23,18,W1,L3,0,0,0.0,0.0,0.0,0.0,0.5604395604395604,0.6153846153846154,0.6136363636363636,0.66,0.5106382978723404,0.5609756097560976,0.6923076923076923,0.7692307692307693,0.5604395604395604,0.6153846153846154,0.6,0.6,False
31395,777204,2025-07-07,118,134,KC,PIT,Kansas City Royals,Pittsburgh Pirates,Royals,Pirates,American League,National League,AL,NL,AL Central,NL Central,AL Central,NL Central,2025,2025,93,92,44,39,49,53,0.473,0.424,315,318,342,351,-27,-33,3.39,3.46,3.68,3.82,-0.29,-0.36,0.0,0.0,0.0,0.0,0.473,0.424,0.0,0.0,21,26,24,21,23,13,25,32,W1,L3,0,0,0.0,0.0,0.0,0.0,0.4731182795698925,0.4239130434782608,0.4666666666666667,0.5531914893617021,0.4791666666666667,0.2888888888888888,0.3333333333333333,0.5,0.4731182795698925,0.4239130434782608,0.5,0.6,False
31396,777212,2025-07-07,145,141,CWS,TOR,Chicago White Sox,Toronto Blue Jays,White Sox,Blue Jays,American League,American League,AL,AL,AL Central,AL East,AL Central,AL East,2025,2025,91,91,30,52,61,39,0.33,0.571,317,413,403,405,-86,8,3.48,4.54,4.43,4.45,-0.95,0.09,0.0,0.0,0.0,0.0,0.33,0.571,0.0,0.0,19,32,25,16,11,20,36,23,L1,W8,0,0,0.0,0.0,0.0,0.0,0.3296703296703296,0.5714285714285714,0.4318181818181818,0.6666666666666666,0.2340425531914893,0.4651162790697674,0.5714285714285714,0.8571428571428571,0.3296703296703296,0.5714285714285714,0.5,0.9,False
31397,777203,2025-07-07,135,109,SD,AZ,San Diego Padres,Arizona Diamondbacks,Padres,D-backs,National League,National League,NL,NL,NL West,NL West,NL West,NL West,2025,2025,90,91,48,44,42,47,0.533,0.484,364,464,356,465,8,-1,4.04,5.1,3.96,5.11,0.09,-0.01,0.0,0.0,0.0,0.0,0.533,0.484,0.0,0.0,27,23,15,25,21,21,27,22,W1,L1,0,0,0.0,0.0,0.0,0.0,0.5333333333333333,0.4835164835164835,0.6428571428571429,0.4791666666666667,0.4375,0.4883720930232558,0.35714285714285715,0.6,0.5333333333333333,0.4835164835164835,0.4,0.3,True
31398,777199,2025-07-07,137,143,SF,PHI,San Francisco Giants,Philadelphia Phillies,Giants,Phillies,National League,National League,NL,NL,NL West,NL East,NL West,NL East,2025,2025,91,93,49,55,42,38,0.538,0.591,381,430,351,377,30,53,4.19,4.62,3.86,4.05,0.33,0.57,0.0,0.0,0.0,0.0,0.538,0.591,0.0,0.0,25,32,17,17,24,23,25,21,W2,W2,0,0,0.0,0.0,0.0,0.0,0.5384615384615384,0.5913978494623656,0.5952380952380952,0.6530612244897959,0.4897959183673469,0.5227272727272727,0.5,0.6153846153846154,0.5384615384615384,0.5913978494623656,0.5,0.7,False
31399,777200,2025-07-07,108,140,LAA,TEX,Los Angeles Angels,Texas Rangers,Angels,Rangers,American League,American League,AL,AL,AL West,AL West,AL West,AL West,2025,2025,89,90,43,44,46,46,0.483,0.489,379,340,428,315,-49,25,4.26,3.78,4.81,3.5,-0.55,0.28,0.0,0.0,0.0,0.0,0.483,0.489,0.0,0.0,20,26,20,19,23,18,26,27,L3,L1,0,0,0.0,0.0,0.0,0.0,0.4831460674157303,0.4888888888888889,0.5,0.5777777777777777,0.4693877551020408,0.4,0.6666666666666666,0.3333333333333333,0.4831460674157303,0.4888888888888889,0.4,0.5,True
31681,777196,2025-07-08,111,115,BOS,COL,Boston Red Sox,Colorado Rockies,Red Sox,Rockies,American League,National League,AL,NL,AL East,NL West,AL East,NL West,2025,2025,97,94,51,22,46,72,0.526,0.234,496,330,440,577,56,-247,5.11,3.51,4.54,6.14,0.58,-2.63,0.0,0.0,0.0,0.0,0.526,0.234,0.0,0.0,30,11,20,37,21,11,26,35,W4,L1,0,0,0.0,0.0,0.0,0.0,0.5257731958762887,0.2340425531914893,0.6,0.2291666666666666,0.4468085106382978,0.2391304347826087,0.6666666666666666,0.2222222222222222,0.5257731958762887,0.2340425531914893,0.8,0.3,False
31682,777197,2025-07-08,113,146,CIN,MIA,Cincinnati Reds,Miami Marlins,Reds,Marlins,National League,National League,NL,NL,NL Central,NL East,NL Central,NL East,2025,2025,94,89,47,41,47,48,0.5,0.461,423,375,402,442,21,-67,4.5,4.21,4.28,4.97,0.22,-0.75,0.0,0.0,0.0,0.0,0.5,0.461,0.0,0.0,25,20,21,27,22,21,26,21,L3,W1,0,0,0.0,0.0,0.0,0.0,0.5,0.4606741573033708,0.5434782608695652,0.425531914893617,0.4583333333333333,0.5,0.3333333333333333,0.6,0.5,0.4606741573033708,0.3,0.7,False
31683,777198,2025-07-08,110,121,BAL,NYM,Baltimore Orioles,New York Mets,Orioles,Mets,American League,National League,AL,NL,AL East,NL East,AL East,NL East,2025,2025,93,93,40,52,53,41,0.43,0.559,389,408,492,370,-103,38,4.18,4.39,5.29,3.98,-1.11,0.41,0.0,0.0,0.0,0.0,0.43,0.559,0.0,0.0,19,33,23,15,21,19,30,26,W3,L1,0,0,0.0,0.0,0.0,0.0,0.4301075268817204,0.5591397849462365,0.4523809523809524,0.6875,0.4117647058823529,0.4222222222222222,0.5,0.46153846153846156,0.4301075268817204,0.5591397849462365,0.6,0.4,False
31684,777187,2025-07-08,147,136,NYY,SEA,New York Yankees,Seattle Mariners,Yankees,Mariners,American League,American League,AL,AL,AL East,AL West,AL East,AL West,2025,2025,91,90,50,48,41,42,0.549,0.533,467,402,368,380,99,22,5.13,4.47,4.04,4.22,1.09,0.24,0.0,0.0,0.0,0.0,0.549,0.533,0.0,0.0,27,25,17,21,23,23,24,21,W1,W3,0,0,0.0,0.0,0.0,0.0,0.5494505494505495,0.5333333333333333,0.6136363636363636,0.5434782608695652,0.4893617021276595,0.5227272727272727,0.23076923076923078,0.5,0.5494505494505495,0.5333333333333333,0.3,0.7,False
31685,777195,2025-07-08,116,139,DET,TB,Detroit Tigers,Tampa Bay Rays,Tigers,Rays,American League,American League,AL,AL,AL Central,AL East,AL Central,AL East,2025,2025,96,91,61,49,35,42,0.635,0.538,493,432,364,367,129,65,5.14,4.75,3.79,4.03,1.34,0.71,0.0,0.0,0.0,0.0,0.635,0.538,0.0,0.0,32,28,15,25,29,21,20,17,W4,L1,0,0,0.0,0.0,0.0,0.0,0.6354166666666666,0.5384615384615384,0.6808510638297872,0.5283018867924528,0.5918367346938775,0.5526315789473685,0.6923076923076923,0.4,0.6354166666666666,0.5384615384615384,0.8,0.3,False
31686,777190,2025-07-08,142,112,MIN,CHC,Minnesota Twins,Chicago Cubs,Twins,Cubs,American League,National League,AL,NL,AL Central,NL Central,AL Central,NL Central,2025,2025,92,90,45,54,47,36,0.489,0.6,388,492,403,366,-15,126,4.22,5.47,4.38,4.07,-0.16,1.4,0.0,0.0,0.0,0.0,0.489,0.6,0.0,0.0,25,30,18,16,20,24,29,20,L1,W1,0,0,0.0,0.0,0.0,0.0,0.4891304347826087,0.6,0.5813953488372093,0.6521739130434783,0.4081632653061224,0.5454545454545454,0.3333333333333333,0.5882352941176471,0.4891304347826087,0.6,0.5,0.7,False
31687,777192,2025-07-08,117,114,HOU,CLE,Houston Astros,Cleveland Guardians,Astros,Guardians,American League,American League,AL,AL,AL West,AL Central,AL West,AL Central,2025,2025,91,92,55,43,36,49,0.604,0.467,401,338,332,387,69,-49,4.41,3.67,3.65,4.21,0.76,-0.53,0.0,0.0,0.0,0.0,0.604,0.467,0.0,0.0,32,21,15,23,23,22,21,26,L1,W1,0,0,0.0,0.0,0.0,0.0,0.6043956043956044,0.4673913043478261,0.6808510638297872,0.4772727272727273,0.5227272727272727,0.4583333333333333,0.625,0.0,0.6043956043956044,0.4673913043478261,0.7,0.1,False
31688,777193,2025-07-08,158,119,MIL,LAD,Milwaukee Brewers,Los Angeles Dodgers,Brewers,Dodgers,National League,National League,NL,NL,NL Central,NL West,NL Central,NL West,2025,2025,92,92,52,56,40,36,0.565,0.609,436,501,366,432,70,69,4.74,5.45,3.98,4.7,0.76,0.75,0.0,0.0,0.0,0.0,0.565,0.609,0.0,0.0,28,33,17,17,24,23,23,19,W2,L4,0,0,0.0,0.0,0.0,0.0,0.5652173913043478,0.6086956521739131,0.6222222222222222,0.66,0.5106382978723404,0.5476190476190477,0.6923076923076923,0.7692307692307693,0.5652173913043478,0.6086956521739131,0.6,0.5,False
31689,777194,2025-07-08,118,134,KC,PIT,Kansas City Royals,Pittsburgh Pirates,Royals,Pirates,American League,National League,AL,NL,AL Central,NL Central,AL Central,NL Central,2025,2025,94,93,45,39,49,54,0.479,0.419,324,321,345,360,-21,-39,3.45,3.45,3.67,3.87,-0.22,-0.42,0.0,0.0,0.0,0.0,0.479,0.419,0.0,0.0,22,26,24,21,23,13,25,33,W2,L4,0,0,0.0,0.0,0.0,0.0,0.4787234042553192,0.4193548387096774,0.4782608695652174,0.5531914893617021,0.4791666666666667,0.2826086956521739,0.3333333333333333,0.5,0.4787234042553192,0.4193548387096774,0.6,0.6,False
31690,777188,2025-07-08,145,141,CWS,TOR,Chicago White Sox,Toronto Blue Jays,White Sox,Blue Jays,American League,American League,AL,AL,AL Central,AL East,AL Central,AL East,2025,2025,92,92,30,53,62,39,0.326,0.576,321,421,411,409,-90,12,3.49,4.58,4.47,4.45,-0.98,0.13,0.0,0.0,0.0,0.0,0.326,0.576,0.0,0.0,19,32,26,16,11,21,36,23,L2,W9,0,0,0.0,0.0,0.0,0.0,0.3260869565217391,0.5760869565217391,0.4222222222222222,0.6666666666666666,0.2340425531914893,0.4772727272727273,0.5714285714285714,0.8571428571428571,0.3260869565217391,0.5760869565217391,0.4,0.9,False
31691,777191,2025-07-08,138,120,STL,WSH,St. Louis Cardinals,Washington Nationals,Cardinals,Nationals,National League,National League,NL,NL,NL Central,NL East,NL Central,NL East,2025,2025,97,93,53,37,44,56,0.546,0.398,457,401,426,506,31,-105,4.71,4.31,4.39,5.44,0.32,-1.13,0.0,0.0,0.0,0.0,0.546,0.398,0.0,0.0,28,18,17,30,25,19,27,26,L1,L3,0,0,0.0,0.0,0.0,0.0,0.5463917525773195,0.3978494623655914,0.6222222222222222,0.375,0.4807692307692308,0.4222222222222222,0.35294117647058826,0.0,0.5463917525773195,0.3978494623655914,0.4,0.4,False
31692,777185,2025-07-08,135,109,SD,AZ,San Diego Padres,Arizona Diamondbacks,Padres,D-backs,National League,National League,NL,NL,NL West,NL West,NL West,NL West,2025,2025,91,92,48,45,43,47,0.527,0.489,367,470,362,468,5,2,4.03,5.11,3.98,5.09,0.05,0.02,0.0,0.0,0.0,0.0,0.527,0.489,0.0,0.0,27,23,16,25,21,22,27,22,L1,W1,0,0,0.0,0.0,0.0,0.0,0.5274725274725275,0.4891304347826087,0.627906976744186,0.4791666666666667,0.4375,0.5,0.3333333333333333,0.6363636363636364,0.5274725274725275,0.4891304347826087,0.4,0.4,True
31694,777186,2025-07-08,137,143,SF,PHI,San Francisco Giants,Philadelphia Phillies,Giants,Phillies,National League,National League,NL,NL,NL West,NL East,NL West,NL East,2025,2025,92,94,50,55,42,39,0.543,0.585,384,431,352,380,32,51,4.17,4.59,3.83,4.04,0.35,0.54,0.0,0.0,0.0,0.0,0.543,0.585,0.0,0.0,26,32,17,17,24,23,25,22,W3,L1,0,0,0.0,0.0,0.0,0.0,0.5434782608695652,0.5851063829787234,0.6046511627906976,0.6530612244897959,0.4897959183673469,0.5111111111111111,0.5,0.6153846153846154,0.5434782608695652,0.5851063829787234,0.5,0.6,False
31695,777180,2025-07-08,108,140,LAA,TEX,Los Angeles Angels,Texas Rangers,Angels,Rangers,American League,American League,AL,AL,AL West,AL West,AL West,AL West,2025,2025,90,91,44,44,46,47,0.489,0.484,385,345,433,321,-48,24,4.28,3.79,4.81,3.53,-0.53,0.26,0.0,0.0,0.0,0.0,0.489,0.484,0.0,0.0,21,26,20,19,23,18,26,28,W1,L2,0,0,0.0,0.0,0.0,0.0,0.4888888888888889,0.4835164835164835,0.5121951219512195,0.5777777777777777,0.4693877551020408,0.391304347826087,0.7,0.25,0.4888888888888889,0.4835164835164835,0.4,0.4,True
