balldontlie_game_id,id,date,home_starter_id,away_starter_id,home_starter_full_name,away_starter_full_name,home_starter_team_id,away_starter_team_id,home_starter_team_abbreviation,away_starter_team_abbreviation,home_starter_season,away_starter_season,home_starter_postseason,away_starter_postseason,home_starter_season_type,away_starter_season_type,home_starter_pitching_gp,away_starter_pitching_gp,home_starter_pitching_gs,away_starter_pitching_gs,home_starter_pitching_qs,away_starter_pitching_qs,home_starter_pitching_w,away_starter_pitching_w,home_starter_pitching_l,away_starter_pitching_l,home_starter_pitching_era,away_starter_pitching_era,home_starter_pitching_sv,away_starter_pitching_sv,home_starter_pitching_hld,away_starter_pitching_hld,home_starter_pitching_ip,away_starter_pitching_ip,home_starter_pitching_h,away_starter_pitching_h,home_starter_pitching_er,away_starter_pitching_er,home_starter_pitching_hr,away_starter_pitching_hr,home_starter_pitching_bb,away_starter_pitching_bb,home_starter_pitching_whip,away_starter_pitching_whip,home_starter_pitching_k,away_starter_pitching_k,home_starter_pitching_k_per_9,away_starter_pitching_k_per_9,home_starter_pitching_war,away_starter_pitching_war,home_starter_k_bb_ratio,away_starter_k_bb_ratio,home_starter_qs_rate,away_starter_qs_rate,home_starter_ip_per_gs,away_starter_ip_per_gs,home_starter_hr_per_9,away_starter_hr_per_9,home_starter_bb_per_9,away_starter_bb_per_9,home_starter_h_per_9,away_starter_h_per_9,home_starter_win_pct,away_starter_win_pct,home_era_rolling_5,away_era_rolling_5,home_era_rolling_10,away_era_rolling_10,home_whip_rolling_5,away_whip_rolling_5,home_whip_rolling_10,away_whip_rolling_10,home_k_per_9_rolling_5,away_k_per_9_rolling_5,home_k_per_9_rolling_10,away_k_per_9_rolling_10,home_k_bb_ratio_rolling_5,away_k_bb_ratio_rolling_5,home_k_bb_ratio_rolling_10,away_k_bb_ratio_rolling_10,home_ip_per_gs_rolling_5,away_ip_per_gs_rolling_5,home_hr_per_9_rolling_10,away_hr_per_9_rolling_10,home_bb_per_9_rolling_5,away_bb_per_9_rolling_5
9471,778239,2025-04-20,701656,605488,Logan Henderson,Jeffrey Springs,158,133,MIL,ATH,,2025.0,0,0,regular,regular,0,4,0,4,0,2,0,3,0,1,0.0,4.5,0,0,0,0,0.0,20.0,0,18,0,10,0,3,0,10,0.0,1.4,0,20,0.0,9.0,,,0.0,2.0,0.0,0.5,0.0,5.0,0.0,1.35,0.0,4.5,0.0,8.1,0.0,0.75,0.0,4.5,0.0,4.5,0.0,1.4,0.0,1.4,0.0,9.0,0.0,9.0,0.0,2.0,0.0,2.0,,5.0,0.0,1.35,0.0,4.5
9472,778237,2025-04-20,664285,656302,Framber Valdez,Dylan Cease,117,135,HOU,SD,2025.0,2025.0,0,0,regular,regular,4,4,4,4,2,1,1,1,2,1,4.91,6.64,0,0,0,0,22.0,20.33333333333333,20,24,12,15,2,2,8,7,1.27,1.52,24,24,9.82,10.62,,,3.0,3.4285714285714284,0.5,0.25,5.5,5.083333333333332,0.8181818181818182,0.8852459016393445,3.272727272727273,3.098360655737705,8.181818181818182,10.622950819672134,0.3333333333333333,0.5,4.909090909090909,6.958762886597938,4.909090909090909,6.958762886597938,1.2727272727272727,1.597938144329897,1.2727272727272727,1.597938144329897,9.818181818181818,11.134020618556702,9.818181818181818,11.134020618556702,3.0,3.4285714285714284,3.0,3.4285714285714284,5.5,4.85,0.8181818181818182,0.9278350515463918,3.272727272727273,3.247422680412372
9473,778235,2025-04-20,607536,663623,Kyle Freeland,Jake Irvin,115,120,COL,WSH,2025.0,2025.0,0,0,regular,regular,4,4,4,4,2,1,0,1,3,0,4.88,3.91,0,0,0,0,24.0,23.0,27,21,13,10,1,4,2,7,1.21,1.22,17,18,6.38,7.04,,,8.5,2.571428571428572,0.5,0.25,6.0,5.75,0.375,1.565217391304348,0.75,2.739130434782609,10.125,8.217391304347826,0.0,1.0,5.021459227467811,3.9130434782608696,5.021459227467811,3.9130434782608696,1.2446351931330473,1.2173913043478262,1.2446351931330473,1.2173913043478262,6.566523605150215,7.043478260869565,6.566523605150215,7.043478260869565,8.5,2.571428571428572,8.5,2.571428571428572,5.825,5.75,0.3862660944206008,1.565217391304348,0.7725321888412017,2.739130434782609
9474,778232,2025-04-20,579328,434378,Yusei Kikuchi,Justin Verlander,108,137,LAA,SF,2025.0,2025.0,0,0,regular,regular,4,4,4,4,3,0,0,0,3,1,4.12,6.75,0,0,0,0,24.0,18.666666666666668,18,24,11,14,4,3,10,9,1.17,1.77,22,17,8.25,8.2,,,2.2,1.8888888888888888,0.75,0.0,6.0,4.666666666666667,1.5,1.4464285714285714,3.75,4.339285714285714,6.75,11.571428571428571,0.0,0.0,4.125,7.2,4.125,7.2,1.1666666666666667,1.8857142857142857,1.1666666666666667,1.8857142857142857,8.25,8.742857142857142,8.25,8.742857142857142,2.2,1.8888888888888888,2.2,1.8888888888888888,6.0,4.375,1.5,1.542857142857143,3.75,4.628571428571429
887714,778266,2025-04-20,622608,695418,Antonio Senzatela,Brad Lord,115,120,COL,WSH,2025.0,2025.0,0,0,regular,regular,4,5,4,2,0,0,0,0,3,1,5.89,4.82,0,0,0,0,18.33333333333333,9.333333333333332,36,11,12,5,4,0,4,7,2.18,1.93,7,5,3.44,4.82,,,1.75,0.7142857142857143,0.0,0.0,4.583333333333332,4.666666666666666,1.963636363636364,0.0,1.963636363636364,6.750000000000001,17.67272727272728,10.607142857142858,0.0,0.0,6.206896551724139,5.070422535211268,6.206896551724139,5.070422535211268,2.298850574712644,1.8309859154929573,2.298850574712644,1.8309859154929573,3.620689655172414,6.338028169014085,3.620689655172414,6.338028169014085,1.75,1.0,1.75,1.0,4.35,3.55,2.0689655172413794,0.0,2.0689655172413794,6.338028169014085
9845,778238,2025-04-21,621111,686563,Walker Buehler,Jonathan Cannon,111,145,BOS,CWS,2025.0,2025.0,0,0,regular,regular,4,4,4,4,1,0,2,0,1,2,5.23,4.42,0,0,0,0,20.666666666666664,18.33333333333333,21,17,12,9,4,3,5,11,1.26,1.53,17,18,7.4,8.84,,,3.4,1.6363636363636365,0.25,0.0,5.166666666666666,4.583333333333332,1.741935483870968,1.472727272727273,2.17741935483871,5.400000000000001,9.145161290322582,8.345454545454547,0.6666666666666666,0.0,5.346534653465347,4.655172413793104,5.346534653465347,4.655172413793104,1.2871287128712872,1.6091954022988506,1.2871287128712872,1.6091954022988506,7.574257425742575,9.310344827586208,7.574257425742575,9.310344827586208,3.4,1.6363636363636365,3.4,1.6363636363636365,5.05,4.35,1.7821782178217822,1.5517241379310347,2.227722772277228,5.689655172413794
9846,778230,2025-04-21,676974,666157,Max Meyer,Nick Lodolo,146,113,MIA,CIN,2025.0,2025.0,0,0,regular,regular,4,4,4,4,3,3,1,2,2,1,2.62,2.31,0,0,0,0,24.0,23.333333333333336,20,17,7,6,3,3,7,2,1.12,0.81,27,14,10.12,5.4,,,3.857142857142857,7.0,0.75,0.75,6.0,5.833333333333334,1.125,1.157142857142857,2.625,0.7714285714285714,7.5,6.557142857142856,0.3333333333333333,0.6666666666666666,2.703862660944206,2.410714285714286,2.703862660944206,2.410714285714286,1.1587982832618025,0.8482142857142858,1.1587982832618025,0.8482142857142858,10.429184549356222,5.625,10.429184549356222,5.625,3.857142857142857,7.0,3.857142857142857,7.0,5.825,5.6,1.1587982832618025,1.205357142857143,2.703862660944206,0.8035714285714286
9847,778227,2025-04-21,668909,657376,Gavin Williams,Clarke Schmidt,114,147,CLE,NYY,2025.0,2025.0,0,0,regular,regular,4,1,4,1,0,0,1,0,1,0,4.58,4.76,0,0,0,0,19.666666666666668,5.666666666666667,16,4,10,3,3,0,10,2,1.32,1.06,18,2,8.24,3.18,,,1.8,1.0,0.0,0.0,4.916666666666667,5.666666666666667,1.3728813559322033,0.0,4.576271186440677,3.176470588235294,7.322033898305084,6.352941176470588,0.5,0.0,4.6875,5.1923076923076925,4.6875,5.1923076923076925,1.3541666666666667,1.1538461538461535,1.3541666666666667,1.1538461538461535,8.4375,3.461538461538461,8.4375,3.461538461538461,1.8,1.0,1.8,1.0,4.8,5.2,1.40625,0.0,4.6875,3.461538461538461
9848,778225,2025-04-21,656731,605400,Tylor Megill,Aaron Nola,121,143,NYM,PHI,2025.0,2025.0,0,0,regular,regular,4,4,4,4,0,1,2,0,2,4,1.4,6.65,0,0,0,0,19.33333333333333,21.666666666666664,19,27,3,16,0,4,7,9,1.34,1.66,20,25,9.31,10.38,,,2.857142857142857,2.7777777777777777,0.0,0.25,4.833333333333332,5.416666666666666,0.0,1.6615384615384616,3.258620689655173,3.738461538461539,8.844827586206899,11.215384615384616,0.5,0.0,1.413612565445026,6.79245283018868,1.413612565445026,6.79245283018868,1.3612565445026177,1.69811320754717,1.3612565445026177,1.69811320754717,9.424083769633508,10.61320754716981,9.424083769633508,10.61320754716981,2.857142857142857,2.7777777777777777,2.857142857142857,2.7777777777777777,4.775,5.3,0.0,1.69811320754717,3.298429319371728,3.820754716981132
9849,778228,2025-04-21,672456,681190,Keider Montero,Randy Vásquez,116,135,DET,SD,2025.0,2025.0,0,0,regular,regular,1,4,1,4,0,1,0,1,1,1,9.0,1.74,0,0,0,0,5.0,20.666666666666668,8,14,5,4,3,0,1,14,1.8,1.35,8,8,14.4,3.48,,,8.0,0.5714285714285714,0.0,0.25,5.0,5.166666666666667,5.4,0.0,1.8,6.096774193548387,14.4,6.096774193548387,0.0,0.5,9.0,1.7821782178217822,9.0,1.7821782178217822,1.8,1.3861386138613865,1.8,1.3861386138613865,14.4,3.5643564356435644,14.4,3.5643564356435644,8.0,0.5714285714285714,8.0,0.5714285714285714,5.0,5.05,5.4,0.0,1.8,6.237623762376238
9850,778233,2025-04-21,680885,607200,Spencer Schwellenbach,Erick Fedde,144,138,ATL,STL,2025.0,2025.0,0,0,regular,regular,4,4,4,4,3,3,1,1,1,2,2.55,3.43,0,0,0,0,24.666666666666668,21.0,16,13,7,8,3,2,5,11,0.85,1.14,22,10,8.03,4.29,,,4.4,0.9090909090909092,0.75,0.75,6.166666666666667,5.25,1.0945945945945943,0.8571428571428571,1.8243243243243243,4.714285714285714,5.837837837837838,5.571428571428571,0.5,0.3333333333333333,2.603305785123967,3.4285714285714284,2.603305785123967,3.4285714285714284,0.8677685950413223,1.1428571428571428,0.8677685950413223,1.1428571428571428,8.181818181818182,4.285714285714286,8.181818181818182,4.285714285714286,4.4,0.9090909090909092,4.4,0.9090909090909092,6.05,5.25,1.115702479338843,0.8571428571428571,1.859504132231405,4.714285714285714
9851,778231,2025-04-21,686613,592332,Hunter Brown,Kevin Gausman,117,141,HOU,TOR,2025.0,2025.0,0,0,regular,regular,4,4,4,4,4,3,2,2,1,1,1.5,2.49,0,0,0,0,24.0,25.33333333333333,15,15,4,7,1,4,5,3,0.83,0.71,22,20,8.25,7.11,,,4.4,6.666666666666667,1.0,0.75,6.0,6.333333333333332,0.375,1.4210526315789476,1.875,1.0657894736842106,5.625,5.328947368421054,0.6666666666666666,0.6666666666666666,1.5,2.50996015936255,1.5,2.50996015936255,0.8333333333333334,0.7171314741035856,0.8333333333333334,0.7171314741035856,8.25,7.171314741035856,8.25,7.171314741035856,4.4,6.666666666666667,4.4,6.666666666666667,6.0,6.275,0.375,1.4342629482071712,1.875,1.0756972111553784
9852,778226,2025-04-21,592662,682990,Robbie Ray,Quinn Priester,137,158,SF,MIL,2025.0,2025.0,0,0,regular,regular,4,2,4,2,1,0,3,1,0,0,4.19,0.9,0,0,0,0,19.33333333333333,10.0,15,7,9,1,4,1,15,5,1.55,1.2,21,8,9.78,7.2,,,1.4,1.6,0.25,0.0,4.833333333333332,5.0,1.862068965517241,0.9,6.982758620689657,4.5,6.982758620689657,6.3,1.0,1.0,4.240837696335079,0.9,4.240837696335079,0.9,1.5706806282722512,1.2,1.5706806282722512,1.2,9.895287958115183,7.2,9.895287958115183,7.2,1.4,1.6,1.4,1.6,4.775,5.0,1.884816753926701,0.9,7.0680628272251305,4.5
10214,778222,2025-04-22,680730,665152,Mitchell Parker,Dean Kremer,120,110,WSH,BAL,2025.0,2025.0,0,0,regular,regular,4,4,4,4,4,0,2,2,1,2,1.85,6.41,0,0,0,0,24.33333333333333,19.666666666666664,18,25,5,14,1,5,9,4,1.11,1.47,16,13,5.92,5.95,,,1.7777777777777777,3.25,1.0,0.0,6.083333333333332,4.916666666666666,0.3698630136986302,2.288135593220339,3.328767123287672,1.830508474576272,6.657534246575344,11.440677966101696,0.6666666666666666,0.5,1.867219917012448,6.8108108108108105,1.867219917012448,6.8108108108108105,1.120331950207469,1.5675675675675675,1.120331950207469,1.5675675675675675,5.975103734439834,6.324324324324325,5.975103734439834,6.324324324324325,1.7777777777777777,3.25,1.7777777777777777,3.25,6.025,4.625,0.3734439834024896,2.4324324324324325,3.3609958506224062,1.945945945945946
10215,778219,2025-04-22,665795,607259,Edward Cabrera,Nick Martinez,146,113,MIA,CIN,2025.0,2025.0,0,0,regular,regular,2,4,2,4,0,0,0,0,1,3,6.52,6.0,0,0,0,0,9.666666666666668,21.000000000000004,8,23,7,14,2,4,6,7,1.45,1.43,11,19,10.24,8.14,,,1.8333333333333333,2.7142857142857144,0.0,0.0,4.833333333333334,5.250000000000001,1.862068965517241,1.714285714285714,5.586206896551723,3.0,7.448275862068964,9.857142857142856,0.0,0.0,6.847826086956522,6.428571428571428,6.847826086956522,6.428571428571428,1.5217391304347827,1.530612244897959,1.5217391304347827,1.530612244897959,10.760869565217392,8.724489795918366,10.760869565217392,8.724489795918366,1.8333333333333333,2.7142857142857144,1.8333333333333333,2.7142857142857144,4.6,4.9,1.956521739130435,1.8367346938775508,5.869565217391305,3.214285714285714
10216,778218,2025-04-22,676440,701542,Tanner Bibee,Will Warren,114,147,CLE,NYY,2025.0,2025.0,0,0,regular,regular,4,4,4,4,0,0,1,1,2,0,5.85,5.17,0,0,0,0,20.000000000000004,15.666666666666666,19,13,13,9,7,2,11,9,1.5,1.4,15,16,6.75,9.19,,,1.3636363636363635,1.7777777777777777,0.0,0.0,5.000000000000001,3.9166666666666665,3.1499999999999995,1.148936170212766,4.949999999999999,5.170212765957447,8.549999999999999,7.468085106382979,0.3333333333333333,1.0,6.290322580645161,5.328947368421053,6.290322580645161,5.328947368421053,1.6129032258064515,1.4473684210526316,1.6129032258064515,1.4473684210526316,7.258064516129032,9.473684210526317,7.258064516129032,9.473684210526317,1.3636363636363635,1.7777777777777777,1.3636363636363635,1.7777777777777777,4.65,3.8,3.387096774193548,1.1842105263157896,5.32258064516129,5.328947368421053
10217,778223,2025-04-22,656288,650911,Griffin Canning,Cristopher Sánchez,121,143,NYM,PHI,2025.0,2025.0,0,0,regular,regular,4,4,4,4,1,2,2,2,1,0,3.43,2.96,0,0,0,0,21.0,24.33333333333333,18,22,8,8,2,4,10,6,1.33,1.15,21,31,9.0,11.47,,,2.1,5.166666666666667,0.25,0.5,5.25,6.083333333333332,0.8571428571428571,1.479452054794521,4.285714285714286,2.2191780821917813,7.714285714285714,8.136986301369864,0.6666666666666666,1.0,3.54679802955665,3.076923076923077,3.54679802955665,3.076923076923077,1.379310344827586,1.1965811965811963,1.379310344827586,1.1965811965811963,9.310344827586206,11.923076923076923,9.310344827586206,11.923076923076923,2.1,5.166666666666667,2.1,5.166666666666667,5.075,5.85,0.8866995073891625,1.5384615384615383,4.433497536945812,2.307692307692308
10218,778221,2025-04-22,656427,601713,Jack Flaherty,Nick Pivetta,116,135,DET,SD,2025.0,2025.0,0,0,regular,regular,4,4,4,4,0,3,1,3,1,1,2.53,1.57,0,0,0,0,21.333333333333336,23.0,14,14,6,4,2,1,9,5,1.08,0.83,25,24,10.55,9.39,,,2.7777777777777777,4.8,0.0,0.75,5.333333333333334,5.75,0.8437499999999999,0.391304347826087,3.796875,1.9565217391304348,5.906249999999999,5.478260869565218,0.5,0.75,2.741116751269036,1.565217391304348,2.741116751269036,1.565217391304348,1.16751269035533,0.8260869565217391,1.16751269035533,0.8260869565217391,11.421319796954316,9.391304347826088,11.421319796954316,9.391304347826088,2.7777777777777777,4.8,2.7777777777777777,4.8,4.925,5.75,0.9137055837563453,0.391304347826087,4.111675126903553,1.9565217391304348
10219,778224,2025-04-22,678394,682243,Brayan Bello,Bryce Miller,111,136,BOS,SEA,,2025.0,0,0,regular,regular,0,4,0,4,0,0,0,1,0,2,0.0,3.43,0,0,0,0,0.0,21.0,0,18,0,8,0,1,0,10,0.0,1.33,0,21,0.0,9.0,,,0.0,2.1,0.0,0.0,0.0,5.25,0.0,0.4285714285714285,0.0,4.285714285714286,0.0,7.714285714285714,0.0,0.3333333333333333,0.0,3.54679802955665,0.0,3.54679802955665,0.0,1.379310344827586,0.0,1.379310344827586,0.0,9.310344827586206,0.0,9.310344827586206,0.0,2.1,0.0,2.1,,5.075,0.0,0.4433497536945812,0.0,4.433497536945812
10220,778229,2025-04-22,656240,669467,Scott Blewett,Andre Pallante,144,138,ATL,STL,2025.0,2025.0,0,0,regular,regular,4,4,0,4,0,1,0,2,0,1,1.0,3.22,0,0,0,0,9.0,22.33333333333333,9,17,1,8,0,3,1,7,1.11,1.07,11,15,11.0,6.04,,,11.0,2.142857142857143,0.0,0.25,0.0,5.583333333333332,0.0,1.2089552238805972,1.0,2.8208955223880605,9.0,6.850746268656718,0.0,0.6666666666666666,0.0,3.257918552036199,0.0,3.257918552036199,0.0,1.085972850678733,0.0,1.085972850678733,0.0,6.108597285067873,0.0,6.108597285067873,0.0,2.142857142857143,0.0,2.142857142857143,,5.525,0.0,1.2217194570135743,0.0,2.850678733031674
10221,778216,2025-04-22,641927,663436,Bailey Ober,Davis Martin,142,145,MIN,CWS,2025.0,2025.0,0,0,regular,regular,4,4,4,4,2,2,1,1,1,2,6.16,4.84,0,0,0,0,19.0,22.33333333333333,21,27,13,12,5,4,6,6,1.42,1.48,17,13,8.05,5.24,,,2.833333333333333,2.1666666666666665,0.5,0.5,4.75,5.583333333333332,2.3684210526315788,1.6119402985074631,2.8421052631578947,2.4179104477611943,9.947368421052632,10.880597014925376,0.5,0.3333333333333333,6.393442622950819,4.886877828054298,6.393442622950819,4.886877828054298,1.4754098360655736,1.4932126696832575,1.4754098360655736,1.4932126696832575,8.360655737704917,5.294117647058823,8.360655737704917,5.294117647058823,2.833333333333333,2.1666666666666665,2.833333333333333,2.1666666666666665,4.575,5.525,2.459016393442623,1.6289592760180995,2.950819672131148,2.443438914027149
10222,778215,2025-04-22,663460,663372,Kris Bubic,Ryan Feltner,118,115,KC,COL,2025.0,2025.0,0,0,regular,regular,4,4,4,4,3,1,2,0,1,1,1.88,4.82,0,0,0,0,24.0,18.666666666666668,20,20,5,10,1,3,9,10,1.21,1.61,27,17,10.12,8.2,,,3.0,1.7,0.75,0.25,6.0,4.666666666666667,0.375,1.4464285714285714,3.375,4.821428571428571,7.5,9.642857142857142,0.6666666666666666,0.0,1.931330472103004,4.945054945054945,1.931330472103004,4.945054945054945,1.2446351931330473,1.6483516483516485,1.2446351931330473,1.6483516483516485,10.429184549356222,8.406593406593407,10.429184549356222,8.406593406593407,3.0,1.7,3.0,1.7,5.825,4.55,0.3862660944206008,1.4835164835164836,3.476394849785408,4.945054945054945
10223,778220,2025-04-22,684007,669160,Shota Imanaga,Dustin May,112,119,CHC,LAD,2025.0,2025.0,0,0,regular,regular,5,3,5,3,2,2,2,1,1,1,2.22,1.06,0,0,0,0,28.33333333333333,17.0,18,7,7,2,4,0,10,6,0.99,0.76,21,14,6.67,7.41,,,2.1,2.333333333333333,0.4,0.6666666666666666,5.666666666666666,5.666666666666667,1.2705882352941178,0.0,3.176470588235295,3.176470588235294,5.71764705882353,3.7058823529411766,0.6666666666666666,0.5,2.241992882562277,1.0588235294117647,2.241992882562277,1.0588235294117647,0.99644128113879,0.7647058823529411,0.99644128113879,0.7647058823529411,6.725978647686833,7.411764705882353,6.725978647686833,7.411764705882353,2.1,2.333333333333333,2.1,2.333333333333333,5.62,5.666666666666667,1.281138790035587,0.0,3.202846975088968,3.176470588235294
10224,778217,2025-04-22,669854,605135,Ronel Blanco,Chris Bassitt,117,141,HOU,TOR,2025.0,2025.0,0,0,regular,regular,4,4,4,4,0,2,1,2,2,0,6.48,0.77,0,0,0,0,16.666666666666664,23.333333333333336,18,20,12,2,2,0,10,5,1.68,1.07,17,31,9.18,11.96,,,1.7,6.2,0.0,0.5,4.166666666666666,5.833333333333334,1.08,0.0,5.4,1.9285714285714284,9.72,7.7142857142857135,0.3333333333333333,1.0,6.666666666666667,0.8035714285714286,6.666666666666667,0.8035714285714286,1.7283950617283952,1.1160714285714286,1.7283950617283952,1.1160714285714286,9.444444444444445,12.455357142857144,9.444444444444445,12.455357142857144,1.7,6.2,1.7,6.2,4.05,5.6,1.1111111111111112,0.0,5.555555555555555,2.008928571428572
10225,778210,2025-04-22,663855,500779,Jordan Hicks,Jose Quintana,137,158,SF,MIL,2025.0,2025.0,0,0,regular,regular,4,2,4,2,1,1,1,2,2,0,6.04,0.71,0,0,0,0,22.33333333333333,12.666666666666668,21,8,15,1,2,1,10,3,1.39,0.87,19,6,7.66,4.26,,,1.9,2.0,0.25,0.5,5.583333333333332,6.333333333333334,0.8059701492537316,0.7105263157894737,4.029850746268657,2.131578947368421,8.46268656716418,5.684210526315789,0.3333333333333333,1.0,6.108597285067873,0.7377049180327869,6.108597285067873,0.7377049180327869,1.4027149321266967,0.9016393442622952,1.4027149321266967,0.9016393442622952,7.737556561085972,4.426229508196721,7.737556561085972,4.426229508196721,1.9,2.0,1.9,2.0,5.525,6.1,0.8144796380090498,0.7377049180327869,4.072398190045249,2.2131147540983607
10226,778211,2025-04-22,667755,663559,José Soriano,Bailey Falter,108,134,LAA,PIT,2025.0,2025.0,0,0,regular,regular,4,4,4,4,2,2,2,1,2,2,3.16,4.91,0,0,0,0,25.666666666666668,22.0,22,19,9,12,2,3,10,7,1.25,1.18,20,15,7.01,6.14,,,2.0,2.142857142857143,0.5,0.5,6.416666666666667,5.5,0.7012987012987013,1.2272727272727273,3.5064935064935066,2.863636363636364,7.7142857142857135,7.772727272727272,0.5,0.3333333333333333,3.306122448979592,4.909090909090909,3.306122448979592,4.909090909090909,1.3061224489795915,1.181818181818182,1.3061224489795915,1.181818181818182,7.346938775510204,6.136363636363637,7.346938775510204,6.136363636363637,2.0,2.142857142857143,2.0,2.142857142857143,6.125,5.5,0.7346938775510204,1.2272727272727273,3.673469387755102,2.863636363636364
10227,778212,2025-04-22,694297,641793,Brandon Pfaadt,Zack Littell,109,139,AZ,TB,2025.0,2025.0,0,0,regular,regular,4,4,4,4,2,2,3,0,1,4,3.04,5.48,0,0,0,0,23.666666666666668,23.0,21,23,8,14,5,6,5,6,1.1,1.26,18,19,6.85,7.43,,,3.6,3.1666666666666665,0.5,0.5,5.916666666666667,5.75,1.9014084507042253,2.347826086956522,1.9014084507042253,2.347826086956522,7.985915492957746,9.0,0.75,0.0,3.103448275862069,5.478260869565218,3.103448275862069,5.478260869565218,1.120689655172414,1.2608695652173914,1.120689655172414,1.2608695652173914,6.982758620689656,7.434782608695652,6.982758620689656,7.434782608695652,3.6,3.1666666666666665,3.6,3.1666666666666665,5.8,5.75,1.9396551724137927,2.347826086956522,1.9396551724137927,2.347826086956522
66820,778213,2025-04-22,674370,571578,Osvaldo Bido,Patrick Corbin,133,140,ATH,TEX,2025.0,2025.0,0,0,regular,regular,4,2,4,2,0,0,2,1,1,0,2.61,3.86,0,0,0,0,20.666666666666668,9.333333333333332,23,10,6,4,1,1,7,3,1.45,1.39,14,6,6.1,5.79,,,2.0,2.0,0.0,0.0,5.166666666666667,4.666666666666666,0.4354838709677419,0.9642857142857144,3.048387096774193,2.8928571428571432,10.016129032258064,9.642857142857144,0.6666666666666666,1.0,2.6732673267326734,3.956043956043956,2.6732673267326734,3.956043956043956,1.4851485148514851,1.4285714285714286,1.4851485148514851,1.4285714285714286,6.237623762376238,5.934065934065934,6.237623762376238,5.934065934065934,2.0,2.0,2.0,2.0,5.05,4.55,0.4455445544554455,0.989010989010989,3.118811881188119,2.967032967032967
10387,778204,2025-04-23,592866,608372,Trevor Williams,Tomoyuki Sugano,120,110,WSH,BAL,2025.0,2025.0,0,0,regular,regular,4,4,4,4,0,1,1,2,2,1,5.95,3.43,0,0,0,0,19.666666666666668,21.0,26,22,13,8,3,4,6,5,1.63,1.29,16,8,7.32,3.43,,,2.6666666666666665,1.6,0.0,0.25,4.916666666666667,5.25,1.3728813559322033,1.7142857142857142,2.7457627118644066,2.142857142857143,11.89830508474576,9.428571428571429,0.3333333333333333,0.6666666666666666,6.09375,3.54679802955665,6.09375,3.54679802955665,1.6666666666666667,1.3300492610837438,1.6666666666666667,1.3300492610837438,7.5,3.54679802955665,7.5,3.54679802955665,2.6666666666666665,1.6,2.6666666666666665,1.6,4.8,5.075,1.40625,1.773399014778325,2.8125,2.216748768472906
10388,778208,2025-04-23,645261,663903,Sandy Alcantara,Brady Singer,146,113,MIA,CIN,2025.0,2025.0,0,0,regular,regular,4,4,4,4,0,1,2,3,1,0,7.27,3.8,0,0,0,0,17.333333333333336,21.33333333333333,14,18,14,9,2,2,10,9,1.38,1.27,13,24,6.75,10.12,,,1.3,2.6666666666666665,0.0,0.25,4.333333333333334,5.333333333333332,1.0384615384615383,0.8437500000000002,5.192307692307692,3.796875000000001,7.269230769230768,7.593750000000002,0.6666666666666666,1.0,7.682926829268293,3.838862559241706,7.682926829268293,3.838862559241706,1.4634146341463417,1.2796208530805686,1.4634146341463417,1.2796208530805686,7.134146341463415,10.236966824644549,7.134146341463415,10.236966824644549,1.3,2.6666666666666665,1.3,2.6666666666666665,4.1,5.275,1.0975609756097562,0.8530805687203791,5.487804878048781,3.838862559241706
10389,778206,2025-04-23,682847,607074,Luis Ortiz,Carlos Rodón,114,147,CLE,NYY,2025.0,2025.0,0,0,regular,regular,4,5,4,5,1,1,2,2,2,3,5.48,4.34,0,0,0,0,21.333333333333336,29.0,21,16,13,14,4,5,9,16,1.41,1.1,23,37,9.7,11.48,,,2.555555555555556,2.3125,0.25,0.2,5.333333333333334,5.8,1.6874999999999998,1.5517241379310345,3.796875,4.965517241379311,8.859374999999998,4.965517241379311,0.5,0.4,5.735294117647059,4.4522968197879855,5.735294117647059,4.4522968197879855,1.4705882352941178,1.1307420494699647,1.4705882352941178,1.1307420494699647,10.147058823529411,11.76678445229682,10.147058823529411,11.76678445229682,2.555555555555556,2.3125,2.555555555555556,2.3125,5.1,5.66,1.7647058823529411,1.5901060070671378,3.9705882352941178,5.088339222614841
10390,778203,2025-04-23,656849,554430,David Peterson,Zack Wheeler,121,143,NYM,PHI,2025.0,2025.0,0,0,regular,regular,4,5,4,5,2,3,1,2,1,1,3.27,3.73,0,0,0,0,22.0,31.33333333333333,22,25,8,13,2,5,8,6,1.36,0.99,26,41,10.64,11.78,,,3.25,6.833333333333333,0.5,0.6,5.5,6.266666666666666,0.8181818181818182,1.4361702127659577,3.272727272727273,1.723404255319149,9.0,7.180851063829788,0.5,0.6666666666666666,3.380281690140845,3.762057877813505,3.380281690140845,3.762057877813505,1.408450704225352,0.9967845659163986,1.408450704225352,0.9967845659163986,10.985915492957746,11.864951768488746,10.985915492957746,11.864951768488746,3.25,6.833333333333333,3.25,6.833333333333333,5.325,6.220000000000001,0.8450704225352113,1.4469453376205788,3.380281690140845,1.7363344051446945
