game_pk,date,home_bullpen_ip,away_bullpen_ip,home_bullpen_hits,away_bullpen_hits,home_bullpen_earned_runs,away_bullpen_earned_runs,home_bullpen_walks,away_bullpen_walks,home_bullpen_strikeouts,away_bullpen_strikeouts,home_bullpen_homeruns,away_bullpen_homeruns,home_bullpen_era,away_bullpen_era,home_bullpen_whip,away_bullpen_whip,home_bullpen_k_per_9,away_bullpen_k_per_9,home_bullpen_k_bb_ratio,away_bullpen_k_bb_ratio,home_bullpen_hr_per_9,away_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_bb_per_9
529651,2018-07-21,3.9,4.0,1,4,0,4,0,3,1,2,0,0,0.0,9.0,0.26,1.75,2.31,4.5,0.0,0.67,0.0,0.0,0.0,6.75
530874,2018-07-21,2.0,3.0,0,2,0,0,0,1,2,3,0,0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,3.0,0.0,0.0,0.0,3.0
530875,2018-07-21,2.9,3.0,1,2,0,3,0,1,2,4,0,1,0.0,9.0,0.34,1.0,6.21,12.0,0.0,4.0,0.0,3.0,0.0,3.0
530876,2018-07-21,4.0,0.9,2,0,1,0,0,0,4,1,0,0,2.25,0.0,0.5,0.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
530877,2018-07-21,4.8,2.8,13,3,11,1,1,1,1,1,3,0,20.62,3.21,2.92,1.43,1.88,3.21,1.0,1.0,5.62,0.0,1.88,3.21
530878,2018-07-21,4.0,4.0,2,3,2,1,2,3,2,6,1,0,4.5,2.25,1.0,1.5,4.5,13.5,1.0,2.0,2.25,0.0,4.5,6.75
530879,2018-07-21,4.0,3.0,3,2,5,0,4,2,2,2,2,0,11.25,0.0,1.75,1.33,4.5,6.0,0.5,1.0,4.5,0.0,9.0,6.0
530880,2018-07-21,5.0,2.0,4,0,0,0,1,0,7,1,0,0,0.0,0.0,1.0,0.0,12.6,4.5,7.0,0.0,0.0,0.0,1.8,0.0
530881,2018-07-21,8.0,3.0,6,3,3,1,3,0,9,3,1,1,3.38,3.0,1.12,1.0,10.12,9.0,3.0,0.0,1.12,3.0,3.38,0.0
530882,2018-07-21,5.0,3.0,3,3,1,1,1,3,5,1,0,0,1.8,3.0,0.8,2.0,9.0,3.0,5.0,0.33,0.0,0.0,1.8,9.0
530883,2018-07-21,3.9,3.0,2,3,3,2,3,0,5,2,0,1,6.92,6.0,1.28,1.0,11.54,6.0,1.67,0.0,0.0,3.0,6.92,0.0
530884,2018-07-21,4.9,2.9,6,2,3,0,0,0,2,5,0,0,5.51,0.0,1.22,0.69,3.67,15.52,0.0,0.0,0.0,0.0,0.0,0.0
530886,2018-07-21,5.8,6.2,4,5,2,1,2,3,9,5,0,0,3.1,1.45,1.03,1.29,13.97,7.26,4.5,1.67,0.0,0.0,3.1,4.35
530887,2018-07-21,3.0,4.0,5,3,5,1,5,4,4,1,1,0,15.0,2.25,3.33,1.75,12.0,2.25,0.8,0.25,3.0,0.0,15.0,9.0
