game_pk,date,home_bullpen_ip,away_bullpen_ip,home_bullpen_hits,away_bullpen_hits,home_bullpen_earned_runs,away_bullpen_earned_runs,home_bullpen_walks,away_bullpen_walks,home_bullpen_strikeouts,away_bullpen_strikeouts,home_bullpen_homeruns,away_bullpen_homeruns,home_bullpen_era,away_bullpen_era,home_bullpen_whip,away_bullpen_whip,home_bullpen_k_per_9,away_bullpen_k_per_9,home_bullpen_k_bb_ratio,away_bullpen_k_bb_ratio,home_bullpen_hr_per_9,away_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_bb_per_9
531755,2018-09-25,3.0,4.0,7,3,5,1,1,2,4,4,1,0,15.0,2.25,2.67,1.25,12.0,9.0,4.0,2.0,3.0,0.0,3.0,4.5
531757,2018-09-25,3.0,4.1,1,4,0,3,0,4,3,8,0,0,0.0,6.59,0.33,1.95,9.0,17.56,0.0,2.0,0.0,0.0,0.0,8.78
531758,2018-09-25,8.0,3.0,6,3,4,1,1,2,8,2,0,0,4.5,3.0,0.88,1.67,9.0,6.0,8.0,1.0,0.0,0.0,1.12,6.0
531759,2018-09-25,4.0,4.0,2,2,0,0,0,1,4,4,0,0,0.0,0.0,0.5,0.75,9.0,9.0,0.0,4.0,0.0,0.0,0.0,2.25
531760,2018-09-25,4.0,6.9,1,8,1,3,1,3,5,6,1,1,2.25,3.91,0.5,1.59,11.25,7.83,5.0,2.0,2.25,1.3,2.25,3.91
531761,2018-09-25,4.9,2.0,5,4,2,2,1,2,5,1,0,1,3.67,9.0,1.22,3.0,9.18,4.5,5.0,0.5,0.0,4.5,1.84,9.0
531762,2018-09-25,2.0,4.0,4,7,2,6,0,5,2,3,1,0,9.0,13.5,2.0,3.0,9.0,6.75,0.0,0.6,4.5,0.0,0.0,11.25
531763,2018-09-25,5.8,5.0,8,5,7,1,4,2,3,5,2,0,10.86,1.8,2.07,1.4,4.66,9.0,0.75,2.5,3.1,0.0,6.21,3.6
531764,2018-09-25,6.9,4.0,6,1,6,0,5,0,5,8,2,0,7.83,0.0,1.59,0.25,6.52,18.0,1.0,0.0,2.61,0.0,6.52,0.0
531765,2018-09-25,9.9,8.0,8,7,2,4,4,4,11,7,1,1,1.82,4.5,1.21,1.38,10.0,7.88,2.75,1.75,0.91,1.12,3.64,4.5
531766,2018-09-25,6.8,4.8,6,6,2,4,4,2,7,6,0,0,2.65,7.5,1.47,1.67,9.26,11.25,1.75,3.0,0.0,0.0,5.29,3.75
531767,2018-09-25,5.0,3.0,3,1,1,0,6,0,6,1,0,0,1.8,0.0,1.8,0.33,10.8,3.0,1.0,0.0,0.0,0.0,10.8,0.0
531768,2018-09-25,7.8,6.0,6,5,1,3,1,0,6,8,0,0,1.15,4.5,0.9,0.83,6.92,12.0,6.0,0.0,0.0,0.0,1.15,0.0
531769,2018-09-25,4.0,2.9,2,2,0,0,1,2,3,0,0,0,0.0,0.0,0.75,1.38,6.75,0.0,3.0,0.0,0.0,0.0,2.25,6.21
