game_pk,date,home_bullpen_ip,home_bullpen_hits,home_bullpen_earned_runs,home_bullpen_walks,home_bullpen_strikeouts,home_bullpen_homeruns,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_k_bb_ratio,home_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_ip,away_bullpen_hits,away_bullpen_earned_runs,away_bullpen_walks,away_bullpen_strikeouts,away_bullpen_homeruns,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_k_bb_ratio,away_bullpen_hr_per_9,away_bullpen_bb_per_9
529468,2018-04-03,4.0,5,3,0,7,0,6.75,1.25,15.75,0.0,0.0,0.0,3.0,5,6,3,6,1,18.0,2.67,18.0,2.0,3.0,9.0
529471,2018-04-03,3.3333,6,1,1,4,0,2.7,2.1,10.8,4.0,0.0,2.7,3.0,6,7,2,5,2,21.0,2.67,15.0,2.5,6.0,6.0
529472,2018-04-03,6.0,8,3,1,2,0,4.5,1.5,3.0,2.0,0.0,1.5,8.0,4,1,4,10,0,1.12,1.0,11.25,2.5,0.0,4.5
529474,2018-04-03,3.6667,3,1,1,5,1,2.45,1.09,12.27,5.0,2.45,2.45,3.0,7,8,3,2,0,24.0,3.33,6.0,0.67,0.0,9.0
529475,2018-04-03,3.3333,0,0,0,3,0,0.0,0.0,8.1,0.0,0.0,0.0,5.0,5,5,2,4,1,9.0,1.4,7.2,2.0,1.8,3.6
529476,2018-04-03,3.0,1,1,2,3,0,3.0,1.0,9.0,1.5,0.0,6.0,2.6667,3,4,2,1,1,13.5,1.87,3.37,0.5,3.37,6.75
529477,2018-04-03,3.0,1,0,1,2,0,0.0,0.67,6.0,2.0,0.0,3.0,2.0,0,0,0,2,0,0.0,0.0,9.0,0.0,0.0,0.0
529478,2018-04-03,2.0,0,0,0,1,0,0.0,0.0,4.5,0.0,0.0,0.0,2.0,4,4,4,2,1,18.0,4.0,9.0,0.5,4.5,18.0
529479,2018-04-03,4.0,2,0,2,6,0,0.0,1.0,13.5,3.0,0.0,4.5,2.3333,1,0,0,3,0,0.0,0.43,11.57,0.0,0.0,0.0
529480,2018-04-03,4.6667,2,0,3,5,0,0.0,1.07,9.64,1.67,0.0,5.79,2.6667,3,1,0,2,0,3.37,1.12,6.75,0.0,0.0,0.0
529481,2018-04-03,5.0,2,0,1,2,0,0.0,0.6,3.6,2.0,0.0,1.8,3.6667,6,4,1,4,2,9.82,1.91,9.82,4.0,4.91,2.45
529482,2018-04-03,4.0,2,0,1,1,0,0.0,0.75,2.25,1.0,0.0,2.25,4.0,4,0,0,2,0,0.0,1.0,4.5,0.0,0.0,0.0
529483,2018-04-03,6.6667,3,0,3,3,0,0.0,0.9,4.05,1.0,0.0,4.05,4.3333,5,3,2,5,0,6.23,1.62,10.38,2.5,0.0,4.15
