game_pk,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_postseason,away_postseason,home_season_type,away_season_type,home_season,away_season,home_gp,away_gp,home_batting_ab,away_batting_ab,home_batting_r,away_batting_r,home_batting_h,away_batting_h,home_batting_2b,away_batting_2b,home_batting_3b,away_batting_3b,home_batting_hr,away_batting_hr,home_batting_rbi,away_batting_rbi,home_batting_tb,away_batting_tb,home_batting_bb,away_batting_bb,home_batting_so,away_batting_so,home_batting_sb,away_batting_sb,home_batting_avg,away_batting_avg,home_batting_obp,away_batting_obp,home_batting_slg,away_batting_slg,home_batting_ops,away_batting_ops,home_pitching_w,away_pitching_w,home_pitching_l,away_pitching_l,home_pitching_era,away_pitching_era,home_pitching_ip,away_pitching_ip,home_pitching_h,away_pitching_h,home_pitching_er,away_pitching_er,home_pitching_hr,away_pitching_hr,home_pitching_bb,away_pitching_bb,home_pitching_k,away_pitching_k,home_pitching_oba,away_pitching_oba,home_pitching_whip,away_pitching_whip,home_fielding_e,away_fielding_e,date_dt
718515,2023-04-19,113,139,CIN,TB,Reds,Rays,Cincinnati Reds,Tampa Bay Rays,0,0,regular,regular,2023,2023,20,19,30,37,0,8,5,12,0,2,0,0,0,1,0,7,5,17,5,5,12,6,0,2,.239,.288,.326,.360,.371,.542,.697,.902,0,1,1,0,5.40,2.57,9.0,9.0,12,5,8,0,1,0,5,5,6,12,.000,.000,1.62,1.05,0,0,2023-04-19
718513,2023-04-19,116,114,DET,CLE,Tigers,Guardians,Detroit Tigers,Cleveland Guardians,0,0,regular,regular,2023,2023,19,20,34,30,2,3,8,5,2,0,0,0,2,1,2,3,16,8,1,5,7,9,0,1,.218,.231,.278,.319,.343,.347,.621,.666,0,1,1,0,5.19,3.89,9.0,9.0,5,8,3,2,1,2,5,1,9,7,.000,.000,1.32,1.23,0,0,2023-04-19
718511,2023-04-19,146,137,MIA,SF,Marlins,Giants,Miami Marlins,San Francisco Giants,0,0,regular,regular,2023,2023,20,18,43,39,2,5,10,7,1,2,0,0,0,2,2,5,11,15,4,3,16,11,3,0,.249,.240,.305,.322,.383,.421,.688,.743,0,1,1,0,4.16,4.13,11.0,11.0,7,10,4,1,2,0,3,4,11,16,.000,.000,1.24,1.28,0,0,2023-04-19
718512,2023-04-19,138,109,STL,AZ,Cardinals,D-backs,St. Louis Cardinals,Arizona Diamondbacks,0,0,regular,regular,2023,2023,19,19,36,37,14,5,13,11,4,3,1,0,2,2,13,5,25,20,9,3,6,10,3,1,.274,.257,.354,.303,.441,.418,.795,.721,1,0,0,1,4.66,4.96,9.0,8.0,11,13,5,14,2,2,3,9,10,6,.000,.000,1.48,1.41,1,1,2023-04-19
718514,2023-04-19,118,140,KC,TEX,Royals,Rangers,Kansas City Royals,Texas Rangers,0,0,regular,regular,2023,2023,19,18,34,38,3,12,9,13,1,2,0,1,1,1,3,12,13,20,0,6,6,11,0,1,.208,.251,.264,.327,.331,.417,.595,.744,0,1,1,0,5.57,3.49,9.0,9.0,13,9,11,3,1,1,6,0,11,6,.000,.000,1.44,1.19,1,0,2023-04-19
718510,2023-04-19,145,143,CWS,PHI,White Sox,Phillies,Chicago White Sox,Philadelphia Phillies,0,0,regular,regular,2023,2023,20,21,31,36,2,5,6,9,1,3,0,0,1,2,2,5,10,18,2,1,6,9,1,1,.251,.284,.304,.340,.400,.448,.704,.788,0,1,1,0,5.44,5.10,9.0,9.0,9,6,5,2,2,1,1,2,9,6,.000,.000,1.57,1.45,0,0,2023-04-19
718508,2023-04-19,119,121,LAD,NYM,Dodgers,Mets,Los Angeles Dodgers,New York Mets,0,0,regular,regular,2023,2023,19,20,31,34,3,5,5,11,2,2,0,0,1,1,3,5,10,16,5,4,7,4,0,1,.232,.227,.334,.337,.457,.376,.791,.713,0,1,1,0,4.20,4.15,9.0,9.0,11,5,5,3,1,1,4,5,4,7,.000,.000,1.25,1.38,0,0,2023-04-19
718509,2023-04-19,115,134,COL,PIT,Rockies,Pirates,Colorado Rockies,Pittsburgh Pirates,0,0,regular,regular,2023,2023,19,19,32,44,3,14,5,18,1,6,0,0,0,2,3,14,6,30,7,5,8,6,0,0,.252,.257,.311,.335,.393,.449,.704,.784,0,1,1,0,5.82,4.08,9.0,9.0,18,5,14,3,2,0,5,7,6,8,.000,.000,1.56,1.43,0,2,2023-04-19
718506,2023-04-19,133,112,OAK,CHC,Athletics,Cubs,Oakland Athletics,Chicago Cubs,0,0,regular,regular,2023,2023,19,18,30,36,2,12,5,11,2,4,0,1,0,1,1,10,7,20,3,7,8,8,1,0,.225,.286,.302,.351,.345,.443,.647,.794,0,1,1,0,7.71,3.24,9.0,9.0,11,5,12,1,1,0,7,3,8,8,.000,.000,1.72,1.15,1,2,2023-04-19
718507,2023-04-19,135,144,SD,ATL,Padres,Braves,San Diego Padres,Atlanta Braves,0,0,regular,regular,2023,2023,20,19,28,30,1,0,6,4,1,0,0,0,1,0,1,0,10,4,3,3,8,9,0,2,.223,.263,.308,.345,.383,.443,.691,.788,1,0,0,1,4.08,3.28,9.0,8.0,4,6,0,1,0,1,3,3,9,8,.000,.000,1.36,1.26,0,0,2023-04-19
