game_pk,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_postseason,away_postseason,home_season_type,away_season_type,home_season,away_season,home_gp,away_gp,home_batting_ab,away_batting_ab,home_batting_r,away_batting_r,home_batting_h,away_batting_h,home_batting_2b,away_batting_2b,home_batting_3b,away_batting_3b,home_batting_hr,away_batting_hr,home_batting_rbi,away_batting_rbi,home_batting_tb,away_batting_tb,home_batting_bb,away_batting_bb,home_batting_so,away_batting_so,home_batting_sb,away_batting_sb,home_batting_avg,away_batting_avg,home_batting_obp,away_batting_obp,home_batting_slg,away_batting_slg,home_batting_ops,away_batting_ops,home_pitching_w,away_pitching_w,home_pitching_l,away_pitching_l,home_pitching_era,away_pitching_era,home_pitching_ip,away_pitching_ip,home_pitching_h,away_pitching_h,home_pitching_er,away_pitching_er,home_pitching_hr,away_pitching_hr,home_pitching_bb,away_pitching_bb,home_pitching_k,away_pitching_k,home_pitching_oba,away_pitching_oba,home_pitching_whip,away_pitching_whip,home_fielding_e,away_fielding_e,date_dt
244284,2009-04-12,116,140,DET,TEX,Tigers,Rangers,Detroit Tigers,Texas Rangers,0,0,regular,regular,2009,2009,7,6,34,31,6,4,9,5,2,2,0,0,1,2,6,4,14,13,2,3,8,3,0,1,0.284,0.249,0.367,0.32,0.483,0.483,0.85,0.803,1,0,0,1,4.15,6.0,9.0,8.0,5,9,4,3,2,1,3,2,3,8,0.0,0.0,1.19,1.61,0,1,2009-04-12
244285,2009-04-12,114,141,CLE,TOR,Indians,Blue Jays,Cleveland Indians,Toronto Blue Jays,0,0,regular,regular,2009,2009,6,7,33,30,8,4,10,5,3,1,0,1,2,1,7,3,19,11,10,4,11,6,2,1,0.235,0.299,0.353,0.363,0.456,0.515,0.809,0.878,1,0,0,1,8.82,4.79,9.0,8.0,5,10,4,7,1,2,4,10,6,11,0.0,0.0,1.86,1.47,0,1,2009-04-12
244280,2009-04-12,113,134,CIN,PIT,Reds,Pirates,Cincinnati Reds,Pittsburgh Pirates,0,0,regular,regular,2009,2009,6,7,27,29,2,0,7,3,2,1,0,0,1,0,2,0,12,4,5,0,9,9,1,0,0.225,0.237,0.341,0.296,0.331,0.377,0.672,0.673,1,0,0,1,5.2,3.18,9.0,8.0,3,7,0,2,0,1,0,5,9,9,0.0,0.0,1.44,1.45,0,0,2009-04-12
244278,2009-04-12,146,121,FLA,NYM,Marlins,Mets,Florida Marlins,New York Mets,0,0,regular,regular,2009,2009,6,6,29,30,2,1,3,5,1,2,0,0,0,0,1,1,4,7,1,1,14,7,0,0,0.279,0.288,0.345,0.366,0.458,0.413,0.803,0.779,1,0,0,1,3.5,4.01,9.0,8.0,5,3,1,0,0,0,1,1,7,14,0.0,0.0,1.43,1.39,2,2,2009-04-12
244286,2009-04-12,144,120,ATL,WSH,Braves,Nationals,Atlanta Braves,Washington Nationals,0,0,regular,regular,2009,2009,6,6,33,35,8,5,11,10,3,1,2,0,0,0,8,4,18,11,3,6,6,6,1,0,0.3,0.256,0.367,0.351,0.54,0.355,0.907,0.706,1,0,0,1,4.17,8.03,9.0,8.0,10,11,4,8,0,0,6,3,6,6,0.0,0.0,1.54,1.86,2,0,2009-04-12
244283,2009-04-12,110,139,BAL,TB,Orioles,Rays,Baltimore Orioles,Tampa Bay Rays,0,0,regular,regular,2009,2009,6,7,32,43,3,11,6,17,1,4,0,1,0,4,2,11,7,35,4,3,5,11,0,3,0.289,0.283,0.378,0.349,0.433,0.542,0.811,0.891,0,1,1,0,5.67,4.24,9.0,9.0,17,6,11,3,4,0,3,4,11,5,0.0,0.0,1.59,1.47,0,0,2009-04-12
244276,2009-04-12,145,142,CWS,MIN,White Sox,Twins,Chicago White Sox,Minnesota Twins,0,0,regular,regular,2009,2009,7,7,32,31,6,1,9,5,0,0,0,0,2,1,5,1,15,8,1,2,3,9,0,0,0.232,0.233,0.31,0.306,0.353,0.345,0.663,0.651,1,0,0,1,3.17,5.16,9.0,8.0,5,9,1,5,1,2,2,1,9,3,0.0,0.0,1.3,1.31,0,3,2009-04-12
244277,2009-04-12,118,147,KC,NYY,Royals,Yankees,Kansas City Royals,New York Yankees,0,0,regular,regular,2009,2009,7,6,32,31,6,4,7,6,3,1,1,0,1,0,5,2,15,7,2,2,7,9,0,1,0.201,0.262,0.271,0.336,0.322,0.452,0.593,0.788,1,0,0,1,3.23,4.41,9.0,8.0,6,7,4,4,0,1,2,2,9,7,0.0,0.0,1.09,1.31,1,1,2009-04-12
244274,2009-04-12,138,117,STL,HOU,Cardinals,Astros,St. Louis Cardinals,Houston Astros,0,0,regular,regular,2009,2009,7,6,28,30,3,0,6,3,1,0,0,0,0,0,3,0,7,3,3,0,7,4,1,0,0.3,0.25,0.382,0.306,0.458,0.4,0.84,0.706,1,0,0,1,2.86,6.23,9.0,8.0,3,6,0,3,0,0,0,3,4,7,0.0,0.0,1.16,1.65,0,0,2009-04-12
244279,2009-04-12,115,143,COL,PHI,Rockies,Phillies,Colorado Rockies,Philadelphia Phillies,0,0,regular,regular,2009,2009,6,6,36,36,5,7,9,13,1,3,0,0,1,2,5,7,13,22,5,1,7,4,0,1,0.257,0.271,0.327,0.346,0.51,0.43,0.837,0.776,0,1,1,0,4.92,6.45,9.0,9.0,13,9,7,5,2,1,1,5,4,7,0.0,0.0,1.38,1.36,0,0,2009-04-12
