game_pk,home_bp_era_rolling_5,away_bp_era_rolling_5,home_bp_era_rolling_10,away_bp_era_rolling_10
413661,,,,
413649,,,,
413650,,,,
413651,,,,
413652,,,,
413653,,,,
413654,,,,
413655,,,,
413656,,,,
413657,,,,
413658,,,,
413659,,,,
413660,,,,
413662,,,,
413663,,,,
413664,0.0,0.0,0.0,0.0
413665,0.0,0.0,0.0,0.0
413666,5.400054000540005,3.857197959970857,5.400054000540005,3.857197959970857
413667,1.5882259516120494,0.0,1.5882259516120494,0.0
413668,0.0,13.5,0.0,13.5
413669,0.0,13.5,0.0,13.5
413670,0.0,9.0,0.0,9.0
413671,0.0,0.0,0.0,0.0
413672,4.354852757589541,0.0,4.354852757589541,0.0
413673,2.7000270002700026,3.857142857142857,2.7000270002700026,3.857142857142857
413674,9.0,0.0,9.0,0.0
413675,0.0,22.5,0.0,22.5
413676,0.0,0.0,0.0,0.0
413677,1.8620625446119154,0.0,1.8620625446119154,0.0
413678,0.0,0.0,0.0,0.0
413679,0.0,0.0,0.0,0.0
413680,9.0,27.0,9.0,27.0
413681,4.5,7.2,4.5,7.2
413682,0.0,5.062531640822756,0.0,5.062531640822756
413684,0.0,5.142857142857143,0.0,5.142857142857143
413685,1.8,0.0,1.8,0.0
413693,0.0,0.0,0.0,0.0
413686,5.399973000134999,0.0,5.399973000134999,0.0
413687,0.0,12.6,0.0,12.6
413688,2.076939053377334,0.0,2.076939053377334,0.0
413689,0.0,5.142857142857143,0.0,5.142857142857143
413690,0.0,0.0,0.0,0.0
413691,3.6818349174314426,6.749966250168749,3.6818349174314426,6.749966250168749
413692,5.625,3.2400129600518404,5.625,3.2400129600518404
413694,0.0,5.062484179736938,0.0,5.062484179736938
413695,1.125,5.78567295947886,1.125,5.78567295947886
413696,1.588239965411663,0.0,1.588239965411663,0.0
413697,1.9285783163511296,0.0,1.9285783163511296,0.0
413698,1.4210376732876495,0.0,1.4210376732876495,0.0
413699,4.9736711219181,1.9285783163511299,4.9736711219181,1.9285783163511299
413700,0.0,0.0,0.0,0.0
413701,1.4210488919766,2.7,1.4210488919766,2.7
413702,8.590948140673367,3.970599913529157,8.590948140673367,3.970599913529157
413703,0.0,3.375,0.0,3.375
413704,3.5526222299415005,4.655156361529788,3.5526222299415005,4.655156361529788
413705,1.5428527347064724,0.0,1.5428527347064724,0.0
413706,2.5471650053490467,1.9285714285714286,2.5471650053490467,1.9285714285714286
413707,2.612911654553724,0.0,2.612911654553724,0.0
413708,3.375008437521094,2.0000222224691386,3.375008437521094,2.0000222224691386
413709,3.8571566327022597,3.375,3.8571566327022597,3.375
413710,2.8420977839532,0.0,2.8420977839532,0.0
413711,1.44,1.3064495057266037,1.44,1.3064495057266037
413712,1.25581687399273,1.8,1.25581687399273,1.8
413713,1.5882259516120492,1.227278305810481,1.5882259516120492,1.227278305810481
413714,4.79031485433088,1.459463403955146,4.79031485433088,1.459463403955146
413715,0.9310312723059575,0.0,0.9310312723059575,0.0
413716,1.0188660021396188,2.700006750016875,1.0188660021396188,2.700006750016875
413717,7.714329796170263,3.5526502771067214,7.714329796170263,3.5526502771067214
413718,0.0,4.090909090909091,0.0,4.090909090909091
413719,3.2399935200129604,3.5526222299415005,3.2399935200129604,3.5526222299415005
413720,1.3170699583659553,2.1315733379649004,1.3170699583659553,2.1315733379649004
413721,2.2881317150309917,2.4,2.2881317150309917,2.4
413722,2.700006750016875,1.2857142857142858,2.700006750016875,1.2857142857142858
413723,6.750012980794193,6.061273969583426,6.750012980794193,6.061273969583426
413724,4.695662381874743,4.909090909090909,4.695662381874743,4.909090909090909
413725,2.297867451345848,0.9310312723059575,2.297867451345848,0.9310312723059575
413726,2.197671863172252,2.382349437721415,2.197671863172252,2.382349437721415
413727,0.9818199669453944,2.769230769230769,0.9818199669453944,2.769230769230769
413728,5.785672959478861,3.3750210938818372,5.785672959478861,3.3750210938818372
413729,3.15,1.723411588985485,4.125,1.723411588985485
413730,0.6279040562602035,0.0,0.6279040562602035,0.0
413731,0.8709663371510692,2.4,0.8709663371510692,2.4
413732,6.58539797755111,2.8723526483091417,6.58539797755111,2.8723526483091417
413733,0.0,3.2142857142857144,0.0,3.2142857142857144
413734,2.892851977050041,3.1395202813010172,2.892851977050041,3.1395202813010172
413735,1.653054477328664,2.5961438609851504,1.55768631659109,2.5961438609851504
413736,1.372879029018595,2.5,2.492303857994065,3.6
413737,3.521746786406057,0.9310312723059575,3.521746786406057,0.9310312723059575
413738,6.19673147005159,5.400039273012895,6.19673147005159,5.400039273012895
413739,4.673085909780595,5.744668628364621,4.673085909780595,5.744668628364621
413740,2.4107099808750343,2.8420977839532,2.4107099808750343,2.8420977839532
413741,3.4225303908022666,1.7234005885093864,3.8152132443334303,1.528299003209428
413742,1.372879029018595,2.6557289976098444,2.554050602634321,2.189186230829418
413743,2.0377320042792375,3.7241443519730204,2.0377320042792375,4.218756591807175
413744,3.374993973225048,2.3275902199831378,3.75,2.1093782959035874
413745,1.0384575443940602,3.7674506219781905,2.454536528958077,3.681834917431443
413746,4.595764237294627,0.0,4.075487077309726,0.0
413747,0.5192317677533995,7.253742169764432,0.4426236764322564,6.657543366497762
413748,2.454539876045736,2.8723343141823103,2.454539876045736,2.531242089868469
413749,4.640632250987892,1.9518048773435213,4.563393136318694,1.9285694606434076
413750,2.1774263787947703,3.5660310074886654,1.9852999567645788,2.907687834326409
413751,3.4615384615384617,1.4464259885250206,2.8125,2.779407677341651
413752,5.142857142857143,3.9835934964147666,4.235294117647059,3.626854845209418
413753,5.192287721970301,6.352978546932629,4.426214996016407,6.196761945979974
413754,3.5526222299415,3.521723818592093,3.292674895914888,3.2399935200129604
413755,3.085718693883848,1.5576863165910904,3.7058823529411766,1.3278644988049222
413756,2.74575805803719,3.203384401043388,3.5783089417964558,2.2771056902341082
413757,4.714263265413022,3.6818349174314426,4.569202651060609,5.940023760095039
413758,2.1176470588235294,5.510215326970056,1.6615359053293766,4.9436758976785855
413759,3.5660310074886654,2.25,3.4615384615384617,1.8
413760,1.8409049070343022,3.951209875097866,3.3749894531579594,3.3061291961820327
413761,1.038463535506799,6.5,0.7397270407219736,5.717653785475042
413762,5.94917270906003,1.9756049375489326,5.40001350003375,1.7830155037443327
413763,1.6119427043920962,3.374993973225048,1.687504218760547,2.554050602634321
413764,3.292674895914888,1.5,2.4107099808750343,2.554050602634321
413765,3.2142857142857144,4.35481061412507,3.6,3.5064752910374493
413766,3.374993973225048,7.363669834862886,3.857131836766181,5.906286914293215
413767,3.6986200037808112,3.49998055566358,3.176463114204437,2.820887101829547
413768,3.085718693883848,3.203384401043388,3.75,2.454542266828225
413769,4.5,2.755107663485027,3.3370749021630313,2.1724137931034484
413770,4.280477364689355,2.4545566116209616,3.815200803474767,5.0339153692046406
413771,2.076927071013598,7.043493572812115,1.5,5.259753921438757
413772,5.142857142857143,1.7419326743021384,3.5357142857142856,1.8
413773,2.5714285714285716,3.951209875097866,3.4225303908022666,3.115390606520397
413774,5.651175932967285,0.0,5.484383569349327,0.0
413775,2.7,6.267845950275089,1.7419354838709677,5.0625
413776,2.63413991673191,3.0,2.15999568000864,2.554050602634321
413777,6.051734571956158,1.7999928000288,5.337221714469104,1.7339417725839037
413778,1.6875026367228698,2.6999946000107995,1.7608733932030287,2.223524179943106
413779,2.63413991673191,2.5116337479854605,2.907687834326409,2.6666666666666665
413780,3.6,5.142832653177842,3.24,3.7241250892238305
413781,3.258609453070852,6.113230615964589,3.2926748959148884,4.725029531434572
413782,3.50648895261175,3.7058605537614486,2.755099229490582,2.5199899200403197
413783,3.7058823529411766,4.050010125025313,3.09375,2.3225806451612905
413784,5.837853615820584,0.0,4.9436758976785855,0.0
413785,1.3499932500337497,2.6999946000108004,2.589034002646568,4.764705882352941
413786,2.8723343141823103,1.2,2.177415842877673,2.2771056902341082
413787,2.945443834749692,3.1395421849818255,2.2499919643144133,2.7
413788,3.724125089223831,3.6,4.153837024534012,4.882999502125541
413789,1.6615435739802273,3.5,1.5882399654116632,2.602406503124695
413790,3.176470588235294,5.744705296618283,2.8285714285714287,2.9724797912658634
413791,2.4545365289580765,3.6,3.9705765571277736,2.057142857142857
413792,4.821419961750069,5.711549445287394,2.974571229540289,5.234704560621552
413793,4.090909090909091,2.2978821186473133,2.945459900836183,4.30436654072409
413794,2.297867451345848,6.06123685966706,1.9852911981011794,4.550572023757357
413795,6.136349690114341,3.9512098750978653,4.939030413451723,3.4752337614504496
413796,2.8723343141823103,2.4107099808750343,2.793103448275862,1.9090909090909092
413797,1.317069958365955,3.306108954657328,2.2771056902341082,4.909086446285049
413798,2.5714285714285716,2.0250050625126566,3.0374962031297463,2.7
413799,4.8,5.023232450081627,5.1300205200820805,2.74575805803719
413800,2.025005062512656,3.5660310074886645,1.1095905610829604,2.5851008827640793
413801,1.528299003209428,2.700006750016875,2.076918512267006,2.53125
413802,1.1250000000000002,4.5,1.3846153846153846,3.1263124986184225
413803,3.9835934964147657,3.1764799308233256,3.2727173554019537,3.9461568816591397
413804,2.5312539550843045,4.408172261576044,2.189195105932719,2.641301476846221
413805,3.9272798677815777,4.628597877702158,3.6486486486486487,3.375
413806,4.0,4.285714285714286,4.584897009628284,2.3076923076923075
413807,3.15,5.8500292501462505,2.7421853576676893,5.303590369965607
413808,2.07691508878812,1.5428659592340526,2.7931082639797653,4.628597877702158
413809,2.4,5.869577977343429,1.824321859024515,4.695662381874743
413810,5.603763011767903,4.438344004536973,4.32000432000432,3.5326970740296297
413811,2.6470588235294117,3.0,2.53125,1.9816531941772424
