game_pk,home_bp_k_bb_ratio_rolling_5,away_bp_k_bb_ratio_rolling_5,home_bp_k_bb_ratio_rolling_10,away_bp_k_bb_ratio_rolling_10
413661,,,,
413649,,,,
413650,,,,
413651,,,,
413652,,,,
413653,,,,
413654,,,,
413655,,,,
413656,,,,
413657,,,,
413658,,,,
413659,,,,
413660,,,,
413662,,,,
413663,,,,
413664,2.0,2.0,2.0,2.0
413665,5.0,,5.0,
413666,6.0,,6.0,
413667,5.0,,5.0,
413668,,0.6666666666666666,,0.6666666666666666
413669,3.0,1.5,3.0,1.5
413670,,1.3333333333333333,,1.3333333333333333
413671,5.0,4.0,5.0,4.0
413672,1.6666666666666667,4.5,1.6666666666666667,4.5
413673,2.3333333333333335,5.5,2.3333333333333335,5.5
413674,0.75,0.0,0.75,0.0
413675,1.0,1.0,1.0,1.0
413676,,,,
413677,4.5,,4.5,
413678,,0.0,,0.0
413679,1.0,,1.0,
413680,,,,
413681,6.0,1.75,6.0,1.75
413682,3.0,1.6666666666666667,3.0,1.6666666666666667
413684,,1.75,,1.75
413685,2.0,2.0,2.0,2.0
413693,2.5,3.0,2.5,3.0
413686,0.7142857142857143,3.0,0.7142857142857143,3.0
413687,6.0,1.0,6.0,1.0
413688,,1.5,,1.5
413689,,0.0,,0.0
413690,1.5,4.0,1.5,4.0
413691,6.0,9.0,6.0,9.0
413692,2.5,2.3333333333333335,2.5,2.3333333333333335
413694,,1.8,,1.8
413695,1.4,2.5,1.4,2.5
413696,1.8,3.0,1.8,3.0
413697,11.0,3.0,11.0,3.0
413698,2.0,,2.0,
413699,1.6666666666666667,11.0,1.6666666666666667,11.0
413700,4.0,8.0,4.0,8.0
413701,4.0,10.0,4.0,10.0
413702,1.0,0.6,1.0,0.6
413703,6.5,2.3333333333333335,6.5,2.3333333333333335
413704,7.0,5.5,7.0,5.5
413705,12.0,3.0,12.0,3.0
413706,1.8571428571428572,4.333333333333333,1.8571428571428572,4.333333333333333
413707,5.5,4.0,5.5,4.0
413708,2.0,3.25,2.0,3.25
413709,2.6,2.5,2.6,2.5
413710,1.2222222222222223,3.5,1.2222222222222223,3.5
413711,1.9166666666666667,2.1666666666666665,1.9166666666666667,2.1666666666666665
413712,7.0,2.6666666666666665,7.0,2.6666666666666665
413713,2.0,8.0,2.0,8.0
413714,2.125,15.0,2.125,15.0
413715,3.3333333333333335,7.0,3.3333333333333335,7.0
413716,5.0,5.333333333333333,5.0,5.333333333333333
413717,1.0,0.6,1.0,0.6
413718,7.0,3.0,7.0,3.0
413719,6.0,5.0,6.0,5.0
413720,4.333333333333333,2.4,4.333333333333333,2.4
413721,1.8571428571428572,3.5,1.8571428571428572,3.5
413722,5.333333333333333,2.5,5.333333333333333,2.5
413723,1.5,2.2222222222222223,1.5,2.2222222222222223
413724,2.5714285714285716,2.75,2.5714285714285716,2.75
413725,1.5555555555555556,4.0,1.5555555555555556,4.0
413726,1.6666666666666667,2.6666666666666665,1.6666666666666667,2.6666666666666665
413727,9.5,2.4,9.5,2.4
413728,1.1818181818181819,3.3333333333333335,1.1818181818181819,3.3333333333333335
413729,1.875,17.0,1.7272727272727273,17.0
413730,4.333333333333333,7.5,4.333333333333333,7.5
413731,6.5,6.0,6.5,6.0
413732,1.375,1.2,1.375,1.2
413733,7.0,3.5,7.0,3.5
413734,6.666666666666667,5.666666666666667,6.666666666666667,5.666666666666667
413735,2.8,2.125,3.2,2.125
413736,2.6,5.0,1.875,3.6
413737,5.666666666666667,3.5,5.666666666666667,3.5
413738,1.8333333333333333,2.3,1.8333333333333333,2.3
413739,2.857142857142857,2.25,2.857142857142857,2.25
413740,1.6363636363636365,4.0,1.6363636363636365,4.0
413741,1.6,8.0,1.6428571428571428,6.0
413742,3.0,3.25,2.375,3.2
413743,3.4,2.5714285714285716,3.4,3.0
413744,4.666666666666667,7.0,3.1666666666666665,8.0
413745,3.3333333333333335,3.0,3.5,3.25
413746,2.25,8.0,1.8,5.666666666666667
413747,3.1666666666666665,1.6153846153846154,3.6666666666666665,1.8571428571428572
413748,2.3,9.5,2.3,8.0
413749,2.0,1.75,2.4,1.8
413750,4.0,2.5,4.6,3.3333333333333335
413751,3.75,1.8,4.25,1.5
413752,4.75,2.111111111111111,5.5,2.1
413753,2.5,2.0,2.4444444444444446,2.4
413754,2.0,3.75,1.8,3.2
413755,1.6,9.0,1.6666666666666667,7.333333333333333
413756,1.5714285714285714,4.0,1.9090909090909092,3.6
413757,1.2,1.5714285714285714,1.2,1.4444444444444444
413758,5.0,1.5,4.0,1.9090909090909092
413759,3.0,7.0,2.7142857142857144,9.666666666666666
413760,3.0,2.5,4.0,3.5
413761,3.3333333333333335,1.5833333333333333,3.625,1.6111111111111112
413762,1.7777777777777777,2.0,2.4545454545454546,1.8235294117647058
413763,3.5,2.142857142857143,4.5,3.2857142857142856
413764,3.75,2.0,3.8,1.4375
413765,5.25,1.5454545454545454,5.4,1.8333333333333333
413766,2.375,2.25,2.4,2.272727272727273
413767,1.8,2.142857142857143,1.9090909090909092,2.0
413768,1.7777777777777777,10.0,1.7333333333333334,7.0
413769,1.8,4.0,1.8333333333333333,4.0
413770,1.3333333333333333,2.5714285714285716,1.3529411764705883,2.1
413771,4.25,1.1666666666666667,3.8333333333333335,1.7857142857142858
413772,1.3333333333333333,5.5,2.3333333333333335,6.6
413773,2.5,2.5,3.25,3.5
413774,2.5,7.5,1.25,7.0
413775,2.4444444444444446,1.6666666666666667,3.1818181818181817,1.7777777777777777
413776,2.375,8.5,2.5,6.5
413777,2.3333333333333335,2.0,2.4545454545454546,1.9411764705882353
413778,4.0,2.5,5.166666666666667,3.857142857142857
413779,5.333333333333333,1.6,3.8333333333333335,1.4210526315789473
413780,3.857142857142857,1.4,4.625,1.7692307692307692
413781,2.625,2.0,2.5833333333333335,2.4545454545454546
413782,2.4444444444444446,1.375,2.5454545454545454,1.8
413783,2.6,2.5,3.0,3.3333333333333335
413784,3.0,6.5,1.5,7.0
413785,3.0,2.6666666666666665,3.0,1.8888888888888888
413786,2.111111111111111,7.5,2.4545454545454546,7.25
413787,2.0,1.0,2.4,1.2173913043478262
413788,2.090909090909091,2.0,2.2666666666666666,2.1538461538461537
413789,3.6,10.0,5.5,6.0
413790,2.1666666666666665,1.625,3.111111111111111,2.6
413791,2.857142857142857,1.7,2.533333333333333,2.923076923076923
413792,2.375,2.3333333333333335,2.2857142857142856,2.4615384615384617
413793,2.3333333333333335,3.8333333333333335,3.75,2.7
413794,2.7142857142857144,0.75,2.6363636363636362,1.6666666666666667
413795,2.25,1.5,1.3333333333333333,1.6111111111111112
413796,4.166666666666667,5.75,4.555555555555555,6.166666666666667
413797,2.8,1.625,3.111111111111111,1.75
413798,2.3333333333333335,6.0,3.2222222222222223,6.0
413799,1.2,2.0,1.9333333333333333,1.9444444444444444
413800,4.0,4.0,5.5,4.125
413801,2.0,1.0,2.6,1.3043478260869565
413802,4.0,2.4,3.4285714285714284,2.0833333333333335
413803,1.3636363636363635,1.3,1.6875,1.6666666666666667
413804,2.7142857142857144,6.333333333333333,4.5,5.333333333333333
413805,1.8,2.0,2.4615384615384617,2.5555555555555554
413806,2.25,1.8181818181818181,2.375,2.9285714285714284
413807,2.625,1.5,2.642857142857143,2.0588235294117645
413808,5.0,6.666666666666667,3.75,2.7
413809,2.25,0.6153846153846154,2.6666666666666665,1.5625
413810,2.8,1.2666666666666666,2.0,1.4761904761904763
413811,4.5,4.2,5.0,5.714285714285714
413812,2.6,2.0,3.111111111111111,1.736842105263158
413813,2.5,3.5,3.5555555555555554,4.857142857142857
413814,1.0,4.25,1.5625,2.210526315789474
413815,2.25,5.666666666666667,4.0,3.875
413816,2.4,1.3,3.0,1.55
413817,4.666666666666667,2.6,3.25,2.6
413818,1.1,1.8571428571428572,1.5555555555555556,1.8666666666666667
413819,6.333333333333333,4.25,4.875,5.5
413820,2.2222222222222223,1.6,2.4615384615384617,2.5
413821,2.857142857142857,2.111111111111111,2.6,2.533333333333333
413822,4.0,2.0,2.7142857142857144,2.0
413823,2.0,5.666666666666667,2.5714285714285716,2.5454545454545454
413824,3.3333333333333335,0.6666666666666666,2.5384615384615383,1.5
413825,2.4,2.0,2.3333333333333335,1.5909090909090908
413826,4.166666666666667,4.75,4.4,5.714285714285714
413827,3.2,4.5,3.4444444444444446,2.0
413828,4.333333333333333,2.4,3.6666666666666665,4.428571428571429
413829,0.8888888888888888,2.8333333333333335,1.5294117647058822,2.111111111111111
413830,3.6666666666666665,6.333333333333333,5.4,3.7777777777777777
413831,11.0,1.5555555555555556,3.25,1.7777777777777777
413832,3.5,1.5,3.4444444444444446,2.0
413833,1.25,2.8,1.7058823529411764,2.0
413834,5.0,2.142857142857143,2.7142857142857144,1.9375
413835,4.333333333333333,3.0,3.5,3.857142857142857
413836,2.2,1.2,4.0,1.4
413837,6.333333333333333,2.5,3.0,1.6521739130434783
413838,1.4,9.0,1.4761904761904763,4.875
413839,2.5,3.25,4.166666666666667,2.875
413840,2.3333333333333335,3.8,2.4285714285714284,2.5294117647058822
413841,2.4285714285714284,5.333333333333333,3.888888888888889,3.1
413842,3.2,2.6,4.625,2.0
413843,2.8,2.125,3.75,2.642857142857143
413844,2.25,1.875,2.4375,2.0714285714285716
413845,0.8461538461538461,3.5,1.25,2.769230769230769
413846,6.5,4.0,3.5,4.142857142857143
413847,1.2857142857142858,2.0,2.6666666666666665,1.2857142857142858
413848,4.666666666666667,2.25,3.2,1.6521739130434783
413849,1.9,3.6,1.65,3.8
