game_pk,home_bp_k_bb_ratio_rolling_5,away_bp_k_bb_ratio_rolling_5,home_bp_k_bb_ratio_rolling_10,away_bp_k_bb_ratio_rolling_10
446873,,,,
446877,,,,
446911,,,,
446868,,,,
446869,,,,
446871,,,,
446872,,,,
446874,,,,
446875,,,,
446876,,,,
446878,,,,
446879,,,,
446889,,,,
446867,,,,
446870,,,,
446880,1.25,,1.25,
446881,,1.0,,1.0
446882,1.6666666666666667,5.0,1.6666666666666667,5.0
446883,,,,
446884,1.6666666666666667,1.0,1.6666666666666667,1.0
446885,0.3333333333333333,,0.3333333333333333,
446886,,4.0,,4.0
446887,8.0,4.0,8.0,4.0
446896,1.3333333333333333,,1.3333333333333333,
446910,,1.0,,1.0
446888,0.75,5.0,0.75,5.0
446890,,2.5,,2.5
446891,1.6666666666666667,4.5,1.6666666666666667,4.5
446892,0.75,5.0,0.75,5.0
446893,3.0,,3.0,
446894,2.25,7.0,2.25,7.0
446895,,2.3333333333333335,,2.3333333333333335
446897,3.0,0.3333333333333333,3.0,0.3333333333333333
446898,0.75,,0.75,
446899,,3.3333333333333335,,3.3333333333333335
446900,5.0,3.6666666666666665,5.0,3.6666666666666665
446901,3.0,4.5,3.0,4.5
446902,3.5,1.3333333333333333,3.5,1.3333333333333333
446904,2.0,,2.0,
446905,,1.75,,1.75
446906,3.6666666666666665,2.0,3.6666666666666665,2.0
446907,2.25,10.0,2.25,10.0
446908,4.666666666666667,2.5,4.666666666666667,2.5
446909,2.0,0.6666666666666666,2.0,0.6666666666666666
446917,2.6666666666666665,1.0,2.6666666666666665,1.0
448298,1.75,2.0,1.75,2.0
446912,6.0,1.75,6.0,1.75
446913,0.9,9.0,0.9,9.0
446914,1.8333333333333333,0.8333333333333334,1.8333333333333333,0.8333333333333334
446915,0.8333333333333334,2.1666666666666665,0.8333333333333334,2.1666666666666665
446916,2.75,6.5,2.75,6.5
446918,1.8,3.25,1.8,3.25
446919,4.0,6.0,4.0,6.0
446920,2.8,,2.8,
446921,,1.3333333333333333,,1.3333333333333333
446922,2.25,3.25,2.25,3.25
446923,4.0,2.6,4.0,2.6
446924,4.5,2.142857142857143,4.5,2.142857142857143
446925,5.666666666666667,4.333333333333333,5.666666666666667,4.333333333333333
446926,2.0,1.6,2.0,1.6
446927,8.0,2.1666666666666665,8.0,2.1666666666666665
446928,1.2,11.0,1.2,11.0
446929,2.0,1.0,2.0,1.0
446930,0.8888888888888888,2.857142857142857,0.8888888888888888,2.857142857142857
446931,2.6,5.0,2.6,5.0
446933,2.4285714285714284,2.6666666666666665,2.4285714285714284,2.6666666666666665
446934,4.0,7.333333333333333,4.0,7.333333333333333
446935,2.8333333333333335,16.0,2.8333333333333335,16.0
446936,,1.25,,1.25
446937,1.5,2.5,1.5,2.5
446938,3.0,2.2857142857142856,3.0,2.2857142857142856
446939,4.0,2.0,4.0,2.0
446941,1.625,1.25,1.625,1.25
446942,4.5,2.6666666666666665,5.0,2.6666666666666665
446943,1.0,13.0,1.1666666666666667,13.0
446945,1.0,3.125,1.0,3.125
446946,1.7142857142857142,6.0,2.2857142857142856,4.75
446947,3.0,1.0769230769230769,3.0,1.0769230769230769
446948,2.375,2.0,2.375,2.0
446950,3.6666666666666665,7.5,3.6666666666666665,9.0
446951,,1.4444444444444444,,1.4444444444444444
446952,1.5555555555555556,2.4285714285714284,1.5555555555555556,2.4285714285714284
446953,3.3333333333333335,2.857142857142857,3.3333333333333335,2.857142857142857
446954,2.125,2.2222222222222223,2.125,2.2222222222222223
446955,4.75,4.666666666666667,4.75,4.666666666666667
446956,1.875,1.25,1.875,1.625
446957,3.5,1.6428571428571428,3.5,1.6428571428571428
446958,2.2857142857142856,3.7142857142857144,2.2857142857142856,3.7142857142857144
446959,1.7777777777777777,3.0,1.9166666666666667,2.4285714285714284
446960,15.0,1.4,16.0,1.5454545454545454
446961,2.6666666666666665,2.3,3.0,2.3
446962,7.5,3.5,10.5,2.375
446963,8.0,1.0,8.0,1.0
446964,2.6363636363636362,1.7142857142857142,2.3846153846153846,1.3
446965,2.6666666666666665,2.0,2.6666666666666665,2.5714285714285716
446966,2.6666666666666665,2.6666666666666665,1.8888888888888888,2.3333333333333335
446967,3.3333333333333335,1.25,3.4285714285714284,1.75
446968,2.4,1.1666666666666667,3.1666666666666665,1.2666666666666666
446969,3.5,1.2666666666666666,3.5,1.5294117647058822
446970,2.25,2.6,2.5555555555555554,3.1
446971,3.3333333333333335,1.125,4.666666666666667,1.125
446972,4.5,2.875,3.111111111111111,2.4545454545454546
446973,8.0,3.5,11.5,2.625
446974,5.0,1.2666666666666666,5.2,1.2666666666666666
446976,7.5,9.0,5.75,9.0
446977,2.4285714285714284,1.8333333333333333,2.4285714285714284,2.625
446978,1.875,3.2,1.5454545454545454,2.7777777777777777
446979,2.6666666666666665,1.375,3.0,2.125
446980,3.6,1.8333333333333333,3.5,1.8888888888888888
446975,1.9166666666666667,2.142857142857143,2.2666666666666666,1.6363636363636365
446981,1.5714285714285714,1.3333333333333333,2.625,1.4666666666666666
446982,4.0,1.1875,2.857142857142857,1.5555555555555556
446983,2.857142857142857,2.4285714285714284,2.4545454545454546,3.1
446984,1.7,2.8,1.9285714285714286,2.7142857142857144
446985,17.0,1.1818181818181819,20.0,1.3076923076923077
446986,3.5,1.0,5.0,1.0
446987,1.7142857142857142,2.0,2.272727272727273,2.375
446988,4.5,2.7777777777777777,3.1,2.4285714285714284
446989,4.333333333333333,3.5,8.333333333333334,2.75
446990,2.875,1.8333333333333333,3.375,1.5625
446992,6.0,8.666666666666666,5.4,6.4
446993,1.8333333333333333,1.7142857142857142,1.5833333333333333,2.0833333333333335
446994,2.8,2.25,3.2857142857142856,2.25
446995,4.5,3.0,3.5555555555555554,2.2222222222222223
446991,2.3,2.8,2.235294117647059,1.7272727272727273
446996,1.4285714285714286,3.6,2.5555555555555554,1.8
446997,3.5,1.0625,3.142857142857143,1.5263157894736843
446998,14.0,2.2857142857142856,2.6666666666666665,3.3
446999,1.5,5.0,2.0,3.142857142857143
447000,11.0,1.0,10.0,1.25
447001,,1.4,6.333333333333333,1.1111111111111112
447002,1.4,1.75,1.8125,2.2
447003,4.5,2.75,3.4545454545454546,2.6
447004,5.666666666666667,11.5,5.8,6.8
447005,2.1666666666666665,1.6666666666666667,1.6428571428571428,2.0
447006,3.0,1.4285714285714286,3.375,1.9090909090909092
447007,1.0,3.0,1.8666666666666667,1.8
447008,1.7272727272727273,1.1818181818181819,1.4705882352941178,1.5789473684210527
447009,7.0,2.5714285714285716,2.4,3.3636363636363638
447010,2.0,6.5,3.0,3.0
447011,2.5,1.0,2.235294117647059,1.173913043478261
447012,12.0,3.0,11.5,3.0
447013,4.0,1.25,3.4166666666666665,2.0
447014,6.0,3.142857142857143,9.333333333333334,2.7333333333333334
447015,1.875,,2.2142857142857144,2.875
447016,1.2727272727272727,5.0,1.7222222222222223,1.9166666666666667
447017,3.3333333333333335,2.1,1.6666666666666667,3.0
447018,2.0,1.1111111111111112,3.0,1.6428571428571428
447019,6.0,6.0,6.0,3.888888888888889
447020,3.6,4.333333333333333,2.8181818181818183,5.8
447021,2.0,3.6666666666666665,1.6428571428571428,3.2857142857142856
447022,1.5,3.0,2.0833333333333335,1.7142857142857142
447023,3.5,1.25,1.6470588235294117,1.5
447024,4.333333333333333,4.0,2.090909090909091,3.8181818181818183
447025,2.75,10.0,3.5714285714285716,3.0
447026,2.375,1.0666666666666667,2.2941176470588234,1.25
447027,3.25,2.5,5.2,3.0
447028,4.666666666666667,1.8,3.1666666666666665,2.272727272727273
447029,5.666666666666667,3.3333333333333335,6.4,2.6875
447030,1.625,4.5,1.8333333333333333,2.4
447031,1.2142857142857142,6.333333333333333,1.4761904761904763,2.3333333333333335
447032,3.6666666666666665,1.8333333333333333,1.8,2.8333333333333335
447033,2.2,1.375,3.625,1.5333333333333334
447034,2.5,2.6666666666666665,4.111111111111111,3.1666666666666665
447035,3.1666666666666665,4.333333333333333,2.9166666666666665,4.428571428571429
447036,1.8571428571428572,2.5,2.230769230769231,3.0
447037,2.125,5.75,2.5384615384615383,2.3125
447038,5.333333333333333,2.0,1.7647058823529411,1.5
447040,3.25,2.6666666666666665,3.2857142857142856,2.875
447041,1.6666666666666667,1.0666666666666667,2.2941176470588234,1.2
447042,2.75,1.7142857142857142,5.2,2.1538461538461537
447043,4.5,2.5,4.5,2.4545454545454546
447044,3.75,2.4285714285714284,5.0,2.6666666666666665
447045,1.5714285714285714,4.0,1.6875,3.6666666666666665
447046,1.1333333333333333,2.4285714285714284,1.3333333333333333,2.0714285714285716
447047,2.2,1.9,1.5384615384615385,2.9166666666666665
447048,3.0,1.375,2.7,1.375
447049,3.0,3.4,5.0,3.3636363636363638
447050,4.4,2.5,3.1666666666666665,4.166666666666667
447051,3.4,3.25,2.4615384615384617,3.375
447052,1.25,5.75,1.5833333333333333,2.4375
447053,3.0,2.75,2.1875,5.6
447054,1.1333333333333333,1.7142857142857142,1.1538461538461537,2.1666666666666665
447055,3.0,1.8,2.875,2.5555555555555554
447056,2.3333333333333335,1.4,1.9375,1.7058823529411764
447057,5.25,3.0,3.25,4.5
447058,4.5,8.0,1.9473684210526316,4.8
447067,2.7142857142857144,2.142857142857143,2.3076923076923075,3.3333333333333335
447059,1.7142857142857142,3.7142857142857144,1.5714285714285714,3.6666666666666665
447060,4.0,3.5,2.5833333333333335,5.0
447061,1.8888888888888888,1.8333333333333333,1.32,2.3636363636363638
447062,2.5,3.3333333333333335,2.6923076923076925,2.4
447063,5.0,5.0,2.888888888888889,4.75
447064,3.3333333333333335,1.6,4.166666666666667,2.4444444444444446
447065,1.75,4.666666666666667,1.375,2.5
447066,2.1666666666666665,1.2727272727272727,1.75,1.75
447068,4.75,3.5,6.428571428571429,5.0
447069,3.6,1.1428571428571428,2.5,1.3333333333333333
447070,2.6,3.5,1.5714285714285714,3.5555555555555554
447071,2.857142857142857,2.8,2.857142857142857,3.0
447072,4.333333333333333,3.0,3.0,4.333333333333333
447073,3.5,4.0,2.25,3.6666666666666665
447082,3.6,3.8,2.8181818181818183,3.230769230769231
447074,2.6666666666666665,3.111111111111111,1.7333333333333334,3.0714285714285716
447075,3.5,2.2857142857142856,2.8333333333333335,3.5
447076,2.8333333333333335,2.2,1.5238095238095237,2.5555555555555554
447077,1.8333333333333333,10.0,2.357142857142857,2.6666666666666665
447078,3.4,4.666666666666667,3.2222222222222223,4.571428571428571
447079,5.0,1.3333333333333333,5.75,3.0
447080,2.375,7.5,1.5,2.7777777777777777
447081,1.0833333333333333,2.2857142857142856,1.8666666666666667,2.066666666666667
447083,5.5,5.333333333333333,7.5,4.833333333333333
447084,4.4,1.2142857142857142,2.909090909090909,1.2916666666666667
447085,3.0,3.0,2.2,3.75
447086,2.8,2.6,3.066666666666667,4.6
447087,2.3333333333333335,2.5,2.3846153846153846,3.2857142857142856
447088,3.0,4.0,2.125,3.8
447096,2.625,4.75,2.3846153846153846,2.857142857142857
447089,2.4,4.285714285714286,1.7692307692307692,3.75
447090,1.875,3.0,1.3478260869565217,3.111111111111111
447091,1.6666666666666667,6.0,2.4615384615384617,2.2
447092,3.0,5.0,4.833333333333333,4.428571428571429
447093,5.5,2.0,7.0,2.8333333333333335
447094,1.8461538461538463,4.666666666666667,1.5416666666666667,2.888888888888889
447095,0.7857142857142857,2.5714285714285716,1.7647058823529411,2.066666666666667
447097,4.2,4.666666666666667,4.875,5.2
447098,4.2,1.5833333333333333,2.230769230769231,1.434782608695652
447099,2.4,2.4,2.75,3.75
447100,2.6,14.0,2.8125,4.4
447101,1.6666666666666667,2.25,1.9375,3.142857142857143
447102,2.8,13.0,3.111111111111111,4.6
447103,2.0,1.7777777777777777,2.727272727272727,2.125
