game_pk,date,home_team_id,away_team_id,home_team_name,away_team_name,home_games,away_games,home_total_ip,away_total_ip,home_total_hits,away_total_hits,home_total_hits_per_ip,away_total_hits_per_ip,home_total_earned_runs,away_total_earned_runs,home_total_earned_runs_per_ip,away_total_earned_runs_per_ip,home_total_walks,away_total_walks,home_total_walks_per_ip,away_total_walks_per_ip,home_total_strikeouts,away_total_strikeouts,home_total_strikeouts_per_ip,away_total_strikeouts_per_ip,home_total_homeruns,away_total_homeruns,home_total_homeruns_per_ip,away_total_homeruns_per_ip,home_era,away_era,home_whip,away_whip,home_k_per_9,away_k_per_9,home_k_bb_ratio,away_k_bb_ratio,home_hr_per_9,away_hr_per_9,home_bb_per_9,away_bb_per_9
778472,2025-04-02,119,144,Dodgers,Braves,7,6,34.3,19.0,23,17,0.67,0.89,8,11,0.23,0.58,9,7,0.26,0.37,48,18,1.4,0.95,2,3,0.06,0.16,2.1,5.21,0.93,1.26,12.58,8.53,5.33,2.57,0.52,1.42,2.36,3.32
778484,2025-04-02,147,109,Yankees,D-backs,4,5,16.3,20.0,14,17,0.86,0.85,9,11,0.55,0.55,6,3,0.37,0.15,25,25,1.53,1.25,2,3,0.12,0.15,4.96,4.95,1.22,1.0,13.78,11.25,4.17,8.33,1.1,1.35,3.31,1.35
778482,2025-04-02,143,115,Phillies,Rockies,4,4,14.3,11.7,15,20,1.05,1.71,6,14,0.42,1.2,5,7,0.35,0.6,18,8,1.26,0.69,2,4,0.14,0.34,3.77,10.8,1.4,2.31,11.3,6.17,3.6,1.14,1.26,3.09,3.14,5.4
778483,2025-04-02,110,111,Orioles,Red Sox,5,5,20.0,16.0,18,11,0.9,0.69,6,4,0.3,0.25,11,2,0.55,0.12,25,10,1.25,0.62,1,0,0.05,0.0,2.7,2.25,1.45,0.81,11.25,5.62,2.27,5.0,0.45,0.0,4.95,1.12
778481,2025-04-02,146,121,Marlins,Mets,6,5,28.3,15.7,15,7,0.53,0.45,7,2,0.25,0.13,17,7,0.6,0.45,18,13,0.64,0.83,3,0,0.11,0.0,2.22,1.15,1.13,0.89,5.72,7.47,1.06,1.86,0.95,0.0,5.4,4.02
778469,2025-04-02,136,116,Mariners,Tigers,6,5,24.7,18.3,28,14,1.14,0.76,10,13,0.41,0.71,8,4,0.32,0.22,17,20,0.69,1.09,4,6,0.16,0.33,3.65,6.38,1.46,0.98,6.2,9.82,2.12,5.0,1.46,2.95,2.92,1.96
778476,2025-04-02,135,114,Padres,Guardians,6,5,24.0,17.3,8,18,0.33,1.04,1,4,0.04,0.23,8,7,0.33,0.4,28,17,1.17,0.98,1,1,0.04,0.06,0.38,2.08,0.67,1.44,10.5,8.83,3.5,2.43,0.38,0.52,3.0,3.63
778475,2025-04-02,117,137,Astros,Giants,5,5,16.0,15.7,11,10,0.69,0.64,5,4,0.31,0.26,9,3,0.56,0.19,22,13,1.38,0.83,1,1,0.06,0.06,2.81,2.3,1.25,0.83,12.38,7.47,2.44,4.33,0.56,0.57,5.06,1.72
778478,2025-04-02,141,120,Blue Jays,Nationals,6,5,22.3,16.7,20,22,0.9,1.32,14,17,0.63,1.02,8,18,0.36,1.08,29,14,1.3,0.84,4,4,0.18,0.24,5.64,9.18,1.25,2.4,11.69,7.56,3.62,0.78,1.61,2.16,3.22,9.72
778474,2025-04-02,145,142,White Sox,Twins,5,5,16.3,21.0,18,15,1.1,0.71,9,7,0.55,0.33,6,10,0.37,0.48,21,19,1.29,0.9,3,3,0.18,0.14,4.96,3.0,1.47,1.19,11.57,8.14,3.5,1.9,1.65,1.29,3.31,4.29
778473,2025-04-02,138,108,Cardinals,Angels,5,5,20.7,17.0,12,16,0.58,0.94,7,7,0.34,0.41,6,12,0.29,0.71,17,15,0.82,0.88,0,2,0.0,0.12,3.05,3.71,0.87,1.65,7.4,7.94,2.83,1.25,0.0,1.06,2.61,6.35
778477,2025-04-02,158,118,Brewers,Royals,5,5,23.3,19.7,29,18,1.24,0.92,26,10,1.11,0.51,14,5,0.6,0.25,17,11,0.73,0.56,6,5,0.26,0.25,10.03,4.58,1.84,1.17,6.56,5.03,1.21,2.2,2.31,2.29,5.4,2.29
778479,2025-04-02,139,134,Rays,Pirates,5,6,16.0,22.3,11,21,0.69,0.94,4,10,0.25,0.45,2,16,0.12,0.72,20,23,1.25,1.03,1,2,0.06,0.09,2.25,4.03,0.81,1.66,11.25,9.27,10.0,1.44,0.56,0.81,1.12,6.45
778480,2025-04-02,113,140,Reds,Rangers,5,5,15.0,23.3,14,21,0.93,0.9,7,10,0.47,0.43,6,11,0.4,0.47,13,25,0.87,1.07,2,3,0.13,0.13,4.2,3.86,1.33,1.37,7.8,9.64,2.17,2.27,1.2,1.16,3.6,4.24
778471,2025-04-02,133,112,Athletics,Cubs,6,8,18.3,29.0,21,38,1.15,1.31,14,21,0.76,0.72,13,20,0.71,0.69,22,24,1.2,0.83,3,3,0.16,0.1,6.87,6.52,1.85,2.0,10.8,7.45,1.69,1.2,1.47,0.93,6.38,6.21
