game_pk,date,home_team_id,away_team_id,home_team_name,away_team_name,home_games,away_games,home_total_ip,away_total_ip,home_total_hits,away_total_hits,home_total_hits_per_ip,away_total_hits_per_ip,home_total_earned_runs,away_total_earned_runs,home_total_earned_runs_per_ip,away_total_earned_runs_per_ip,home_total_walks,away_total_walks,home_total_walks_per_ip,away_total_walks_per_ip,home_total_strikeouts,away_total_strikeouts,home_total_strikeouts_per_ip,away_total_strikeouts_per_ip,home_total_homeruns,away_total_homeruns,home_total_homeruns_per_ip,away_total_homeruns_per_ip,home_era,away_era,home_whip,away_whip,home_k_per_9,away_k_per_9,home_k_bb_ratio,away_k_bb_ratio,home_hr_per_9,away_hr_per_9,home_bb_per_9,away_bb_per_9
776210,2025-09-23,140,142,Rangers,Twins,154,155,557.7,596.3,484,612,0.87,1.03,218,308,0.39,0.52,195,223,0.35,0.37,522,569,0.94,0.95,64,63,0.11,0.11,3.52,4.65,1.22,1.4,8.42,8.59,2.68,2.55,1.03,0.95,3.15,3.37
776211,2025-09-23,137,138,Giants,Cardinals,156,155,580.0,557.3,516,507,0.89,0.91,220,221,0.38,0.4,199,212,0.34,0.38,508,523,0.88,0.94,51,45,0.09,0.08,3.41,3.57,1.23,1.29,7.88,8.45,2.55,2.47,0.79,0.73,3.09,3.42
776214,2025-09-23,135,158,Padres,Brewers,155,157,589.3,609.3,445,530,0.76,0.87,198,251,0.34,0.41,231,234,0.39,0.38,623,593,1.06,0.97,54,57,0.09,0.09,3.02,3.71,1.15,1.25,9.51,8.76,2.7,2.53,0.82,0.84,3.53,3.46
776212,2025-09-23,136,115,Mariners,Rockies,156,156,557.3,608.3,513,658,0.92,1.08,231,352,0.41,0.58,202,262,0.36,0.43,532,525,0.95,0.86,62,97,0.11,0.16,3.73,5.21,1.28,1.51,8.59,7.77,2.63,2.0,1.0,1.44,3.26,3.88
776208,2025-09-23,133,117,Athletics,Astros,156,153,602.0,556.7,557,461,0.93,0.83,303,227,0.5,0.41,279,216,0.46,0.39,604,626,1.0,1.12,75,77,0.12,0.14,4.53,3.67,1.39,1.22,9.03,10.12,2.16,2.9,1.12,1.24,4.17,3.49
776207,2025-09-23,108,118,Angels,Royals,156,156,570.3,541.7,548,497,0.96,0.92,306,219,0.54,0.4,262,192,0.46,0.35,568,463,1.0,0.85,90,59,0.16,0.11,4.83,3.64,1.42,1.27,8.96,7.69,2.17,2.41,1.42,0.98,4.13,3.19
776209,2025-09-23,112,121,Cubs,Mets,156,155,556.3,606.0,498,567,0.9,0.94,234,266,0.42,0.44,185,227,0.33,0.37,520,593,0.93,0.98,71,63,0.13,0.1,3.79,3.95,1.23,1.31,8.41,8.81,2.81,2.61,1.15,0.94,2.99,3.37
776213,2025-09-23,109,119,D-backs,Dodgers,156,155,532.7,629.3,532,584,1.0,0.93,287,296,0.54,0.47,217,255,0.41,0.41,477,648,0.9,1.03,67,79,0.13,0.13,4.85,4.23,1.41,1.33,8.06,9.27,2.2,2.54,1.13,1.13,3.67,3.65
776217,2025-09-23,141,111,Blue Jays,Red Sox,154,154,569.7,564.7,493,489,0.87,0.87,259,218,0.45,0.39,247,222,0.43,0.39,613,539,1.08,0.95,67,47,0.12,0.08,4.09,3.47,1.3,1.26,9.68,8.59,2.48,2.43,1.06,0.75,3.9,3.54
776216,2025-09-23,147,145,Yankees,White Sox,156,156,548.7,630.3,500,580,0.91,0.92,274,280,0.5,0.44,229,280,0.42,0.44,580,608,1.06,0.96,74,71,0.13,0.11,4.49,4.0,1.33,1.36,9.51,8.68,2.53,2.17,1.21,1.01,3.76,4.0
776215,2025-09-23,143,146,Phillies,Marlins,154,156,492.7,608.0,472,567,0.96,0.93,236,292,0.48,0.48,180,242,0.37,0.4,481,552,0.98,0.91,71,82,0.14,0.13,4.31,4.32,1.32,1.33,8.79,8.17,2.67,2.28,1.3,1.21,3.29,3.58
776224,2025-09-23,113,134,Reds,Pirates,152,155,545.3,579.3,477,515,0.87,0.89,243,252,0.45,0.43,244,214,0.45,0.37,521,540,0.96,0.93,73,55,0.13,0.09,4.01,3.91,1.32,1.26,8.6,8.39,2.14,2.52,1.2,0.85,4.03,3.32
776218,2025-09-23,114,116,Guardians,Tigers,154,155,530.0,600.7,466,558,0.88,0.93,207,271,0.39,0.45,195,229,0.37,0.38,542,511,1.02,0.85,49,78,0.09,0.13,3.52,4.06,1.25,1.31,9.2,7.66,2.78,2.23,0.83,1.17,3.31,3.43
776223,2025-09-23,110,139,Orioles,Rays,155,155,579.3,555.3,562,494,0.97,0.89,298,227,0.51,0.41,267,190,0.46,0.34,607,609,1.05,1.1,79,75,0.14,0.14,4.63,3.68,1.43,1.23,9.43,9.87,2.27,3.21,1.23,1.22,4.15,3.08
776219,2025-09-23,144,120,Braves,Nationals,156,157,551.3,571.0,485,596,0.88,1.04,257,356,0.47,0.62,213,276,0.39,0.48,532,526,0.96,0.92,74,81,0.13,0.14,4.2,5.61,1.27,1.53,8.68,8.29,2.5,1.91,1.21,1.28,3.48,4.35
