game_pk,date,home_team_id,away_team_id,home_team_name,away_team_name,home_games,away_games,home_total_ip,away_total_ip,home_total_hits,away_total_hits,home_total_hits_per_ip,away_total_hits_per_ip,home_total_earned_runs,away_total_earned_runs,home_total_earned_runs_per_ip,away_total_earned_runs_per_ip,home_total_walks,away_total_walks,home_total_walks_per_ip,away_total_walks_per_ip,home_total_strikeouts,away_total_strikeouts,home_total_strikeouts_per_ip,away_total_strikeouts_per_ip,home_total_homeruns,away_total_homeruns,home_total_homeruns_per_ip,away_total_homeruns_per_ip,home_era,away_era,home_whip,away_whip,home_k_per_9,away_k_per_9,home_k_bb_ratio,away_k_bb_ratio,home_hr_per_9,away_hr_per_9,home_bb_per_9,away_bb_per_9
776849,2025-08-06,146,117,Marlins,Astros,112,111,440.7,395.0,409,313,0.93,0.79,196,147,0.44,0.37,165,149,0.37,0.38,399,460,0.91,1.16,50,49,0.11,0.12,4.0,3.35,1.3,1.17,8.15,10.48,2.42,3.09,1.02,1.12,3.37,3.39
776838,2025-08-06,109,135,D-backs,Padres,114,112,386.3,414.3,396,327,1.03,0.79,211,137,0.55,0.33,159,155,0.41,0.37,358,414,0.93,1.0,48,35,0.12,0.08,4.92,2.98,1.44,1.16,8.34,8.99,2.25,2.67,1.12,0.76,3.7,3.37
776853,2025-08-06,144,158,Braves,Brewers,111,113,389.7,437.0,328,379,0.84,0.87,181,193,0.46,0.44,160,174,0.41,0.4,387,419,0.99,0.96,46,44,0.12,0.1,4.18,3.97,1.25,1.27,8.94,8.63,2.42,2.41,1.06,0.91,3.7,3.58
776856,2025-08-06,111,118,Red Sox,Royals,113,114,413.3,387.7,346,358,0.84,0.92,153,163,0.37,0.42,169,147,0.41,0.38,391,337,0.95,0.87,34,43,0.08,0.11,3.33,3.78,1.25,1.3,8.51,7.82,2.31,2.29,0.74,1.0,3.68,3.41
776850,2025-08-06,120,133,Nationals,Athletics,112,115,399.0,439.3,440,438,1.1,1.0,265,255,0.66,0.58,186,216,0.47,0.49,347,445,0.87,1.01,56,58,0.14,0.13,5.98,5.22,1.57,1.49,7.83,9.12,1.87,2.06,1.26,1.19,4.2,4.42
776841,2025-08-06,136,145,Mariners,White Sox,114,113,409.0,449.7,367,407,0.9,0.91,166,195,0.41,0.43,162,200,0.4,0.44,375,410,0.92,0.91,45,48,0.11,0.11,3.65,3.9,1.29,1.35,8.25,8.21,2.31,2.05,0.99,0.96,3.56,4.0
776839,2025-08-06,119,138,Dodgers,Cardinals,114,113,490.3,400.3,468,368,0.95,0.92,231,163,0.47,0.41,187,139,0.38,0.35,496,360,1.01,0.9,61,33,0.12,0.08,4.24,3.66,1.34,1.27,9.1,8.09,2.65,2.59,1.12,0.74,3.43,3.12
776847,2025-08-06,112,113,Cubs,Reds,113,111,412.0,403.0,377,342,0.92,0.85,178,177,0.43,0.44,143,179,0.35,0.44,351,373,0.85,0.93,49,48,0.12,0.12,3.89,3.95,1.26,1.29,7.67,8.33,2.45,2.08,1.07,1.07,3.12,4.0
776836,2025-08-06,115,141,Rockies,Blue Jays,113,114,441.7,426.0,475,358,1.08,0.84,256,188,0.58,0.44,207,168,0.47,0.39,378,462,0.86,1.08,65,53,0.15,0.12,5.22,3.97,1.54,1.23,7.7,9.76,1.83,2.75,1.32,1.12,4.22,3.55
776843,2025-08-06,108,139,Angels,Rays,114,114,404.3,390.3,394,350,0.97,0.9,219,162,0.54,0.42,186,135,0.46,0.35,400,411,0.99,1.05,66,51,0.16,0.13,4.87,3.74,1.43,1.24,8.9,9.48,2.15,3.04,1.47,1.18,4.14,3.11
776844,2025-08-06,134,137,Pirates,Giants,113,113,408.3,405.7,357,342,0.87,0.84,179,151,0.44,0.37,148,144,0.36,0.35,371,374,0.91,0.92,39,37,0.1,0.09,3.95,3.35,1.24,1.2,8.18,8.3,2.51,2.6,0.86,0.82,3.26,3.19
776851,2025-08-06,143,110,Phillies,Orioles,111,113,361.7,417.7,351,411,0.97,0.98,177,222,0.49,0.53,134,190,0.37,0.45,352,444,0.97,1.06,52,63,0.14,0.15,4.4,4.78,1.34,1.44,8.76,9.57,2.63,2.34,1.29,1.36,3.33,4.09
776846,2025-08-06,121,114,Mets,Guardians,113,112,441.0,398.7,399,355,0.9,0.89,184,158,0.42,0.4,176,153,0.4,0.38,448,404,1.02,1.01,42,37,0.1,0.09,3.76,3.57,1.3,1.27,9.14,9.12,2.55,2.64,0.86,0.84,3.59,3.45
776859,2025-08-06,116,142,Tigers,Twins,114,112,436.3,417.7,415,429,0.95,1.03,199,205,0.46,0.49,151,142,0.35,0.34,374,415,0.86,0.99,53,42,0.12,0.1,4.1,4.42,1.3,1.37,7.71,8.94,2.48,2.92,1.09,0.91,3.11,3.06
776845,2025-08-06,140,147,Rangers,Yankees,113,114,408.0,405.3,349,361,0.86,0.89,148,194,0.36,0.48,144,172,0.35,0.42,373,412,0.91,1.02,40,54,0.1,0.13,3.26,4.31,1.21,1.31,8.23,9.15,2.59,2.4,0.88,1.2,3.18,3.82
