game_pk,date,home_team_id,away_team_id,home_team_name,away_team_name,home_games,away_games,home_total_ip,away_total_ip,home_total_hits,away_total_hits,home_total_hits_per_ip,away_total_hits_per_ip,home_total_earned_runs,away_total_earned_runs,home_total_earned_runs_per_ip,away_total_earned_runs_per_ip,home_total_walks,away_total_walks,home_total_walks_per_ip,away_total_walks_per_ip,home_total_strikeouts,away_total_strikeouts,home_total_strikeouts_per_ip,away_total_strikeouts_per_ip,home_total_homeruns,away_total_homeruns,home_total_homeruns_per_ip,away_total_homeruns_per_ip,home_era,away_era,home_whip,away_whip,home_k_per_9,away_k_per_9,home_k_bb_ratio,away_k_bb_ratio,home_hr_per_9,away_hr_per_9,home_bb_per_9,away_bb_per_9
777158,2025-07-10,135,109,Padres,D-backs,90,93,333.0,316.0,268,314,0.8,0.99,120,176,0.36,0.56,133,131,0.4,0.41,344,305,1.03,0.97,29,44,0.09,0.14,3.24,5.01,1.2,1.41,9.3,8.69,2.59,2.33,0.78,1.25,3.59,3.73
777159,2025-07-10,108,140,Angels,Rangers,92,91,317.7,331.3,327,295,1.03,0.89,181,122,0.57,0.37,152,115,0.48,0.35,311,291,0.98,0.88,53,30,0.17,0.09,5.13,3.31,1.51,1.24,8.81,7.9,2.05,2.53,1.5,0.81,4.31,3.12
777156,2025-07-10,133,144,Athletics,Braves,94,90,359.7,301.0,379,244,1.05,0.81,226,119,0.63,0.4,187,119,0.52,0.4,371,307,1.03,1.02,49,32,0.14,0.11,5.66,3.56,1.57,1.21,9.28,9.18,1.98,2.58,1.23,0.96,4.68,3.56
777167,2025-07-10,138,120,Cardinals,Nationals,91,92,316.0,317.3,291,331,0.92,1.04,133,202,0.42,0.64,117,150,0.37,0.47,274,280,0.87,0.88,28,44,0.09,0.14,3.79,5.73,1.29,1.52,7.8,7.94,2.34,1.87,0.8,1.25,3.33,4.25
777170,2025-07-10,111,139,Red Sox,Rays,93,92,345.0,310.0,294,288,0.85,0.93,137,133,0.4,0.43,146,111,0.42,0.36,324,320,0.94,1.03,25,45,0.07,0.15,3.57,3.86,1.28,1.29,8.45,9.29,2.22,2.88,0.65,1.31,3.81,3.22
777169,2025-07-10,147,136,Yankees,Mariners,92,92,317.3,333.7,280,304,0.88,0.91,145,137,0.46,0.41,140,133,0.44,0.4,334,307,1.05,0.92,39,39,0.12,0.12,4.11,3.7,1.32,1.31,9.47,8.28,2.39,2.31,1.11,1.05,3.97,3.59
777166,2025-07-10,142,112,Twins,Cubs,91,92,330.7,337.0,331,297,1.0,0.88,155,125,0.47,0.37,113,123,0.34,0.36,335,277,1.01,0.82,29,30,0.09,0.09,4.22,3.34,1.34,1.25,9.12,7.4,2.96,2.25,0.79,0.8,3.08,3.28
777165,2025-07-10,110,121,Orioles,Mets,90,91,348.3,352.7,328,318,0.94,0.9,175,147,0.5,0.42,156,141,0.45,0.4,378,355,1.09,1.01,48,34,0.14,0.1,4.52,3.75,1.39,1.3,9.77,9.06,2.42,2.52,1.24,0.87,4.03,3.6
777181,2025-07-10,110,121,Orioles,Mets,91,92,351.3,353.7,329,319,0.94,0.9,175,149,0.5,0.42,156,145,0.44,0.41,382,355,1.09,1.0,48,35,0.14,0.1,4.48,3.79,1.38,1.31,9.79,9.03,2.45,2.45,1.23,0.89,4.0,3.69
777168,2025-07-10,113,146,Reds,Marlins,91,91,331.0,371.3,280,352,0.85,0.95,150,170,0.45,0.46,142,139,0.43,0.37,298,325,0.9,0.88,45,42,0.14,0.11,4.08,4.12,1.27,1.32,8.1,7.88,2.1,2.34,1.22,1.02,3.86,3.37
