game_pk,date,home_team_id,away_team_id,home_team_name,away_team_name,home_games,away_games,home_total_ip,away_total_ip,home_total_hits,away_total_hits,home_total_hits_per_ip,away_total_hits_per_ip,home_total_earned_runs,away_total_earned_runs,home_total_earned_runs_per_ip,away_total_earned_runs_per_ip,home_total_walks,away_total_walks,home_total_walks_per_ip,away_total_walks_per_ip,home_total_strikeouts,away_total_strikeouts,home_total_strikeouts_per_ip,away_total_strikeouts_per_ip,home_total_homeruns,away_total_homeruns,home_total_homeruns_per_ip,away_total_homeruns_per_ip,home_era,away_era,home_whip,away_whip,home_k_per_9,away_k_per_9,home_k_bb_ratio,away_k_bb_ratio,home_hr_per_9,away_hr_per_9,home_bb_per_9,away_bb_per_9
777004,2025-07-25,137,121,Giants,Mets,102,102,359.3,396.0,295,358,0.82,0.9,126,167,0.35,0.42,124,160,0.35,0.4,330,394,0.92,0.99,33,39,0.09,0.1,3.16,3.8,1.17,1.31,8.27,8.95,2.66,2.46,0.83,0.89,3.11,3.64
777006,2025-07-25,108,136,Angels,Mariners,103,103,365.0,373.7,361,346,0.99,0.93,205,161,0.56,0.43,173,152,0.47,0.41,355,347,0.97,0.93,61,42,0.17,0.11,5.05,3.88,1.46,1.33,8.75,8.36,2.05,2.28,1.5,1.01,4.27,3.66
777011,2025-07-25,142,120,Twins,Nationals,101,102,370.3,359.3,374,376,1.01,1.05,175,229,0.47,0.64,124,167,0.33,0.46,373,309,1.01,0.86,35,49,0.09,0.14,4.25,5.74,1.34,1.51,9.06,7.74,3.01,1.85,0.85,1.23,3.01,4.18
777007,2025-07-25,117,133,Astros,Athletics,100,105,352.7,399.3,276,405,0.78,1.01,128,240,0.36,0.6,128,201,0.36,0.5,406,413,1.15,1.03,38,53,0.11,0.13,3.27,5.41,1.15,1.52,10.36,9.31,3.17,2.05,0.97,1.19,3.27,4.53
777009,2025-07-25,140,144,Rangers,Braves,101,100,364.0,344.7,318,285,0.87,0.83,128,154,0.35,0.45,126,136,0.35,0.39,324,349,0.89,1.01,33,42,0.09,0.12,3.16,4.02,1.22,1.22,8.01,9.11,2.57,2.57,0.82,1.1,3.12,3.55
777017,2025-07-25,145,112,White Sox,Cubs,103,102,409.7,369.3,372,339,0.91,0.92,176,154,0.43,0.42,184,131,0.45,0.35,369,311,0.9,0.84,43,41,0.1,0.11,3.87,3.75,1.36,1.27,8.11,7.58,2.01,2.37,0.94,1.0,4.04,3.19
777005,2025-07-25,138,135,Cardinals,Padres,102,101,361.7,373.0,324,300,0.9,0.8,143,127,0.4,0.34,131,146,0.36,0.39,331,374,0.92,1.0,30,32,0.08,0.09,3.56,3.06,1.26,1.2,8.24,9.02,2.53,2.56,0.75,0.77,3.26,3.52
777012,2025-07-25,111,119,Red Sox,Dodgers,102,103,379.3,452.7,317,439,0.84,0.97,141,223,0.37,0.49,155,175,0.41,0.39,357,458,0.94,1.01,29,58,0.08,0.13,3.35,4.43,1.24,1.36,8.47,9.11,2.3,2.62,0.69,1.15,3.68,3.48
777013,2025-07-25,113,139,Reds,Rays,100,102,359.3,348.3,301,318,0.84,0.91,155,149,0.43,0.43,163,121,0.45,0.35,330,358,0.92,1.03,45,48,0.13,0.14,3.88,3.85,1.29,1.26,8.27,9.25,2.02,2.96,1.13,1.24,4.08,3.13
777015,2025-07-25,147,143,Yankees,Phillies,102,100,358.0,334.3,311,323,0.87,0.97,162,156,0.45,0.47,154,125,0.43,0.37,368,324,1.03,0.97,45,45,0.13,0.13,4.07,4.2,1.3,1.34,9.25,8.72,2.39,2.59,1.13,1.21,3.87,3.36
777020,2025-07-25,110,115,Orioles,Rockies,102,102,383.3,392.0,372,407,0.97,1.04,202,210,0.53,0.54,176,177,0.46,0.45,408,337,1.06,0.86,54,57,0.14,0.15,4.74,4.82,1.43,1.49,9.58,7.74,2.32,1.9,1.27,1.31,4.13,4.06
777014,2025-07-25,134,109,Pirates,D-backs,102,103,357.0,348.7,307,359,0.86,1.03,156,191,0.44,0.55,133,144,0.37,0.41,320,333,0.9,0.96,35,46,0.1,0.13,3.93,4.93,1.23,1.44,8.07,8.6,2.41,2.31,0.88,1.19,3.35,3.72
777008,2025-07-25,158,146,Brewers,Marlins,102,101,395.0,402.7,341,373,0.86,0.93,171,179,0.43,0.44,151,152,0.38,0.38,381,356,0.96,0.88,42,46,0.11,0.11,3.9,4.0,1.25,1.3,8.68,7.96,2.52,2.34,0.96,1.03,3.44,3.4
777016,2025-07-25,116,141,Tigers,Blue Jays,103,102,399.0,383.7,377,306,0.94,0.8,179,152,0.45,0.4,135,154,0.34,0.4,341,421,0.85,1.1,46,45,0.12,0.12,4.04,3.57,1.28,1.2,7.69,9.88,2.53,2.73,1.04,1.06,3.05,3.61
