game_pk,date,home_team_id,away_team_id,home_team_name,away_team_name,home_games,away_games,home_total_ip,away_total_ip,home_total_hits,away_total_hits,home_total_hits_per_ip,away_total_hits_per_ip,home_total_earned_runs,away_total_earned_runs,home_total_earned_runs_per_ip,away_total_earned_runs_per_ip,home_total_walks,away_total_walks,home_total_walks_per_ip,away_total_walks_per_ip,home_total_strikeouts,away_total_strikeouts,home_total_strikeouts_per_ip,away_total_strikeouts_per_ip,home_total_homeruns,away_total_homeruns,home_total_homeruns_per_ip,away_total_homeruns_per_ip,home_era,away_era,home_whip,away_whip,home_k_per_9,away_k_per_9,home_k_bb_ratio,away_k_bb_ratio,home_hr_per_9,away_hr_per_9,home_bb_per_9,away_bb_per_9
777970,2025-05-10,136,141,Mariners,Blue Jays,37,38,144.3,141.7,138,119,0.96,0.84,55,65,0.38,0.46,55,57,0.38,0.4,119,175,0.82,1.24,16,17,0.11,0.12,3.43,4.13,1.34,1.24,7.42,11.12,2.16,3.07,1.0,1.08,3.43,3.62
777976,2025-05-10,115,135,Rockies,Padres,38,36,147.7,136.7,136,100,0.92,0.73,65,42,0.44,0.31,74,45,0.5,0.33,130,138,0.88,1.01,15,13,0.1,0.1,3.96,2.77,1.42,1.06,7.92,9.09,1.76,3.07,0.91,0.86,4.51,2.96
777975,2025-05-10,109,119,D-backs,Dodgers,39,39,136.3,169.0,130,154,0.95,0.91,75,69,0.55,0.41,51,60,0.37,0.36,139,187,1.02,1.11,20,20,0.15,0.12,4.95,3.67,1.33,1.27,9.18,9.96,2.73,3.12,1.32,1.07,3.37,3.2
777974,2025-05-10,142,137,Twins,Giants,39,39,138.7,129.3,116,92,0.84,0.71,52,33,0.38,0.26,44,46,0.32,0.36,151,122,1.09,0.94,13,9,0.09,0.07,3.38,2.3,1.15,1.07,9.8,8.49,3.43,2.65,0.84,0.63,2.86,3.2
777982,2025-05-10,121,112,Mets,Cubs,39,39,146.7,141.7,125,129,0.85,0.91,51,70,0.35,0.49,51,70,0.35,0.49,152,117,1.04,0.83,12,10,0.08,0.07,3.13,4.45,1.2,1.4,9.33,7.43,2.98,1.67,0.74,0.64,3.13,4.45
777978,2025-05-10,145,146,White Sox,Marlins,39,37,151.7,154.0,137,160,0.9,1.04,78,90,0.51,0.58,74,85,0.49,0.55,144,136,0.95,0.88,21,21,0.14,0.14,4.63,5.26,1.39,1.59,8.55,7.95,1.95,1.6,1.25,1.23,4.39,4.97
777977,2025-05-10,118,111,Royals,Red Sox,40,40,127.0,141.0,106,126,0.83,0.89,39,58,0.31,0.41,42,46,0.33,0.33,106,136,0.83,0.96,10,10,0.08,0.07,2.76,3.7,1.17,1.22,7.51,8.68,2.52,2.96,0.71,0.64,2.98,2.94
777973,2025-05-10,108,110,Angels,Orioles,37,37,122.3,132.7,157,151,1.28,1.14,95,77,0.78,0.58,56,65,0.46,0.49,121,135,0.99,1.02,25,19,0.2,0.14,6.99,5.22,1.74,1.63,8.9,9.16,2.16,2.08,1.84,1.29,4.12,4.41
777983,2025-05-10,114,143,Guardians,Phillies,38,38,142.7,127.3,141,132,0.99,1.04,59,67,0.41,0.53,51,44,0.36,0.35,145,135,1.02,1.06,13,16,0.09,0.13,3.72,4.74,1.35,1.38,9.15,9.54,2.84,3.07,0.82,1.13,3.22,3.11
777987,2025-05-10,116,140,Tigers,Rangers,39,38,128.0,135.0,91,120,0.71,0.89,34,60,0.27,0.44,44,47,0.34,0.35,115,125,0.9,0.93,10,13,0.08,0.1,2.39,4.0,1.05,1.24,8.09,8.33,2.61,2.66,0.7,0.87,3.09,3.13
777981,2025-05-10,139,158,Rays,Brewers,38,39,132.3,149.3,117,134,0.88,0.9,49,81,0.37,0.54,42,72,0.32,0.48,122,145,0.92,0.97,18,16,0.14,0.11,3.33,4.88,1.2,1.38,8.3,8.74,2.9,2.01,1.22,0.96,2.86,4.34
777972,2025-05-10,133,147,Athletics,Yankees,39,38,144.3,137.7,139,99,0.96,0.72,77,51,0.53,0.37,79,68,0.55,0.49,153,151,1.06,1.1,11,8,0.08,0.06,4.8,3.33,1.51,1.21,9.54,9.87,1.94,2.22,0.69,0.52,4.93,4.45
777985,2025-05-10,134,144,Pirates,Braves,39,38,136.0,128.7,123,88,0.9,0.68,65,53,0.48,0.41,55,57,0.4,0.44,118,134,0.87,1.04,14,15,0.1,0.12,4.3,3.71,1.31,1.13,7.81,9.37,2.15,2.35,0.93,1.05,3.64,3.99
777980,2025-05-10,120,138,Nationals,Cardinals,39,38,129.7,133.7,149,120,1.15,0.9,105,63,0.81,0.47,77,54,0.59,0.4,124,110,0.96,0.82,15,11,0.12,0.08,7.29,4.24,1.74,1.3,8.61,7.41,1.61,2.04,1.04,0.74,5.34,3.64
777979,2025-05-10,117,113,Astros,Reds,36,40,125.3,139.3,93,104,0.74,0.75,38,55,0.3,0.39,46,61,0.37,0.44,144,120,1.15,0.86,9,20,0.07,0.14,2.73,3.55,1.11,1.18,10.34,7.75,3.13,1.97,0.65,1.29,3.3,3.94
