game_pk,date,home_team_id,away_team_id,home_team_name,away_team_name,home_games,away_games,home_total_ip,away_total_ip,home_total_hits,away_total_hits,home_total_hits_per_ip,away_total_hits_per_ip,home_total_earned_runs,away_total_earned_runs,home_total_earned_runs_per_ip,away_total_earned_runs_per_ip,home_total_walks,away_total_walks,home_total_walks_per_ip,away_total_walks_per_ip,home_total_strikeouts,away_total_strikeouts,home_total_strikeouts_per_ip,away_total_strikeouts_per_ip,home_total_homeruns,away_total_homeruns,home_total_homeruns_per_ip,away_total_homeruns_per_ip,home_era,away_era,home_whip,away_whip,home_k_per_9,away_k_per_9,home_k_bb_ratio,away_k_bb_ratio,home_hr_per_9,away_hr_per_9,home_bb_per_9,away_bb_per_9
777763,2025-05-26,108,147,Angels,Yankees,52,52,171.7,186.0,205,141,1.19,0.76,123,68,0.72,0.37,87,83,0.51,0.45,168,207,0.98,1.11,33,14,0.19,0.08,6.45,3.29,1.7,1.2,8.81,10.02,1.93,2.49,1.73,0.68,4.56,4.02
777756,2025-05-26,135,146,Padres,Marlins,49,51,181.0,207.0,144,211,0.8,1.02,69,113,0.38,0.55,72,99,0.4,0.48,185,186,1.02,0.9,19,24,0.1,0.12,3.43,4.91,1.19,1.5,9.2,8.09,2.57,1.88,0.94,1.04,3.58,4.3
777761,2025-05-26,109,134,D-backs,Pirates,53,53,177.0,184.3,178,171,1.01,0.93,103,94,0.58,0.51,70,79,0.4,0.43,177,159,1.0,0.86,26,16,0.15,0.09,5.24,4.59,1.4,1.36,9.0,7.76,2.53,2.01,1.32,0.78,3.56,3.86
777762,2025-05-26,139,142,Rays,Twins,52,52,174.7,189.3,149,152,0.85,0.8,64,63,0.37,0.33,62,58,0.35,0.31,157,205,0.9,1.08,23,15,0.13,0.08,3.3,2.99,1.21,1.11,8.09,9.74,2.53,3.53,1.19,0.71,3.19,2.76
777769,2025-05-26,114,119,Guardians,Dodgers,52,53,191.7,229.7,189,217,0.99,0.94,81,100,0.42,0.44,70,76,0.37,0.33,204,244,1.06,1.06,18,32,0.09,0.14,3.8,3.92,1.35,1.28,9.58,9.56,2.91,3.21,0.85,1.25,3.29,2.98
777758,2025-05-26,121,145,Mets,White Sox,53,53,198.0,202.7,157,185,0.79,0.91,60,104,0.3,0.51,73,99,0.37,0.49,198,189,1.0,0.93,13,27,0.07,0.13,2.73,4.62,1.16,1.4,9.0,8.39,2.71,1.91,0.59,1.2,3.32,4.4
777760,2025-05-26,118,113,Royals,Reds,54,54,170.7,195.0,150,162,0.88,0.83,61,89,0.36,0.46,57,80,0.33,0.41,140,172,0.82,0.88,17,30,0.1,0.15,3.22,4.11,1.21,1.24,7.38,7.94,2.46,2.15,0.9,1.38,3.01,3.69
777771,2025-05-26,110,138,Orioles,Cardinals,52,52,196.3,175.7,206,159,1.05,0.91,118,78,0.6,0.44,98,67,0.5,0.38,199,145,1.01,0.83,31,12,0.16,0.07,5.41,4.0,1.55,1.29,9.12,7.43,2.03,2.16,1.42,0.61,4.49,3.43
777757,2025-05-26,112,115,Cubs,Rockies,53,53,193.7,201.0,177,205,0.91,1.02,86,97,0.44,0.48,86,97,0.44,0.48,164,167,0.85,0.83,15,26,0.08,0.13,4.0,4.34,1.36,1.5,7.62,7.48,1.91,1.72,0.7,1.16,4.0,4.34
777764,2025-05-26,158,111,Brewers,Red Sox,54,55,215.3,203.3,202,183,0.94,0.9,113,83,0.52,0.41,96,76,0.45,0.37,208,188,0.97,0.92,22,15,0.1,0.07,4.72,3.67,1.38,1.27,8.69,8.32,2.17,2.47,0.92,0.66,4.01,3.36
777770,2025-05-26,116,137,Tigers,Giants,53,53,191.7,179.0,165,127,0.86,0.71,71,50,0.37,0.28,66,58,0.34,0.32,171,164,0.89,0.92,19,14,0.1,0.08,3.33,2.51,1.21,1.03,8.03,8.25,2.59,2.83,0.89,0.7,3.1,2.92
777759,2025-05-26,140,141,Rangers,Blue Jays,53,52,175.0,196.3,160,152,0.91,0.77,76,81,0.43,0.41,66,70,0.38,0.36,163,224,0.93,1.14,18,23,0.1,0.12,3.91,3.71,1.29,1.13,8.38,10.27,2.47,3.2,0.93,1.05,3.39,3.21
