game_pk,date,home_team_id,away_team_id,home_team_name,away_team_name,home_games,away_games,home_total_ip,away_total_ip,home_total_hits,away_total_hits,home_total_hits_per_ip,away_total_hits_per_ip,home_total_earned_runs,away_total_earned_runs,home_total_earned_runs_per_ip,away_total_earned_runs_per_ip,home_total_walks,away_total_walks,home_total_walks_per_ip,away_total_walks_per_ip,home_total_strikeouts,away_total_strikeouts,home_total_strikeouts_per_ip,away_total_strikeouts_per_ip,home_total_homeruns,away_total_homeruns,home_total_homeruns_per_ip,away_total_homeruns_per_ip,home_era,away_era,home_whip,away_whip,home_k_per_9,away_k_per_9,home_k_bb_ratio,away_k_bb_ratio,home_hr_per_9,away_hr_per_9,home_bb_per_9,away_bb_per_9
777711,2025-05-30,118,116,Royals,Tigers,57,56,183.7,203.0,163,176,0.89,0.87,69,73,0.38,0.36,62,68,0.34,0.33,156,178,0.85,0.88,19,19,0.1,0.09,3.38,3.24,1.23,1.2,7.64,7.89,2.52,2.62,0.93,0.84,3.04,3.01
777713,2025-05-30,136,142,Mariners,Twins,55,55,206.3,198.0,206,162,1.0,0.82,83,70,0.4,0.35,77,61,0.37,0.31,179,214,0.87,1.08,25,17,0.12,0.09,3.62,3.18,1.37,1.13,7.81,9.73,2.32,3.51,1.09,0.77,3.36,2.77
777707,2025-05-30,135,134,Padres,Pirates,52,56,193.7,195.3,156,178,0.81,0.91,71,96,0.37,0.49,75,81,0.39,0.41,196,172,1.01,0.88,20,17,0.1,0.09,3.3,4.42,1.19,1.33,9.11,7.92,2.61,2.12,0.93,0.78,3.49,3.73
777708,2025-05-30,119,147,Dodgers,Yankees,56,55,239.7,194.0,232,148,0.97,0.76,108,70,0.45,0.36,79,85,0.33,0.44,255,216,1.06,1.11,33,15,0.14,0.08,4.06,3.25,1.3,1.2,9.58,10.02,3.23,2.54,1.24,0.7,2.97,3.94
777710,2025-05-30,109,120,D-backs,Nationals,56,56,185.3,188.0,191,204,1.03,1.09,113,127,0.61,0.68,75,98,0.4,0.52,186,175,1.0,0.93,28,18,0.15,0.1,5.49,6.08,1.44,1.61,9.03,8.38,2.48,1.79,1.36,0.86,3.64,4.69
777714,2025-05-30,117,139,Astros,Rays,54,56,194.3,185.7,146,159,0.75,0.86,67,66,0.34,0.36,77,62,0.4,0.33,219,169,1.13,0.91,15,24,0.08,0.13,3.1,3.2,1.15,1.19,10.14,8.19,2.84,2.73,0.69,1.16,3.57,3.01
777709,2025-05-30,140,138,Rangers,Cardinals,56,55,188.7,187.0,169,167,0.9,0.89,78,78,0.41,0.42,73,69,0.39,0.37,174,158,0.92,0.84,19,12,0.1,0.06,3.72,3.75,1.28,1.26,8.3,7.6,2.38,2.29,0.91,0.58,3.48,3.32
777715,2025-05-30,143,158,Phillies,Brewers,56,57,181.7,229.7,182,213,1.0,0.93,93,116,0.51,0.51,72,104,0.4,0.45,189,222,1.04,0.97,22,23,0.12,0.1,4.61,4.55,1.4,1.38,9.36,8.7,2.62,2.13,1.09,0.9,3.57,4.08
777717,2025-05-30,146,137,Marlins,Giants,54,56,221.3,188.7,221,131,1.0,0.69,118,50,0.53,0.27,104,60,0.47,0.32,195,178,0.88,0.94,27,14,0.12,0.07,4.8,2.39,1.47,1.01,7.93,8.49,1.88,2.97,1.1,0.67,4.23,2.86
777718,2025-05-30,121,115,Mets,Rockies,56,56,210.7,211.7,169,209,0.8,0.99,66,98,0.31,0.46,80,104,0.38,0.49,208,176,0.99,0.83,14,26,0.07,0.12,2.82,4.17,1.18,1.48,8.89,7.48,2.6,1.69,0.6,1.11,3.42,4.42
777721,2025-05-30,114,108,Guardians,Angels,55,55,205.0,181.0,202,210,0.99,1.16,91,124,0.44,0.69,76,92,0.37,0.51,218,183,1.06,1.01,21,34,0.1,0.19,4.0,6.17,1.36,1.67,9.57,9.1,2.87,1.99,0.92,1.69,3.34,4.57
777716,2025-05-30,141,133,Blue Jays,Athletics,56,57,209.7,213.7,157,234,0.75,1.1,82,144,0.39,0.67,74,121,0.35,0.57,239,225,1.14,1.05,23,29,0.11,0.14,3.52,6.07,1.1,1.66,10.26,9.48,3.23,1.86,0.99,1.22,3.18,5.1
777720,2025-05-30,110,145,Orioles,White Sox,55,56,207.3,212.7,216,195,1.04,0.92,123,108,0.59,0.51,102,105,0.49,0.49,217,202,1.05,0.95,32,27,0.15,0.13,5.34,4.57,1.53,1.41,9.42,8.55,2.13,1.92,1.39,1.14,4.43,4.44
777712,2025-05-30,112,113,Cubs,Reds,56,57,204.3,202.0,183,165,0.9,0.82,86,91,0.42,0.45,90,84,0.44,0.42,171,178,0.84,0.88,15,30,0.07,0.15,3.79,4.05,1.34,1.23,7.53,7.93,1.9,2.12,0.66,1.34,3.96,3.74
777719,2025-05-30,144,111,Braves,Red Sox,55,58,181.0,215.7,146,195,0.81,0.9,74,90,0.41,0.42,82,84,0.45,0.39,176,198,0.97,0.92,20,16,0.11,0.07,3.68,3.76,1.26,1.29,8.75,8.26,2.15,2.36,0.99,0.67,4.08,3.51
