game_pk,date,home_team_id,away_team_id,home_team_name,away_team_name,home_games,away_games,home_total_ip,away_total_ip,home_total_hits,away_total_hits,home_total_hits_per_ip,away_total_hits_per_ip,home_total_earned_runs,away_total_earned_runs,home_total_earned_runs_per_ip,away_total_earned_runs_per_ip,home_total_walks,away_total_walks,home_total_walks_per_ip,away_total_walks_per_ip,home_total_strikeouts,away_total_strikeouts,home_total_strikeouts_per_ip,away_total_strikeouts_per_ip,home_total_homeruns,away_total_homeruns,home_total_homeruns_per_ip,away_total_homeruns_per_ip,home_era,away_era,home_whip,away_whip,home_k_per_9,away_k_per_9,home_k_bb_ratio,away_k_bb_ratio,home_hr_per_9,away_hr_per_9,home_bb_per_9,away_bb_per_9
777681,2025-06-01,135,134,Padres,Pirates,54,58,201.0,200.0,162,178,0.81,0.89,73,96,0.36,0.48,78,83,0.39,0.41,206,177,1.02,0.89,20,17,0.1,0.09,3.27,4.32,1.19,1.3,9.22,7.96,2.64,2.13,0.9,0.77,3.49,3.73
777680,2025-06-01,136,142,Mariners,Twins,57,57,216.7,207.3,221,169,1.02,0.82,91,74,0.42,0.36,82,63,0.38,0.3,192,220,0.89,1.06,27,19,0.12,0.09,3.78,3.21,1.4,1.12,7.98,9.55,2.34,3.49,1.12,0.82,3.41,2.73
777679,2025-06-01,109,120,D-backs,Nationals,58,58,198.3,195.7,203,210,1.02,1.07,119,131,0.6,0.67,82,102,0.41,0.52,193,183,0.97,0.94,28,19,0.14,0.1,5.4,6.03,1.44,1.59,8.76,8.42,2.35,1.79,1.27,0.87,3.72,4.69
777682,2025-06-01,119,147,Dodgers,Yankees,58,57,245.7,203.7,237,167,0.96,0.82,109,83,0.44,0.41,81,90,0.33,0.44,260,220,1.06,1.08,34,19,0.14,0.09,3.99,3.67,1.29,1.26,9.53,9.72,3.21,2.44,1.25,0.84,2.97,3.98
777690,2025-06-01,117,139,Astros,Rays,55,57,198.3,187.7,159,164,0.8,0.87,79,68,0.4,0.36,80,62,0.4,0.33,225,173,1.13,0.92,18,25,0.09,0.13,3.58,3.26,1.21,1.2,10.21,8.3,2.81,2.79,0.82,1.2,3.63,2.97
777677,2025-06-01,118,116,Royals,Tigers,59,58,191.3,209.7,170,182,0.89,0.87,72,76,0.38,0.36,64,71,0.33,0.34,167,184,0.87,0.88,20,19,0.1,0.09,3.39,3.26,1.22,1.21,7.86,7.9,2.61,2.59,0.94,0.82,3.01,3.05
777689,2025-06-01,146,137,Marlins,Giants,56,58,228.7,193.7,226,134,0.99,0.69,118,50,0.52,0.26,105,64,0.46,0.33,203,184,0.89,0.95,27,14,0.12,0.07,4.64,2.32,1.45,1.02,7.99,8.55,1.93,2.88,1.06,0.65,4.13,2.97
777687,2025-06-01,112,113,Cubs,Reds,58,59,215.7,206.0,184,173,0.85,0.84,86,95,0.4,0.46,93,88,0.43,0.43,185,182,0.86,0.88,15,30,0.07,0.15,3.59,4.15,1.28,1.27,7.72,7.95,1.99,2.07,0.63,1.31,3.88,3.84
777683,2025-06-01,114,108,Guardians,Angels,57,57,212.7,186.3,209,216,0.98,1.16,94,128,0.44,0.69,79,96,0.37,0.52,229,186,1.08,1.0,22,35,0.1,0.19,3.98,6.18,1.35,1.67,9.69,8.98,2.9,1.94,0.93,1.69,3.34,4.64
777685,2025-06-01,141,133,Blue Jays,Athletics,58,59,221.3,221.7,167,243,0.75,1.1,86,149,0.39,0.67,80,126,0.36,0.57,247,228,1.12,1.03,24,30,0.11,0.14,3.5,6.05,1.12,1.66,10.04,9.26,3.09,1.81,0.98,1.22,3.25,5.12
777688,2025-06-01,143,158,Phillies,Brewers,58,59,192.3,238.7,198,222,1.03,0.93,100,123,0.52,0.52,75,104,0.39,0.44,199,224,1.03,0.94,25,25,0.13,0.1,4.68,4.64,1.42,1.37,9.31,8.45,2.65,2.15,1.17,0.94,3.51,3.92
777684,2025-06-01,110,145,Orioles,White Sox,57,58,212.3,221.7,220,201,1.04,0.91,125,110,0.59,0.5,107,108,0.5,0.49,224,211,1.05,0.95,32,27,0.15,0.12,5.3,4.47,1.54,1.39,9.49,8.57,2.09,1.95,1.36,1.1,4.54,4.38
777692,2025-06-01,144,111,Braves,Red Sox,57,60,187.0,222.3,151,197,0.81,0.89,76,90,0.41,0.4,83,85,0.44,0.38,184,206,0.98,0.93,20,16,0.11,0.07,3.66,3.64,1.25,1.27,8.86,8.34,2.22,2.42,0.96,0.65,3.99,3.44
777678,2025-06-01,140,138,Rangers,Cardinals,58,57,195.7,192.0,173,175,0.88,0.91,79,84,0.4,0.44,75,72,0.38,0.38,180,162,0.92,0.84,19,13,0.1,0.07,3.63,3.94,1.27,1.29,8.28,7.59,2.4,2.25,0.87,0.61,3.45,3.38
777686,2025-06-01,121,115,Mets,Rockies,58,58,216.7,217.7,171,214,0.79,0.98,67,100,0.31,0.46,82,106,0.38,0.49,216,182,1.0,0.84,15,28,0.07,0.13,2.78,4.13,1.17,1.47,8.97,7.53,2.63,1.72,0.62,1.16,3.41,4.38
