gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
113,990,968,489,193,15,152,964,349,9,969,29,.251,3859,.316,.427,.743,17,62,.785,89,15973,4274,1648,474,771,10,22,.295,1.02,5,25.39,Athletics
111,953,942,390,153,16,77,968,352,14,858,35,.233,3689,.304,.345,.649,26,87,.770,85,16014,4112,1274,378,773,9,23,.293,1.01,4,47.91,Pittsburgh Pirates
111,1006,1056,454,169,14,93,776,348,14,927,35,.250,3703,.318,.379,.697,19,74,.796,71,15775,4149,1403,425,777,32,30,.291,0.95,1,39.82,San Diego Padres
112,916,1030,506,152,6,156,996,377,17,935,60,.244,3833,.319,.409,.728,26,109,.807,72,17023,4314,1567,485,803,19,25,.288,0.89,0,24.57,Seattle Mariners
111,852,1076,453,172,20,103,940,385,9,852,47,.232,3667,.311,.374,.685,17,49,.742,75,16417,4153,1373,432,752,21,32,.282,0.79,1,35.60,San Francisco Giants
112,879,1135,492,198,4,107,856,348,12,940,54,.249,3769,.320,.389,.709,16,62,.795,82,16269,4214,1467,470,764,13,28,.294,0.77,2,35.22,St. Louis Cardinals
113,954,972,509,167,11,121,942,334,9,959,34,.253,3786,.317,.399,.716,37,145,.797,77,16206,4197,1511,479,722,10,31,.304,0.98,2,31.29,Tampa Bay Rays
112,859,1115,461,164,12,117,934,331,16,866,46,.232,3736,.300,.376,.676,23,101,.815,60,16031,4152,1405,440,728,8,30,.276,0.77,1,31.93,Texas Rangers
112,1017,1100,527,199,7,120,740,373,21,1004,45,.264,3805,.334,.414,.748,17,55,.764,85,16112,4286,1577,503,817,27,29,.297,0.92,7,31.71,Toronto Blue Jays
110,882,1023,457,172,12,126,913,326,5,885,65,.241,3676,.312,.397,.709,20,55,.733,75,15943,4095,1459,436,743,2,25,.285,0.86,1,29.18,Minnesota Twins
110,945,999,514,178,14,128,886,374,13,951,38,.254,3743,.326,.412,.738,19,94,.832,66,16290,4195,1541,491,781,12,26,.299,0.95,2,29.24,Philadelphia Phillies
109,909,989,457,163,13,117,947,393,11,899,32,.242,3709,.318,.388,.706,14,51,.785,69,16510,4170,1439,443,809,11,24,.293,0.92,1,31.70,Atlanta Braves
111,848,1087,423,174,9,103,927,350,7,837,29,.229,3653,.299,.366,.665,19,69,.784,71,15878,4083,1338,407,733,17,29,.277,0.78,5,35.47,Chicago White Sox
