gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
89,799,751,369,138,10,110,750,287,5,752,21,.248,3028,.316,.410,.726,12,49,.803,82,12602,3363,1240,357,609,7,17,.294,1.06,3,27.53,Athletics
88,752,744,310,117,14,61,761,284,12,682,30,.234,2910,.307,.347,.654,22,75,.773,76,12737,3257,1010,300,610,8,21,.294,1.01,4,47.70,Pittsburgh Pirates
86,776,822,352,127,11,73,605,276,9,700,23,.245,2859,.314,.374,.688,16,58,.784,56,12256,3203,1068,328,584,19,25,.284,0.94,1,39.16,San Diego Padres
87,718,809,394,121,4,114,764,299,14,745,47,.248,2999,.324,.405,.729,22,80,.784,57,13267,3382,1216,381,647,15,22,.294,0.89,0,26.31,Seattle Mariners
88,669,851,366,133,15,81,741,312,6,667,34,.231,2883,.311,.372,.683,17,45,.726,61,12933,3275,1073,347,582,18,27,.281,0.79,1,35.59,San Francisco Giants
88,690,893,403,151,4,87,682,276,12,754,46,.253,2985,.323,.393,.716,15,47,.758,61,12918,3342,1174,383,611,9,25,.298,0.77,1,34.31,St. Louis Cardinals
87,725,761,416,133,9,100,722,264,7,760,28,.259,2937,.323,.412,.735,27,113,.807,61,12620,3262,1211,395,557,8,23,.309,0.95,2,29.37,Tampa Bay Rays
87,665,878,330,121,8,88,713,252,10,661,35,.229,2887,.296,.368,.664,20,78,.796,45,12325,3205,1062,316,575,5,25,.271,0.76,1,32.81,Texas Rangers
87,794,846,401,146,4,92,585,294,16,761,34,.259,2942,.330,.405,.735,15,46,.754,64,12511,3321,1191,384,627,18,26,.292,0.94,7,31.98,Toronto Blue Jays
87,708,807,359,135,8,97,722,251,5,693,51,.238,2910,.308,.390,.698,15,43,.741,57,12629,3233,1135,346,581,2,18,.283,0.88,1,30.00,Minnesota Twins
87,738,801,399,135,13,92,686,301,10,755,33,.256,2952,.330,.404,.734,16,76,.826,54,12866,3314,1192,380,624,9,19,.302,0.92,0,32.09,Philadelphia Phillies
86,729,756,348,117,9,88,742,301,10,708,24,.243,2908,.318,.381,.699,13,43,.768,53,12895,3260,1107,335,635,7,20,.296,0.96,0,33.04,Atlanta Braves
87,667,825,294,129,8,67,756,280,4,624,20,.220,2837,.292,.342,.634,18,58,.763,50,12422,3176,970,279,586,13,22,.274,0.81,4,42.34,Chicago White Sox
85,763,761,360,143,14,75,688,258,7,741,19,.254,2915,.317,.390,.707,27,69,.719,49,12124,3230,1137,347,601,16,22,.306,1.00,0,38.87,Miami Marlins
87,670,793,445,153,14,131,776,352,28,753,36,.254,2959,.338,.448,.786,20,61,.753,59,13395,3385,1327,425,656,4,29,.299,0.84,5,22.59,New York Yankees
87,762,779,409,125,8,85,697,305,10,718,34,.247,2912,.323,.383,.706,30,99,.767,46,12864,3298,1114,380,600,18,26,.294,0.98,3,34.26,Milwaukee Brewers
86,654,746,371,116,10,127,842,241,11,659,46,.229,2876,.297,.409,.706,18,38,.679,51,12511,3191,1176,357,531,7,18,.276,0.88,3,22.65,Los Angeles Angels
87,755,820,451,152,18,130,683,306,9,750,39,.254,2957,.328,.449,.777,19,62,.765,59,12919,3354,1328,441,590,15,36,.284,0.92,1,22.75,Arizona Diamondbacks
86,684,774,357,133,10,101,756,242,7,692,39,.240,2879,.306,.399,.705,18,59,.766,62,12564,3187,1148,336,551,3,24,.289,0.88,0,28.50,Baltimore Orioles
89,718,776,430,175,13,107,819,295,16,773,41,.253,3059,.325,.423,.748,19,75,.798,48,13337,3423,1295,411,629,7,21,.309,0.93,0,28.59,Boston Red Sox
87,690,903,464,151,18,125,680,304,10,767,23,.255,3006,.326,.442,.768,18,102,.850,36,13126,3367,1329,455,605,7,27,.288,0.76,0,24.05,Chicago Cubs
87,716,756,404,143,11,94,755,290,7,722,29,.247,2920,.319,.400,.719,23,66,.742,56,12741,3268,1169,384,570,7,22,.300,0.95,0,31.06,Cincinnati Reds
85,642,840,309,115,8,84,700,264,12,622,29,.225,2765,.297,.363,.660,21,65,.756,51,12125,3097,1005,294,538,11,28,.268,0.76,0,32.92,Cleveland Guardians
87,663,753,310,140,25,83,856,229,5,673,30,.231,2918,.292,.381,.673,22,49,.690,64,12240,3204,1112,303,548,9,18,.295,0.88,0,35.16,Colorado Rockies
88,644,850,446,142,19,111,760,281,7,765,39,.256,2984,.325,.428,.753,7,30,.811,47,13031,3342,1278,428,591,5,30,.305,0.76,3,26.88,Detroit Tigers
87,719,813,367,122,9,93,665,250,7,752,40,.258,2918,.323,.401,.724,19,47,.712,71,12141,3239,1171,350,603,9,22,.302,0.88,0,31.38,Houston Astros
