gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
159,1373,1371,725,289,16,218,1376,492,14,1382,43,.254,5449,.318,.433,.751,28,79,.738,.262,115,22653,6042,2357,701,1085,18,35,.299,1.00,5,25.00,Athletics
159,1366,1337,570,242,21,113,1397,520,19,1214,53,.230,5269,.304,.349,.653,35,112,.762,.238,119,23065,5891,1837,549,1104,13,32,.290,1.02,4,46.63,Pittsburgh Pirates
159,1419,1519,678,248,18,147,1137,499,18,1339,57,.252,5322,.320,.388,.708,30,105,.778,.222,103,23015,5972,2064,639,1108,48,44,.292,0.93,2,36.20,San Diego Padres
159,1272,1462,760,230,9,237,1405,536,27,1324,87,.245,5400,.321,.423,.744,37,155,.807,.193,102,23918,6088,2283,729,1095,24,38,.286,0.87,2,22.78,Seattle Mariners
159,1235,1519,691,236,27,168,1363,543,14,1243,64,.235,5287,.311,.385,.696,23,68,.747,.253,103,23460,5968,2037,658,1058,22,51,.282,0.81,1,31.47,San Francisco Giants
159,1260,1544,685,261,8,146,1284,472,17,1313,88,.246,5336,.316,.380,.696,26,87,.770,.230,114,23098,5966,2028,649,1074,25,40,.296,0.82,5,36.55,St. Louis Cardinals
159,1376,1337,707,241,16,179,1363,455,10,1352,46,.252,5369,.313,.403,.716,48,190,.798,.202,107,23015,5931,2162,673,1016,16,43,.303,1.03,2,29.99,Tampa Bay Rays
159,1257,1579,667,239,15,172,1297,483,19,1250,60,.234,5333,.303,.382,.685,32,133,.806,.194,92,23102,5929,2035,641,1049,10,40,.276,0.80,3,31.01,Texas Rangers
159,1412,1573,776,287,12,185,1072,510,25,1432,65,.265,5411,.333,.425,.758,24,74,.755,.245,131,22929,6072,2298,749,1107,34,44,.297,0.90,8,29.25,Toronto Blue Jays
159,1283,1483,671,245,19,187,1334,489,10,1274,88,.239,5332,.311,.397,.708,33,112,.772,.228,103,23217,5952,2118,636,1072,8,34,.283,0.87,1,28.51,Minnesota Twins
