gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
104,848,930,439,168,11,125,896,285,9,839,49,.241,3483,.305,.403,.708,23,74,.763,76,15109,3847,1404,414,651,3,27,.287,0.91,0,27.86,Baltimore Orioles
106,876,918,516,215,18,129,961,342,17,917,47,.252,3643,.322,.427,.749,24,87,.784,58,15760,4062,1555,495,730,7,23,.306,0.95,0,28.24,Boston Red Sox
104,822,1088,548,175,20,155,799,353,10,918,28,.256,3589,.325,.445,.770,21,118,.849,45,15538,4010,1598,536,720,7,31,.286,0.76,2,23.16,Chicago Cubs
105,858,927,483,167,13,109,897,352,11,871,42,.248,3519,.321,.395,.716,25,76,.752,73,15372,3947,1391,452,702,8,26,.300,0.93,0,32.28,Cincinnati Reds
104,788,1049,402,156,10,109,852,336,19,764,35,.225,3394,.298,.373,.671,26,82,.759,58,15024,3824,1267,387,662,20,39,.265,0.75,0,31.14,Cleveland Guardians
104,804,887,375,165,28,102,1007,268,5,812,32,.233,3480,.293,.385,.678,26,55,.679,80,14482,3810,1339,365,645,12,18,.297,0.91,0,34.12,Colorado Rockies
106,763,1026,498,161,20,130,933,338,7,877,48,.246,3561,.317,.412,.729,10,44,.815,57,15594,3988,1468,479,703,5,33,.295,0.74,3,27.39,Detroit Tigers
105,863,983,455,158,10,116,832,308,9,912,48,.257,3546,.322,.406,.728,22,55,.714,85,14857,3946,1438,433,728,12,32,.303,0.88,0,30.57,Houston Astros
105,871,1119,372,181,18,89,720,246,14,859,40,.244,3521,.299,.381,.680,33,77,.700,56,14499,3857,1343,366,694,22,26,.281,0.78,2,39.56,Kansas City Royals
105,817,1007,553,168,15,160,879,377,21,912,37,.255,3578,.329,.444,.773,17,60,.779,69,15714,4031,1590,533,707,4,33,.292,0.81,2,22.36,Los Angeles Dodgers
104,1028,853,449,171,15,101,798,299,10,854,42,.244,3494,.310,.389,.699,35,88,.715,62,14725,3875,1358,430,659,16,23,.288,1.21,1,34.59,Washington Nationals
105,898,958,461,165,16,131,834,364,22,847,60,.242,3495,.322,.411,.733,10,85,.895,83,15616,3963,1437,448,745,9,33,.279,0.94,2,26.68,New York Mets
