gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
158,1361,1368,720,287,16,216,1364,489,14,1370,43,.253,5410,.318,.432,.750,28,79,.738,.262,114,22521,6000,2337,696,1075,18,35,.299,0.99,5,25.05,Athletics
158,1359,1331,569,241,21,113,1383,519,19,1211,53,.231,5239,.305,.350,.655,35,112,.762,.238,119,22953,5860,1833,548,1101,13,32,.291,1.02,4,46.36,Pittsburgh Pirates
159,1419,1519,678,248,18,147,1137,499,18,1339,57,.252,5322,.320,.388,.708,30,105,.778,.222,103,23015,5972,2064,639,1108,48,44,.292,0.93,2,36.20,San Diego Padres
158,1264,1452,754,229,9,236,1399,530,26,1314,86,.245,5367,.321,.423,.744,37,154,.806,.194,102,23767,6047,2269,723,1084,23,38,.286,0.87,2,22.74,Seattle Mariners
159,1235,1519,691,236,27,168,1363,543,14,1243,64,.235,5287,.311,.385,.696,23,68,.747,.253,103,23460,5968,2037,658,1058,22,51,.282,0.81,1,31.47,San Francisco Giants
159,1260,1544,685,261,8,146,1284,472,17,1313,88,.246,5336,.316,.380,.696,26,87,.770,.230,114,23098,5966,2028,649,1074,25,40,.296,0.82,5,36.55,St. Louis Cardinals
158,1371,1327,702,239,16,179,1354,453,10,1337,46,.251,5331,.313,.402,.715,48,189,.797,.203,105,22861,5890,2145,668,1007,16,42,.302,1.03,2,29.78,Tampa Bay Rays
158,1253,1567,667,238,15,172,1288,482,19,1247,60,.235,5305,.304,.383,.687,31,133,.811,.189,91,22978,5900,2031,641,1047,10,40,.277,0.80,3,30.84,Texas Rangers
158,1404,1562,770,286,11,183,1067,506,25,1425,63,.265,5380,.333,.424,.757,24,74,.755,.245,130,22789,6035,2282,743,1100,34,44,.298,0.90,8,29.40,Toronto Blue Jays
158,1278,1472,667,244,19,185,1325,488,10,1264,88,.239,5297,.311,.397,.708,32,112,.778,.222,103,23076,5916,2101,632,1067,8,34,.282,0.87,1,28.63,Minnesota Twins
158,1328,1426,772,267,24,210,1291,522,19,1402,60,.260,5392,.330,.435,.765,30,122,.803,.197,94,23419,6032,2347,747,1108,15,40,.303,0.93,3,25.68,Philadelphia Phillies
159,1338,1454,716,238,18,187,1343,566,14,1330,51,.246,5414,.321,.400,.721,24,81,.771,.229,96,24129,6083,2165,694,1143,15,36,.292,0.92,1,28.95,Atlanta Braves
158,1203,1549,621,236,10,157,1326,490,8,1213,47,.232,5236,.301,.371,.672,21,82,.796,.204,107,22693,5833,1940,600,1035,21,34,.279,0.78,5,33.35,Chicago White Sox
158,1439,1457,699,268,27,153,1224,470,13,1363,49,.251,5420,.315,.396,.711,42,133,.760,.240,93,22496,6002,2144,667,1089,19,44,.296,0.99,0,35.42,Miami Marlins
158,1175,1464,827,252,20,266,1429,621,45,1341,53,.251,5349,.332,.454,.786,36,133,.787,.213,103,24176,6092,2431,798,1102,7,53,.290,0.80,9,20.11,New York Yankees
159,1411,1436,797,258,18,164,1238,552,15,1406,69,.260,5415,.333,.405,.738,53,161,.752,.248,95,24055,6116,2192,741,1134,26,50,.306,0.98,4,33.02,Milwaukee Brewers
158,1166,1355,662,209,17,220,1590,474,22,1185,87,.226,5248,.299,.398,.697,26,87,.770,.230,97,23210,5864,2088,638,1000,13,35,.278,0.86,7,23.86,Los Angeles Angels
158,1345,1486,782,271,37,210,1271,527,21,1348,80,.252,5349,.325,.434,.759,38,120,.759,.241,106,23416,6060,2323,761,1079,37,64,.289,0.91,3,25.47,Arizona Diamondbacks
158,1289,1381,664,248,18,183,1413,469,14,1249,73,.236,5287,.305,.394,.699,35,120,.774,.226,102,23058,5874,2082,631,1016,4,41,.286,0.93,0,28.89,Baltimore Orioles
158,1335,1386,776,316,23,184,1381,510,24,1386,71,.255,5436,.325,.423,.748,38,137,.783,.217,95,23577,6070,2300,738,1102,13,40,.307,0.96,0,29.54,Boston Red Sox
158,1253,1601,767,262,27,211,1239,544,15,1336,45,.249,5364,.320,.426,.746,35,159,.820,.180,69,23321,6020,2285,745,1091,10,55,.283,0.78,2,25.42,Chicago Cubs
158,1282,1411,702,244,23,164,1377,515,15,1299,50,.244,5314,.315,.392,.707,30,104,.776,.224,102,23043,5934,2081,664,1059,12,43,.297,0.91,0,32.40,Cincinnati Reds
158,1197,1580,626,236,17,164,1308,483,29,1172,58,.226,5181,.297,.373,.670,33,123,.788,.212,78,22726,5798,1934,604,994,27,48,.268,0.76,0,31.59,Cleveland Guardians
