gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
136,1146,1185,670,271,21,164,1201,443,21,1176,64,.252,4663,.323,.425,.748,33,115,.777,.223,79,20244,5216,1981,639,936,11,35,.304,0.97,0,28.43,Boston Red Sox
135,1071,1389,667,225,24,185,1043,455,12,1148,38,.250,4598,.320,.430,.750,29,134,.822,.178,57,19833,5146,1976,651,924,9,44,.282,0.77,2,24.85,Chicago Cubs
135,1089,1210,602,213,20,133,1177,441,14,1119,47,.246,4545,.317,.390,.707,28,92,.767,.233,87,19695,5083,1771,567,912,12,38,.301,0.90,0,34.17,Cincinnati Reds
133,1005,1343,513,191,14,135,1101,409,26,975,52,.224,4355,.295,.367,.662,30,103,.774,.226,66,19143,4885,1599,494,844,23,46,.265,0.75,0,32.26,Cleveland Guardians
135,1051,1178,507,220,32,138,1260,337,5,1080,41,.239,4528,.296,.393,.689,34,71,.676,.324,98,18729,4948,1778,494,833,16,25,.299,0.89,1,32.81,Colorado Rockies
136,979,1297,655,208,31,174,1202,426,9,1143,57,.250,4574,.319,.423,.742,14,58,.806,.194,78,20061,5108,1935,630,882,5,42,.299,0.75,4,26.29,Detroit Tigers
135,1131,1264,571,204,11,151,1065,399,13,1158,57,.254,4568,.319,.402,.721,24,66,.733,.267,107,19024,5075,1837,546,941,15,35,.297,0.89,1,30.25,Houston Astros
135,1113,1436,526,240,19,130,918,354,18,1119,58,.247,4524,.308,.395,.703,38,99,.723,.277,81,18975,5001,1787,517,899,27,35,.282,0.78,3,34.80,Kansas City Royals
135,1037,1286,694,214,17,201,1141,499,26,1150,48,.252,4561,.329,.439,.768,23,78,.772,.228,92,20296,5163,2001,667,913,8,45,.291,0.81,2,22.69,Los Angeles Dodgers
134,1257,1113,566,221,21,126,1071,386,10,1096,51,.244,4488,.309,.387,.696,40,110,.733,.267,84,19062,4976,1737,544,847,18,31,.292,1.13,2,35.62,Washington Nationals
135,1168,1211,641,222,17,184,1080,476,25,1135,75,.250,4537,.328,.428,.756,13,112,.896,.104,106,20151,5147,1943,626,959,11,46,.287,0.96,2,24.66,New York Mets
