gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
136,1184,1163,616,243,16,185,1175,433,13,1176,35,.253,4652,.319,.431,.750,24,67,.736,.264,107,19409,5171,2006,598,929,14,32,.298,1.02,5,25.15,Athletics
136,1173,1145,488,203,18,98,1180,437,18,1053,44,.234,4508,.306,.352,.658,29,102,.779,.221,105,19708,5036,1586,471,947,13,30,.293,1.02,4,46.00,Pittsburgh Pirates
135,1228,1277,568,220,16,116,944,433,16,1132,49,.252,4500,.321,.385,.706,26,90,.776,.224,89,19469,5065,1732,533,949,42,39,.292,0.96,2,38.79,San Diego Padres
135,1080,1241,620,185,7,192,1204,454,19,1110,71,.242,4587,.318,.411,.729,32,134,.807,.193,82,20376,5161,1885,595,941,21,27,.285,0.87,1,23.89,Seattle Mariners
135,1019,1312,566,202,24,138,1160,455,9,1051,55,.235,4481,.310,.383,.693,18,62,.775,.225,87,19916,5053,1715,539,908,22,39,.283,0.78,1,32.47,San Francisco Giants
136,1068,1356,595,226,5,129,1072,409,14,1132,66,.247,4576,.316,.384,.700,21,77,.786,.214,96,19712,5107,1755,566,917,18,34,.294,0.79,4,35.47,St. Louis Cardinals
134,1147,1148,600,203,14,151,1150,389,9,1137,42,.251,4534,.314,.402,.716,43,172,.800,.200,83,19423,5015,1821,568,865,12,36,.302,1.00,2,30.03,Tampa Bay Rays
136,1065,1344,578,207,12,151,1111,410,18,1078,56,.237,4555,.305,.387,.692,29,115,.799,.201,76,19726,5066,1762,556,894,8,35,.279,0.79,2,30.17,Texas Rangers
135,1215,1315,666,243,9,162,909,442,22,1233,59,.268,4608,.337,.430,.767,19,67,.779,.221,112,19547,5180,1980,642,961,30,34,.300,0.92,7,28.44,Toronto Blue Jays
134,1088,1254,563,206,16,160,1109,410,8,1070,77,.238,4488,.311,.398,.709,26,76,.745,.255,87,19548,5009,1788,536,903,6,27,.280,0.87,1,28.05,Minnesota Twins
135,1145,1236,646,223,19,168,1075,441,14,1186,50,.258,4597,.328,.424,.752,24,110,.821,.179,79,19910,5136,1951,621,945,14,31,.301,0.93,3,27.36,Philadelphia Phillies
135,1126,1223,599,205,14,153,1163,488,13,1123,44,.244,4594,.321,.395,.716,19,68,.782,.218,79,20436,5168,1815,579,984,13,28,.293,0.92,1,30.03,Atlanta Braves
135,1031,1336,530,201,9,134,1113,424,8,1047,34,.234,4477,.303,.373,.676,20,77,.794,.206,89,19362,4990,1668,511,896,19,31,.280,0.77,5,33.41,Chicago White Sox
135,1219,1236,583,221,26,130,1056,402,12,1155,40,.250,4613,.314,.394,.708,36,110,.753,.247,79,19198,5108,1818,555,932,19,34,.296,0.99,0,35.48,Miami Marlins
135,1019,1269,712,215,19,230,1189,528,38,1150,46,.251,4575,.332,.457,.789,28,109,.796,.204,85,20620,5209,2093,685,948,7,45,.287,0.80,8,19.89,New York Yankees
136,1202,1224,695,220,15,145,1064,472,14,1195,60,.259,4620,.333,.407,.740,47,141,.750,.250,75,20451,5221,1880,647,953,24,41,.304,0.98,4,31.86,Milwaukee Brewers
134,1008,1160,574,185,14,188,1315,408,19,1025,74,.229,4468,.303,.403,.706,25,67,.728,.272,79,19676,4994,1802,555,860,10,30,.279,0.87,4,23.77,Los Angeles Angels
136,1137,1292,670,233,33,187,1102,460,16,1154,68,.251,4606,.324,.437,.761,30,99,.767,.233,92,20090,5216,2014,655,928,27,52,.287,0.88,3,24.63,Arizona Diamondbacks
135,1115,1194,582,219,16,161,1174,375,10,1090,66,.240,4534,.306,.402,.708,31,94,.752,.248,90,19551,5014,1824,551,850,3,36,.287,0.93,0,28.16,Baltimore Orioles
