gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
92,824,775,384,151,11,113,778,298,5,776,22,.248,3128,.316,.412,.728,12,49,.803,85,13023,3476,1288,371,629,7,18,.294,1.06,3,27.68,Athletics
92,785,776,313,118,14,62,805,291,12,698,30,.230,3035,.302,.339,.641,22,77,.778,77,13274,3389,1030,303,631,8,21,.291,1.01,4,48.95,Pittsburgh Pirates
90,810,858,366,129,12,76,639,295,12,737,24,.246,2997,.316,.373,.689,16,61,.792,58,12881,3364,1118,341,625,20,27,.286,0.94,1,39.43,San Diego Padres
90,736,834,402,126,4,119,792,304,15,764,49,.247,3089,.322,.406,.728,23,81,.779,57,13644,3479,1255,389,664,15,22,.293,0.88,0,25.96,Seattle Mariners
92,704,884,384,142,15,85,780,323,8,700,40,.232,3023,.311,.373,.684,17,45,.726,61,13569,3432,1127,364,616,18,27,.281,0.80,1,35.56,San Francisco Giants
91,712,924,414,154,4,91,708,284,12,776,46,.251,3086,.321,.392,.713,15,47,.758,64,13360,3451,1211,394,628,9,25,.296,0.77,1,33.91,St. Louis Cardinals
91,755,807,432,141,9,101,752,272,8,795,28,.259,3072,.322,.409,.731,30,117,.796,63,13170,3411,1257,410,580,10,27,.309,0.94,2,30.42,Tampa Bay Rays
91,699,927,345,126,8,91,739,265,11,691,37,.228,3025,.296,.366,.662,20,83,.806,49,12906,3359,1106,331,604,5,26,.270,0.75,1,33.24,Texas Rangers
91,835,890,420,150,4,97,609,307,19,795,34,.258,3082,.329,.404,.733,15,47,.758,67,13104,3477,1244,402,657,21,26,.291,0.94,7,31.77,Toronto Blue Jays
90,730,834,374,138,8,102,750,262,5,719,53,.239,3013,.309,.391,.700,17,46,.730,58,13067,3349,1179,360,605,2,18,.283,0.88,1,29.54,Minnesota Twins
91,778,828,414,141,13,97,722,314,10,787,33,.255,3085,.329,.404,.733,17,77,.819,55,13480,3462,1245,394,655,10,20,.302,0.94,0,31.80,Philadelphia Phillies
89,758,778,357,123,9,92,771,308,10,731,27,.243,3011,.317,.381,.698,13,43,.768,56,13333,3374,1148,344,657,7,20,.295,0.97,1,32.73,Atlanta Braves
91,693,879,315,138,9,70,781,299,4,662,22,.222,2978,.296,.345,.641,18,59,.766,52,13036,3341,1028,300,622,14,23,.275,0.79,5,42.54,Chicago White Sox
89,797,798,375,148,15,80,721,263,7,770,21,.253,3047,.314,.390,.704,27,70,.722,51,12671,3370,1188,361,621,16,23,.304,1.00,0,38.09,Miami Marlins
90,698,820,462,158,14,140,801,358,28,782,36,.255,3067,.337,.453,.790,20,63,.759,60,13873,3500,1388,442,673,4,30,.298,0.85,5,21.91,New York Yankees
91,801,812,429,131,9,88,729,314,10,752,37,.247,3048,.322,.382,.704,30,104,.776,47,13428,3448,1165,399,625,18,28,.294,0.99,3,34.64,Milwaukee Brewers
90,688,781,385,121,10,130,884,259,14,690,49,.229,3015,.299,.405,.704,19,40,.678,53,13135,3354,1221,371,568,8,20,.277,0.88,3,23.19,Los Angeles Angels
91,786,859,467,158,20,133,716,323,9,778,44,.252,3085,.328,.446,.774,20,64,.762,60,13487,3507,1375,457,622,17,37,.284,0.92,1,23.20,Arizona Diamondbacks
89,710,797,371,139,10,107,788,252,9,713,41,.239,2981,.305,.400,.705,19,61,.763,64,13027,3301,1193,350,568,3,24,.287,0.89,0,27.86,Baltimore Orioles
92,752,808,457,186,15,114,843,300,17,813,42,.255,3188,.325,.430,.755,21,78,.788,49,13807,3559,1371,437,650,7,22,.310,0.93,0,27.96,Boston Red Sox
90,716,933,492,158,19,136,700,315,10,802,24,.257,3116,.328,.451,.779,18,106,.855,36,13619,3491,1406,481,626,7,28,.289,0.77,1,22.91,Chicago Cubs
91,749,790,416,147,11,96,793,299,7,745,29,.245,3046,.316,.395,.711,23,66,.742,60,13282,3405,1202,395,587,7,24,.298,0.95,0,31.73,Cincinnati Reds
89,676,884,319,126,8,87,731,274,14,651,29,.224,2900,.295,.363,.658,22,67,.753,51,12706,3245,1054,304,566,13,29,.267,0.76,0,33.33,Cleveland Guardians
91,707,784,324,149,26,86,882,241,5,704,31,.231,3050,.292,.381,.673,23,52,.693,70,12769,3349,1163,316,574,9,18,.294,0.90,0,35.46,Colorado Rockies
92,674,888,461,147,19,119,798,296,7,789,41,.253,3114,.323,.427,.750,8,32,.800,49,13623,3489,1331,442,616,5,30,.301,0.76,3,26.17,Detroit Tigers
91,753,852,401,133,10,105,696,263,8,798,42,.260,3065,.325,.413,.738,20,47,.701,73,12758,3404,1266,382,626,9,25,.303,0.88,0,29.19,Houston Astros
92,746,992,313,157,16,67,636,218,13,752,36,.244,3082,.299,.371,.670,29,69,.704,48,12749,3381,1142,309,623,20,24,.285,0.75,1,46.00,Kansas City Royals
92,709,898,501,153,15,141,752,338,18,816,33,.260,3142,.335,.453,.788,14,49,.778,64,13864,3548,1422,483,629,3,30,.296,0.79,2,22.28,Los Angeles Dodgers
90,894,744,397,145,13,87,683,264,10,750,39,.247,3034,.314,.390,.704,30,78,.722,55,12790,3375,1182,380,580,16,21,.290,1.20,1,34.87,Washington Nationals
91,795,816,402,142,13,118,710,311,15,744,57,.245,3031,.324,.418,.742,10,69,.873,75,13591,3435,1266,392,644,5,29,.280,0.97,2,25.69,New York Mets
