gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
81,728,694,339,131,9,100,669,257,5,699,18,.252,2771,.318,.414,.732,10,43,.811,74,11467,3068,1148,328,562,4,15,.297,1.05,3,27.71,Athletics
81,689,694,265,102,14,55,708,262,11,615,29,.229,2681,.303,.339,.642,22,71,.763,70,11767,3000,910,255,569,8,17,.289,0.99,3,48.74,Pittsburgh Pirates
79,709,758,335,118,11,69,553,248,8,655,21,.249,2632,.316,.381,.697,15,55,.786,54,11236,2945,1002,311,529,18,25,.288,0.94,1,38.14,San Diego Padres
78,628,725,364,108,4,105,689,276,8,664,43,.248,2675,.326,.409,.735,21,77,.786,46,11942,3025,1095,352,571,12,19,.294,0.87,0,25.48,Seattle Mariners
79,604,757,334,114,12,77,663,284,6,599,29,.232,2585,.312,.374,.686,16,43,.729,54,11622,2937,968,315,523,16,22,.280,0.80,1,33.57,San Francisco Giants
80,630,805,382,137,4,81,621,256,12,697,43,.256,2721,.327,.399,.726,14,44,.759,58,11804,3053,1085,362,559,9,23,.302,0.78,1,33.59,St. Louis Cardinals
79,658,685,376,127,6,85,663,245,3,682,28,.256,2660,.323,.405,.728,23,104,.819,53,11535,2963,1076,356,513,7,21,.309,0.96,2,31.29,Tampa Bay Rays
80,602,807,288,109,8,78,644,223,6,596,30,.227,2624,.293,.364,.657,18,68,.791,41,11168,2903,955,276,514,3,22,.269,0.75,1,33.64,Texas Rangers
78,712,759,340,133,4,80,527,251,13,678,29,.257,2636,.326,.402,.728,13,39,.750,60,11115,2961,1059,326,561,16,24,.291,0.94,5,32.95,Toronto Blue Jays
79,645,732,335,126,8,89,654,234,5,647,47,.243,2661,.314,.397,.711,14,37,.725,52,11623,2960,1056,322,542,1,16,.289,0.88,1,29.90,Minnesota Twins
79,675,733,369,126,11,83,613,278,9,688,31,.256,2685,.331,.404,.735,15,67,.817,49,11723,3018,1085,352,568,7,17,.302,0.92,0,32.35,Philadelphia Phillies
78,664,696,329,110,8,81,663,277,9,647,24,.245,2643,.320,.384,.704,12,42,.778,49,11755,2971,1016,316,575,7,20,.295,0.95,0,32.63,Atlanta Braves
80,610,758,273,121,7,61,705,265,4,571,16,.219,2613,.292,.340,.632,16,55,.775,47,11488,2929,889,260,540,11,20,.273,0.80,4,42.84,Chicago White Sox
77,701,686,310,126,11,66,616,228,5,663,18,.252,2631,.314,.384,.698,25,59,.702,46,10920,2912,1009,298,547,15,20,.303,1.02,0,39.86,Miami Marlins
