gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
114,999,976,493,195,15,153,972,353,9,977,29,.251,3891,.316,.427,.743,17,62,.785,91,16117,4311,1661,478,777,11,22,.296,1.02,5,25.43,Athletics
112,963,954,399,155,16,80,973,356,14,867,37,.233,3725,.304,.347,.651,26,87,.770,85,16169,4154,1294,387,779,9,23,.292,1.01,4,46.56,Pittsburgh Pirates
112,1012,1066,461,170,15,95,783,353,14,937,35,.251,3735,.319,.381,.700,20,74,.787,72,15926,4187,1422,432,784,32,31,.292,0.95,1,39.32,San Diego Padres
113,921,1040,511,153,6,159,1005,380,17,940,60,.243,3862,.319,.410,.729,26,111,.810,72,17154,4346,1582,490,806,19,25,.287,0.89,0,24.29,Seattle Mariners
112,857,1088,465,173,20,105,949,390,9,865,47,.233,3705,.312,.376,.688,17,50,.746,76,16601,4197,1393,444,757,22,32,.283,0.79,1,35.29,San Francisco Giants
113,883,1142,495,198,4,107,872,351,12,946,54,.249,3801,.319,.388,.707,16,62,.795,82,16442,4251,1473,473,771,13,29,.294,0.77,3,35.52,St. Louis Cardinals
113,960,980,509,167,11,121,948,336,9,964,34,.253,3810,.317,.398,.715,37,145,.797,77,16314,4224,1516,479,730,11,31,.304,0.98,2,31.49,Tampa Bay Rays
113,864,1129,465,166,12,119,941,332,16,872,46,.231,3768,.299,.377,.676,24,101,.808,60,16165,4185,1419,444,730,8,30,.275,0.77,1,31.66,Texas Rangers
113,1025,1112,531,199,7,120,748,379,21,1012,45,.264,3840,.334,.413,.747,18,55,.753,85,16291,4328,1585,507,826,28,29,.297,0.92,7,32.00,Toronto Blue Jays
111,889,1031,462,173,13,126,925,329,5,893,65,.241,3711,.312,.396,.708,20,56,.737,75,16085,4133,1470,441,749,2,25,.286,0.86,1,29.45,Minnesota Twins
111,953,1007,516,181,14,129,893,375,14,956,39,.254,3771,.325,.412,.737,19,94,.832,67,16395,4225,1552,493,785,12,26,.298,0.95,2,29.23,Philadelphia Phillies
110,915,998,461,164,14,119,958,394,11,909,32,.243,3745,.318,.389,.707,14,51,.785,70,16657,4207,1458,447,815,11,24,.293,0.92,1,31.47,Atlanta Braves
112,860,1095,428,175,9,104,931,354,7,847,29,.230,3687,.300,.367,.667,19,69,.784,74,15999,4121,1352,412,739,17,29,.277,0.79,5,35.45,Chicago White Sox
110,980,999,475,186,19,105,870,332,11,946,27,.252,3748,.316,.396,.712,32,84,.724,67,15602,4154,1485,456,755,18,29,.300,0.98,0,35.70,Miami Marlins
112,856,1045,579,185,17,179,987,421,35,958,43,.252,3805,.330,.450,.780,24,81,.771,68,17035,4316,1714,556,794,5,36,.291,0.82,6,21.26,New York Yankees
111,974,991,555,171,11,111,882,377,12,967,48,.257,3757,.330,.397,.727,39,124,.761,59,16474,4242,1493,518,772,19,38,.305,0.98,3,33.85,Milwaukee Brewers
112,858,972,486,153,12,158,1083,336,17,871,64,.232,3749,.304,.406,.710,23,56,.709,68,16435,4187,1522,469,724,8,27,.281,0.88,3,23.73,Los Angeles Angels
112,954,1070,542,194,26,153,882,393,12,941,51,.249,3780,.324,.435,.759,26,76,.745,78,16514,4293,1646,530,771,22,45,.282,0.89,2,24.71,Arizona Diamondbacks
112,905,1005,489,186,12,137,963,308,9,913,55,.243,3750,.308,.409,.717,27,79,.745,79,16258,4149,1534,463,699,3,33,.289,0.90,0,27.37,Baltimore Orioles
113,938,978,560,234,20,140,1019,359,17,983,54,.253,3882,.323,.432,.755,26,95,.785,61,16828,4332,1677,537,777,9,28,.306,0.96,0,27.73,Boston Red Sox
111,875,1148,579,193,21,159,867,378,10,974,31,.255,3821,.324,.441,.765,22,121,.846,48,16567,4275,1686,564,771,8,35,.288,0.76,2,24.03,Chicago Cubs
112,906,999,512,173,14,115,958,379,12,928,42,.247,3755,.321,.393,.714,25,84,.771,76,16367,4212,1474,481,756,8,28,.300,0.91,0,32.65,Cincinnati Reds
111,840,1122,436,168,11,117,904,357,21,833,39,.229,3639,.302,.378,.680,27,85,.759,61,16081,4095,1374,420,719,20,40,.269,0.75,0,31.10,Cleveland Guardians
111,855,958,418,183,29,117,1066,288,5,884,34,.237,3730,.296,.396,.692,29,58,.667,82,15564,4085,1476,407,693,13,20,.299,0.89,0,31.88,Colorado Rockies
113,822,1081,543,174,23,144,993,345,7,949,49,.249,3807,.317,.421,.738,11,49,.817,61,16508,4242,1601,523,735,5,33,.298,0.76,3,26.44,Detroit Tigers
112,934,1048,478,166,10,123,875,325,9,970,51,.257,3781,.321,.403,.724,23,56,.709,90,15796,4203,1525,456,777,13,33,.301,0.89,0,30.74,Houston Astros
112,932,1193,411,199,18,97,766,272,14,913,44,.243,3751,.300,.384,.684,34,84,.712,61,15524,4122,1439,404,736,24,29,.280,0.78,2,38.67,Kansas City Royals
112,868,1069,576,182,15,164,949,404,22,969,41,.254,3815,.329,.439,.768,18,67,.788,74,16802,4302,1673,556,766,5,35,.294,0.81,2,23.26,Los Angeles Dodgers
111,1074,918,477,181,17,106,870,324,10,908,45,.244,3727,.310,.387,.697,36,95,.725,66,15814,4140,1441,458,707,16,27,.289,1.17,1,35.16,Washington Nationals
112,962,1017,492,178,16,138,896,388,24,899,64,.241,3729,.320,.408,.728,10,89,.899,88,16623,4228,1523,477,791,9,36,.279,0.95,2,27.02,New York Mets
