gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
117,1023,990,513,202,15,160,996,364,9,1008,29,.253,3982,.318,.432,.750,18,63,.778,93,16515,4415,1720,498,798,11,24,.298,1.03,5,24.89,Athletics
115,990,973,407,159,16,81,1005,362,14,888,38,.232,3822,.303,.346,.649,27,89,.767,87,16657,4260,1322,395,798,9,25,.292,1.02,4,47.18,Pittsburgh Pirates
115,1041,1099,476,177,16,98,807,367,14,966,35,.251,3847,.320,.382,.702,22,75,.773,72,16438,4317,1469,447,814,34,32,.292,0.95,2,39.26,San Diego Padres
115,936,1055,527,154,6,164,1022,390,17,958,61,.244,3926,.320,.412,.732,26,120,.822,73,17473,4423,1616,506,819,19,26,.287,0.89,1,23.94,Seattle Mariners
115,882,1121,481,176,21,109,972,401,9,890,49,.234,3810,.312,.377,.689,17,51,.750,77,17046,4316,1435,460,779,22,33,.283,0.79,1,34.95,San Francisco Giants
116,906,1171,509,200,4,111,901,359,13,974,56,.249,3908,.319,.388,.707,17,65,.793,82,16891,4370,1515,485,795,14,30,.295,0.77,3,35.21,St. Louis Cardinals
116,986,1002,522,173,12,126,982,344,9,985,34,.252,3911,.315,.399,.714,37,149,.801,77,16768,4335,1560,492,747,12,32,.303,0.98,2,31.04,Tampa Bay Rays
116,892,1148,477,173,12,121,969,348,17,898,46,.232,3868,.301,.377,.678,25,101,.802,64,16669,4303,1458,455,757,8,31,.277,0.78,2,31.97,Texas Rangers
116,1058,1142,576,212,9,133,763,388,21,1075,48,.270,3979,.340,.428,.768,18,56,.757,88,16815,4481,1704,552,853,28,31,.303,0.93,7,29.92,Toronto Blue Jays
114,925,1057,480,180,13,134,939,339,5,919,69,.241,3812,.313,.401,.714,22,57,.722,80,16496,4249,1527,458,766,3,25,.284,0.88,1,28.45,Minnesota Twins
114,971,1032,535,184,16,137,922,381,14,988,39,.255,3875,.326,.417,.743,19,94,.832,70,16833,4335,1615,512,801,12,26,.299,0.94,2,28.28,Philadelphia Phillies
