gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
113,944,1022,468,168,14,123,986,405,11,928,33,.241,3845,.317,.388,.705,14,52,.788,70,17091,4319,1493,454,839,11,24,.292,0.92,1,31.26,Atlanta Braves
114,872,1113,437,178,9,110,955,360,7,861,29,.229,3755,.300,.369,.669,19,70,.787,74,16304,4195,1387,421,750,17,29,.276,0.78,5,34.14,Chicago White Sox
113,1005,1025,486,190,19,111,896,343,11,972,27,.252,3850,.316,.398,.714,32,88,.733,68,16059,4268,1533,467,780,18,30,.300,0.98,0,34.68,Miami Marlins
115,885,1075,587,189,17,182,1007,434,36,976,43,.250,3902,.329,.447,.776,24,84,.778,73,17456,4426,1745,563,813,5,36,.289,0.82,6,21.44,New York Yankees
114,1001,1024,570,176,12,114,899,387,12,992,51,.257,3859,.330,.398,.728,43,128,.749,60,16956,4357,1534,532,791,19,38,.304,0.98,3,33.85,Milwaukee Brewers
115,876,995,498,157,12,161,1117,343,17,894,65,.232,3847,.304,.405,.709,23,59,.720,69,16849,4294,1558,481,741,8,27,.282,0.88,4,23.89,Los Angeles Angels
115,981,1095,555,198,27,158,907,403,13,963,55,.248,3876,.324,.436,.760,28,76,.731,83,16937,4406,1689,542,789,23,47,.282,0.90,2,24.53,Arizona Diamondbacks
115,933,1028,497,190,12,140,990,309,9,933,57,.242,3848,.306,.407,.713,28,79,.738,80,16633,4250,1567,471,711,3,33,.288,0.91,0,27.49,Baltimore Orioles
116,967,1006,577,239,20,141,1033,367,17,1010,54,.254,3980,.323,.430,.753,26,97,.789,65,17249,4438,1712,554,791,9,28,.307,0.96,0,28.23,Boston Red Sox
114,904,1174,588,194,21,164,889,385,10,992,32,.253,3915,.323,.439,.762,22,121,.846,48,16959,4378,1720,573,787,8,36,.286,0.77,2,23.87,Chicago Cubs
115,931,1025,521,179,14,117,989,381,12,947,42,.246,3855,.318,.390,.708,25,85,.773,76,16769,4315,1505,490,769,8,29,.299,0.91,0,32.95,Cincinnati Reds
114,871,1149,450,169,12,120,931,361,22,855,43,.228,3745,.300,.376,.676,27,86,.761,61,16491,4210,1408,433,737,20,41,.269,0.76,0,31.21,Cleveland Guardians
114,877,988,424,186,29,118,1091,295,5,904,35,.236,3827,.295,.392,.687,29,60,.674,86,15960,4190,1502,413,711,13,20,.298,0.89,0,32.43,Colorado Rockies
116,843,1105,556,178,24,150,1019,348,7,978,49,.250,3907,.317,.423,.740,11,50,.820,65,16920,4345,1654,536,747,5,33,.299,0.76,3,26.05,Detroit Tigers
115,962,1079,497,179,11,126,894,332,9,1005,52,.258,3894,.322,.407,.729,23,57,.713,93,16232,4324,1584,475,798,13,33,.302,0.89,0,30.90,Houston Astros
115,959,1219,425,206,19,100,793,278,15,942,49,.244,3859,.301,.385,.686,35,88,.715,63,16009,4242,1486,418,761,24,30,.281,0.79,2,38.59,Kansas City Royals
115,895,1095,593,190,15,170,972,411,22,997,41,.255,3917,.329,.441,.770,18,69,.793,77,17224,4413,1727,572,782,5,37,.294,0.82,2,23.04,Los Angeles Dodgers
114,1092,940,486,184,17,107,888,329,10,924,47,.243,3800,.309,.385,.694,36,95,.725,67,16150,4221,1463,467,718,16,28,.288,1.16,1,35.51,Washington Nationals
115,995,1045,501,180,16,140,921,398,25,915,64,.239,3828,.318,.404,.722,10,91,.901,89,17054,4340,1547,486,811,10,38,.276,0.95,2,27.34,New York Mets
