gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
117,1027,996,516,204,16,161,1002,365,9,1017,29,.254,4006,.319,.433,.752,19,64,.771,94,16617,4441,1736,501,803,11,25,.298,1.03,5,24.88,Athletics
116,999,983,414,159,16,83,1010,370,15,898,38,.233,3856,.304,.347,.651,27,89,.767,87,16837,4302,1338,402,809,9,25,.292,1.02,4,46.46,Pittsburgh Pirates
115,1041,1099,476,177,16,98,807,367,14,966,35,.251,3847,.320,.382,.702,22,75,.773,72,16438,4317,1469,447,814,34,32,.292,0.95,2,39.26,San Diego Padres
116,944,1064,531,154,6,165,1038,395,19,964,61,.243,3963,.319,.410,.729,26,122,.824,73,17633,4467,1625,509,830,21,26,.287,0.89,1,24.02,Seattle Mariners
115,882,1121,481,176,21,109,972,401,9,890,49,.234,3810,.312,.377,.689,17,51,.750,77,17046,4316,1435,460,779,22,33,.283,0.79,1,34.95,San Francisco Giants
116,906,1171,509,200,4,111,901,359,13,974,56,.249,3908,.319,.388,.707,17,65,.793,82,16891,4370,1515,485,795,14,30,.295,0.77,3,35.21,St. Louis Cardinals
116,986,1002,522,173,12,126,982,344,9,985,34,.252,3911,.315,.399,.714,37,149,.801,77,16768,4335,1560,492,747,12,32,.303,0.98,2,31.04,Tampa Bay Rays
116,892,1148,477,173,12,121,969,348,17,898,46,.232,3868,.301,.377,.678,25,101,.802,64,16669,4303,1458,455,757,8,31,.277,0.78,2,31.97,Texas Rangers
116,1058,1142,576,212,9,133,763,388,21,1075,48,.270,3979,.340,.428,.768,18,56,.757,88,16815,4481,1704,552,853,28,31,.303,0.93,7,29.92,Toronto Blue Jays
114,925,1057,480,180,13,134,939,339,5,919,69,.241,3812,.313,.401,.714,22,57,.722,80,16496,4249,1527,458,766,3,25,.284,0.88,1,28.45,Minnesota Twins
114,971,1032,535,184,16,137,922,381,14,988,39,.255,3875,.326,.417,.743,19,94,.832,70,16833,4335,1615,512,801,12,26,.299,0.94,2,28.28,Philadelphia Phillies
114,952,1032,476,169,14,126,990,409,12,940,34,.242,3879,.318,.391,.709,14,54,.794,71,17232,4358,1515,460,846,11,24,.292,0.92,1,30.79,Atlanta Braves
115,882,1124,440,179,9,112,967,364,8,868,31,.229,3795,.299,.369,.668,19,72,.791,74,16491,4241,1401,423,762,17,29,.275,0.78,5,33.88,Chicago White Sox
114,1014,1036,492,191,20,112,903,345,11,982,27,.253,3887,.316,.399,.715,32,90,.738,68,16206,4307,1549,473,786,18,30,.300,0.98,0,34.70,Miami Marlins
115,885,1075,587,189,17,182,1007,434,36,976,43,.250,3902,.329,.447,.776,24,84,.778,73,17456,4426,1745,563,813,5,36,.289,0.82,6,21.44,New York Yankees
114,1001,1024,570,176,12,114,899,387,12,992,51,.257,3859,.330,.398,.728,43,128,.749,60,16956,4357,1534,532,791,19,38,.304,0.98,3,33.85,Milwaukee Brewers
115,876,995,498,157,12,161,1117,343,17,894,65,.232,3847,.304,.405,.709,23,59,.720,69,16849,4294,1558,481,741,8,27,.282,0.88,4,23.89,Los Angeles Angels
115,981,1095,555,198,27,158,907,403,13,963,55,.248,3876,.324,.436,.760,28,76,.731,83,16937,4406,1689,542,789,23,47,.282,0.90,2,24.53,Arizona Diamondbacks
115,933,1028,497,190,12,140,990,309,9,933,57,.242,3848,.306,.407,.713,28,79,.738,80,16633,4250,1567,471,711,3,33,.288,0.91,0,27.49,Baltimore Orioles
116,967,1006,577,239,20,141,1033,367,17,1010,54,.254,3980,.323,.430,.753,26,97,.789,65,17249,4438,1712,554,791,9,28,.307,0.96,0,28.23,Boston Red Sox
114,904,1174,588,194,21,164,889,385,10,992,32,.253,3915,.323,.439,.762,22,121,.846,48,16959,4378,1720,573,787,8,36,.286,0.77,2,23.87,Chicago Cubs
116,936,1035,521,181,14,117,1000,381,12,956,42,.246,3890,.318,.390,.708,25,85,.773,77,16907,4350,1516,490,777,8,29,.299,0.90,0,33.25,Cincinnati Reds
114,871,1149,450,169,12,120,931,361,22,855,43,.228,3745,.300,.376,.676,27,86,.761,61,16491,4210,1408,433,737,20,41,.269,0.76,0,31.21,Cleveland Guardians
114,877,988,424,186,29,118,1091,295,5,904,35,.236,3827,.295,.392,.687,29,60,.674,86,15960,4190,1502,413,711,13,20,.298,0.89,0,32.43,Colorado Rockies
116,843,1105,556,178,24,150,1019,348,7,978,49,.250,3907,.317,.423,.740,11,50,.820,65,16920,4345,1654,536,747,5,33,.299,0.76,3,26.05,Detroit Tigers
