gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
118,1037,1007,518,205,16,161,1007,367,9,1024,30,.254,4038,.319,.432,.751,19,64,.771,95,16734,4477,1744,503,810,11,26,.298,1.03,5,25.08,Athletics
117,1007,987,417,161,17,83,1022,372,15,903,38,.232,3885,.304,.347,.651,27,90,.769,87,16965,4333,1347,405,813,9,25,.292,1.02,4,46.81,Pittsburgh Pirates
116,1051,1110,478,177,16,98,813,374,14,972,36,.251,3880,.320,.380,.700,22,75,.773,72,16606,4358,1475,449,826,34,32,.291,0.95,2,39.59,San Diego Padres
117,952,1074,534,154,6,166,1043,395,19,971,61,.243,3993,.319,.409,.728,26,122,.824,73,17745,4497,1635,512,833,21,26,.286,0.89,1,24.05,Seattle Mariners
116,892,1132,486,177,22,111,976,403,9,900,49,.234,3845,.312,.378,.690,17,51,.750,77,17192,4353,1454,465,787,22,33,.283,0.79,1,34.64,San Francisco Giants
117,915,1179,514,202,4,112,906,360,13,987,56,.251,3940,.320,.389,.709,17,65,.793,83,17045,4406,1533,490,802,16,31,.296,0.78,3,35.18,St. Louis Cardinals
117,996,1010,524,173,12,128,990,344,9,990,34,.251,3942,.314,.399,.713,37,149,.801,78,16895,4366,1571,494,749,12,32,.302,0.99,2,30.80,Tampa Bay Rays
117,900,1158,478,174,12,121,979,350,17,906,46,.232,3904,.301,.376,.677,25,101,.802,64,16819,4341,1467,456,767,8,31,.277,0.78,2,32.26,Texas Rangers
117,1066,1151,577,214,9,133,770,389,21,1085,48,.270,4013,.340,.428,.768,18,56,.757,90,16939,4516,1716,553,860,28,31,.303,0.93,7,30.17,Toronto Blue Jays
115,936,1066,489,182,13,136,942,342,5,933,69,.242,3849,.314,.402,.716,22,57,.722,81,16656,4289,1549,467,773,3,25,.285,0.88,1,28.30,Minnesota Twins
115,979,1041,544,188,16,140,931,390,14,999,40,.255,3912,.327,.419,.746,20,96,.828,70,17019,4382,1639,521,812,12,26,.300,0.94,2,27.94,Philadelphia Phillies
115,961,1039,477,169,14,127,1001,411,12,942,34,.241,3908,.317,.389,.706,14,55,.797,71,17358,4389,1520,461,849,11,24,.291,0.92,1,30.77,Atlanta Braves
116,891,1131,445,183,9,113,978,369,8,877,31,.229,3831,.300,.370,.670,19,72,.791,75,16663,4282,1417,428,771,17,29,.276,0.79,5,33.90,Chicago White Sox
115,1025,1045,497,192,20,113,910,347,11,991,28,.253,3923,.316,.398,.714,32,91,.740,68,16344,4346,1562,478,793,18,30,.300,0.98,0,34.72,Miami Marlins
116,892,1089,590,191,17,182,1016,436,36,981,43,.249,3937,.328,.445,.773,24,84,.778,73,17607,4463,1752,566,818,5,36,.288,0.82,6,21.63,New York Yankees
115,1014,1029,573,177,12,115,906,392,12,996,52,.256,3888,.330,.397,.727,43,129,.750,60,17105,4393,1542,535,800,19,38,.303,0.99,4,33.81,Milwaukee Brewers
116,883,1004,503,158,12,164,1127,345,17,902,65,.232,3881,.304,.406,.710,23,59,.720,69,16997,4330,1576,486,745,8,27,.282,0.88,4,23.66,Los Angeles Angels
116,989,1105,561,199,27,160,913,406,13,969,56,.248,3906,.324,.436,.760,28,76,.731,83,17063,4440,1702,548,793,23,47,.281,0.90,2,24.41,Arizona Diamondbacks
116,941,1033,500,190,12,142,1000,312,9,936,57,.242,3874,.305,.407,.712,28,80,.741,81,16751,4279,1576,474,713,3,33,.287,0.91,0,27.28,Baltimore Orioles
117,973,1022,587,241,20,143,1037,375,17,1020,55,.254,4015,.324,.431,.755,26,97,.789,65,17423,4483,1730,563,799,9,29,.306,0.95,0,28.08,Boston Red Sox
115,911,1188,588,194,21,164,895,386,10,999,33,.253,3949,.322,.437,.759,22,121,.846,48,17089,4414,1727,573,796,8,36,.285,0.77,2,24.08,Chicago Cubs
117,945,1042,523,184,14,117,1009,384,12,964,42,.246,3923,.317,.389,.706,25,85,.773,78,17048,4386,1527,491,784,8,29,.300,0.91,0,33.53,Cincinnati Reds
115,877,1159,459,174,12,120,940,366,22,865,44,.229,3780,.301,.376,.677,28,86,.754,61,16650,4251,1423,441,742,20,41,.270,0.76,0,31.50,Cleveland Guardians
115,886,996,425,188,29,118,1099,299,5,910,35,.236,3857,.295,.391,.686,29,61,.678,88,16095,4225,1510,414,718,14,20,.298,0.89,0,32.69,Colorado Rockies
117,848,1114,562,179,24,152,1028,351,7,985,49,.250,3937,.317,.424,.741,12,50,.806,65,17046,4378,1668,542,750,5,33,.299,0.76,3,25.90,Detroit Tigers
116,975,1088,502,180,11,128,901,336,9,1015,53,.258,3933,.322,.407,.729,23,58,.716,93,16405,4368,1601,480,808,13,33,.302,0.90,0,30.73,Houston Astros
116,965,1231,429,208,19,102,801,280,15,951,50,.244,3894,.301,.386,.687,35,89,.718,64,16165,4280,1503,422,768,24,30,.281,0.78,2,38.18,Kansas City Royals
116,900,1107,598,191,15,171,979,417,22,1004,41,.254,3947,.329,.440,.769,18,69,.793,77,17361,4450,1738,577,790,5,38,.294,0.81,2,23.08,Los Angeles Dodgers
115,1103,955,486,185,17,107,905,331,10,929,47,.241,3848,.307,.382,.689,36,95,.725,69,16365,4271,1469,467,723,16,28,.287,1.15,1,35.96,Washington Nationals
116,1005,1050,503,181,16,142,931,401,25,920,64,.238,3858,.318,.404,.722,10,91,.901,90,17161,4373,1559,488,815,10,38,.276,0.96,2,27.17,New York Mets
