gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
83,748,710,342,131,9,101,683,264,5,709,19,.250,2831,.317,.410,.727,11,45,.804,77,11713,3136,1161,331,573,4,15,.295,1.05,3,28.03,Athletics
82,694,703,267,103,14,55,721,265,11,619,29,.228,2712,.302,.337,.639,22,72,.766,71,11902,3034,915,257,574,8,17,.289,0.99,3,49.31,Pittsburgh Pirates
80,717,765,336,118,11,69,561,252,8,661,21,.248,2661,.316,.379,.695,16,56,.778,54,11373,2978,1008,312,537,18,25,.288,0.94,1,38.56,San Diego Padres
80,651,736,365,110,4,105,709,279,8,673,44,.246,2738,.323,.404,.727,22,78,.780,47,12220,3092,1106,353,583,12,19,.292,0.88,0,26.08,Seattle Mariners
81,623,779,344,117,13,79,677,289,6,616,32,.232,2653,.313,.375,.688,17,43,.717,54,11916,3017,996,325,537,18,24,.280,0.80,1,33.58,San Francisco Giants
82,643,835,382,139,4,81,632,259,12,705,44,.253,2783,.324,.393,.717,14,44,.759,58,12061,3119,1095,362,571,9,23,.298,0.77,1,34.36,St. Louis Cardinals
81,675,700,383,129,8,87,681,247,3,702,28,.257,2729,.323,.406,.729,24,105,.814,54,11785,3035,1108,362,524,8,21,.310,0.96,2,31.37,Tampa Bay Rays
81,615,816,295,111,8,80,649,225,6,605,30,.228,2659,.293,.366,.659,18,69,.793,41,11303,2941,972,283,518,3,23,.269,0.75,1,33.24,Texas Rangers
80,736,775,350,134,4,81,543,259,14,691,32,.256,2703,.325,.398,.723,14,41,.745,61,11413,3041,1076,334,575,17,25,.290,0.95,5,33.37,Toronto Blue Jays
81,665,752,347,129,8,93,663,242,5,662,49,.243,2725,.314,.399,.713,14,37,.725,52,11898,3034,1086,334,556,1,16,.287,0.88,1,29.30,Minnesota Twins
81,691,746,370,126,11,83,637,279,9,699,31,.254,2748,.328,.399,.727,15,67,.817,50,12005,3083,1096,353,578,7,18,.301,0.93,0,33.11,Philadelphia Phillies
80,684,711,332,110,8,82,681,284,9,656,24,.243,2705,.318,.380,.698,12,42,.778,50,12043,3040,1028,319,587,7,20,.293,0.96,0,32.99,Atlanta Braves
81,623,765,280,123,7,64,707,266,4,583,16,.220,2646,.293,.345,.638,17,56,.767,48,11616,2964,912,267,544,11,21,.274,0.81,4,41.34,Chicago White Sox
79,717,706,330,134,11,68,634,240,5,687,19,.254,2707,.317,.387,.704,25,60,.706,46,11256,3003,1047,318,562,16,21,.306,1.02,0,39.81,Miami Marlins
80,633,709,407,141,13,121,717,313,21,694,33,.255,2721,.336,.450,.786,20,57,.740,53,12272,3103,1224,391,595,3,29,.300,0.89,4,22.49,New York Yankees
81,709,716,379,116,8,75,657,278,10,666,32,.246,2706,.321,.378,.699,27,97,.782,41,11948,3061,1023,352,553,17,25,.296,0.99,3,36.08,Milwaukee Brewers
80,603,694,338,104,8,118,788,212,10,604,43,.227,2664,.292,.405,.697,17,37,.685,44,11530,2947,1078,327,483,7,18,.274,0.87,3,22.58,Los Angeles Angels
80,692,760,413,145,17,115,619,287,9,694,37,.255,2720,.331,.448,.779,18,60,.769,54,11912,3090,1218,405,551,13,32,.287,0.91,1,23.65,Arizona Diamondbacks
80,635,713,315,113,9,92,706,225,7,627,37,.236,2656,.302,.389,.691,16,55,.775,61,11622,2943,1034,296,509,3,22,.285,0.89,0,28.87,Baltimore Orioles
82,673,712,381,149,12,98,766,275,16,697,37,.247,2825,.320,.412,.732,17,67,.798,44,12342,3161,1164,363,586,7,17,.303,0.95,0,28.83,Boston Red Sox
81,643,843,437,141,15,119,634,280,9,717,22,.256,2806,.325,.444,.769,17,96,.850,36,12264,3139,1245,428,561,7,24,.288,0.76,0,23.58,Chicago Cubs
81,660,708,372,135,10,88,704,274,7,670,26,.247,2715,.319,.401,.720,23,64,.736,52,11890,3042,1089,356,533,6,21,.299,0.93,0,30.85,Cincinnati Reds
79,601,772,297,112,7,79,648,246,12,590,28,.229,2574,.301,.370,.671,18,64,.780,51,11325,2885,953,282,502,11,26,.273,0.78,0,32.58,Cleveland Guardians
81,614,705,285,129,25,78,795,217,5,614,29,.227,2703,.290,.380,.670,19,43,.694,60,11338,2974,1027,279,506,8,17,.290,0.87,0,34.65,Colorado Rockies
82,605,783,410,135,17,100,710,263,7,704,36,.254,2772,.324,.423,.747,7,29,.806,47,12061,3104,1173,395,545,4,26,.304,0.77,3,27.72,Detroit Tigers
81,665,745,338,116,7,86,635,235,7,691,37,.255,2706,.321,.399,.720,19,46,.708,68,11260,3008,1079,322,557,9,21,.302,0.89,0,31.46,Houston Astros
81,659,882,263,131,15,56,552,192,12,658,25,.243,2710,.297,.364,.661,27,62,.697,41,11149,2969,987,259,552,18,23,.283,0.75,1,48.39,Kansas City Royals
82,643,789,462,143,14,128,666,304,18,743,30,.265,2809,.340,.462,.802,14,44,.759,60,12422,3177,1298,444,560,3,29,.301,0.81,2,21.94,Los Angeles Dodgers
81,815,657,342,131,10,83,612,227,4,650,38,.241,2700,.307,.389,.696,28,68,.708,49,11387,3000,1050,326,501,15,19,.280,1.24,1,32.53,Washington Nationals
82,717,736,364,128,13,107,644,288,14,672,49,.245,2738,.325,.419,.744,10,62,.861,67,12307,3108,1147,355,586,3,28,.280,0.97,2,25.59,New York Mets
