gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
146,1267,1261,668,267,16,199,1259,461,14,1273,37,.254,5012,.320,.433,.753,25,72,.742,.258,113,20816,5563,2169,648,999,15,33,.299,1.00,5,25.19,Athletics
145,1244,1218,524,219,18,103,1267,475,19,1116,47,.232,4801,.306,.350,.656,32,105,.766,.234,113,20982,5371,1680,504,1008,13,31,.293,1.02,4,46.61,Pittsburgh Pirates
145,1313,1373,616,237,18,127,1030,465,16,1220,54,.252,4850,.321,.386,.707,27,97,.782,.218,96,21076,5457,1874,579,1023,45,41,.293,0.96,2,38.19,San Diego Padres
145,1151,1341,676,197,8,212,1282,487,20,1197,78,.243,4917,.320,.416,.736,35,142,.802,.198,91,21781,5537,2046,650,997,22,32,.285,0.86,1,23.19,Seattle Mariners
145,1119,1392,634,215,26,159,1229,487,10,1155,61,.239,4827,.314,.393,.707,20,64,.762,.238,97,21373,5444,1899,605,970,22,46,.286,0.80,1,30.36,San Francisco Giants
146,1135,1439,627,233,7,137,1171,432,15,1198,73,.245,4888,.314,.380,.694,22,78,.780,.220,101,21098,5452,1856,597,972,19,36,.293,0.79,4,35.68,St. Louis Cardinals
144,1245,1218,649,218,15,163,1228,409,9,1224,44,.252,4860,.313,.403,.716,46,178,.795,.205,95,20796,5370,1961,617,913,14,41,.302,1.02,2,29.82,Tampa Bay Rays
146,1158,1438,624,224,15,161,1191,445,18,1159,56,.237,4900,.305,.387,.692,29,122,.808,.192,82,21236,5449,1896,601,965,8,38,.278,0.81,2,30.44,Texas Rangers
144,1283,1413,719,264,9,175,976,472,24,1322,63,.269,4923,.338,.432,.770,21,72,.774,.226,118,20899,5536,2129,694,1024,31,40,.301,0.91,7,28.13,Toronto Blue Jays
145,1175,1361,614,220,19,171,1206,446,8,1163,82,.239,4867,.312,.397,.709,28,91,.765,.235,92,21177,5434,1934,582,983,7,31,.282,0.86,1,28.46,Minnesota Twins
145,1217,1321,692,239,23,181,1171,474,15,1278,56,.259,4939,.329,.426,.755,26,116,.817,.183,85,21446,5520,2106,667,1018,14,34,.303,0.92,3,27.29,Philadelphia Phillies
145,1208,1322,631,217,16,162,1247,506,14,1195,47,.243,4926,.317,.392,.709,22,73,.768,.232,84,21813,5526,1930,610,1042,15,31,.291,0.91,1,30.41,Atlanta Braves
145,1109,1433,586,223,10,149,1207,453,8,1138,41,.235,4834,.304,.378,.682,21,80,.792,.208,95,20924,5386,1828,566,965,20,33,.282,0.77,5,32.44,Chicago White Sox
145,1325,1313,628,243,26,138,1133,437,12,1236,45,.250,4952,.314,.393,.707,38,116,.753,.247,87,20638,5489,1945,597,1001,19,36,.295,1.01,0,35.88,Miami Marlins
144,1079,1360,751,227,19,245,1279,562,39,1209,46,.248,4872,.329,.453,.782,30,116,.795,.205,89,21933,5543,2209,724,1002,7,48,.284,0.79,8,19.89,New York Yankees
