gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
101,777,942,526,179,14,160,882,390,34,875,38,.255,3438,.334,.454,.788,24,64,.727,65,15419,3909,1562,505,729,4,34,.294,0.82,5,21.49,New York Yankees
101,893,896,479,144,10,96,801,343,11,841,44,.249,3383,.323,.382,.705,38,116,.753,53,14884,3821,1293,445,689,18,30,.296,1.00,3,35.24,Milwaukee Brewers
101,781,875,444,141,11,148,978,296,15,803,53,.236,3405,.305,.414,.719,21,46,.687,61,14822,3789,1410,430,655,8,24,.284,0.89,3,23.01,Los Angeles Angels
102,875,967,519,183,24,146,800,363,12,873,48,.253,3454,.329,.446,.775,21,71,.772,71,15054,3928,1542,507,703,21,40,.285,0.90,2,23.66,Arizona Diamondbacks
100,807,894,410,157,11,116,874,273,9,798,45,.239,3344,.303,.396,.699,22,73,.768,71,14528,3691,1325,387,629,3,26,.287,0.90,0,28.83,Baltimore Orioles
103,849,892,501,205,16,127,932,331,17,895,45,.253,3540,.323,.427,.750,24,87,.784,56,15281,3945,1513,480,710,7,22,.307,0.95,0,27.87,Boston Red Sox
101,802,1053,533,172,20,150,777,343,10,892,25,.256,3486,.324,.446,.770,21,118,.849,41,15118,3894,1554,521,700,7,31,.286,0.76,2,23.24,Chicago Cubs
103,843,898,466,162,13,107,877,339,10,844,40,.246,3429,.319,.395,.714,25,75,.750,71,14987,3841,1353,439,675,8,25,.298,0.94,0,32.05,Cincinnati Reds
100,764,1003,387,146,10,106,818,322,19,735,34,.225,3265,.298,.373,.671,25,81,.764,55,14415,3676,1219,372,636,19,36,.265,0.76,0,30.80,Cleveland Guardians
101,775,866,363,163,28,98,982,260,5,791,32,.234,3384,.293,.385,.678,26,55,.679,77,14073,3706,1304,353,631,12,18,.298,0.89,0,34.53,Colorado Rockies
103,740,985,490,158,20,127,895,335,7,856,48,.249,3438,.321,.417,.738,9,43,.827,56,15113,3862,1435,471,688,5,33,.298,0.75,3,27.07,Detroit Tigers
101,831,947,445,151,10,115,798,297,9,885,46,.259,3420,.324,.410,.734,20,53,.726,81,14276,3804,1401,424,704,11,30,.304,0.88,0,29.74,Houston Astros
102,835,1094,355,179,16,81,699,238,13,837,39,.245,3419,.299,.378,.677,33,74,.692,55,14094,3744,1291,349,679,20,26,.284,0.76,2,42.21,Kansas City Royals
102,802,981,542,166,15,156,846,366,19,884,36,.254,3477,.329,.445,.774,14,58,.806,68,15263,3917,1548,522,684,4,32,.290,0.82,2,22.29,Los Angeles Dodgers
102,1002,833,440,167,15,99,773,296,10,837,42,.246,3406,.312,.391,.703,34,86,.717,62,14377,3784,1331,422,649,16,23,.289,1.20,1,34.40,Washington Nationals
102,876,929,445,157,15,128,808,356,22,820,58,.242,3392,.322,.410,.732,10,81,.890,80,15174,3849,1391,433,725,9,32,.278,0.94,2,26.50,New York Mets
