gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
130,1132,1121,586,232,16,179,1112,412,12,1127,34,.253,4449,.319,.433,.752,22,66,.750,.250,103,18562,4943,1928,569,889,12,31,.297,1.01,5,24.86,Athletics
129,1116,1090,458,188,17,91,1116,411,16,998,41,.233,4281,.305,.349,.654,28,98,.778,.222,98,18700,4776,1493,442,900,11,28,.292,1.02,4,47.04,Pittsburgh Pirates
129,1176,1221,541,209,16,110,898,416,15,1086,46,.252,4304,.322,.385,.707,26,86,.768,.232,82,18600,4845,1657,506,915,40,37,.293,0.96,2,39.13,San Diego Padres
129,1041,1170,585,177,7,183,1163,430,19,1063,68,.242,4389,.318,.411,.729,30,130,.813,.188,78,19526,4936,1803,561,906,21,27,.287,0.89,1,23.98,Seattle Mariners
129,980,1252,519,193,24,126,1108,435,9,986,53,.231,4269,.308,.376,.684,18,57,.760,.240,83,19006,4815,1605,495,868,22,35,.280,0.78,1,33.88,San Francisco Giants
130,1025,1295,571,218,5,124,1018,394,14,1093,62,.250,4380,.318,.387,.705,18,77,.811,.189,94,18904,4890,1693,543,884,18,33,.296,0.79,3,35.32,St. Louis Cardinals
129,1105,1103,577,193,13,143,1106,376,9,1095,42,.251,4362,.314,.400,.714,42,167,.799,.201,81,18718,4829,1743,546,836,12,35,.302,1.00,2,30.50,Tampa Bay Rays
130,1015,1294,531,196,12,137,1066,387,18,1015,53,.233,4350,.302,.378,.680,28,109,.796,.204,71,18756,4832,1646,509,857,8,32,.276,0.78,2,31.75,Texas Rangers
129,1167,1251,630,231,9,152,867,422,21,1176,55,.267,4400,.337,.428,.765,18,61,.772,.228,103,18585,4945,1881,606,924,30,31,.300,0.93,7,28.95,Toronto Blue Jays
128,1040,1195,534,199,16,147,1062,386,8,1020,74,.238,4286,.310,.395,.705,25,66,.725,.275,86,18594,4778,1692,509,860,5,26,.281,0.87,1,29.16,Minnesota Twins
128,1091,1163,608,212,17,158,1027,419,14,1123,49,.258,4360,.328,.423,.751,23,108,.824,.176,77,18856,4875,1843,583,899,14,30,.301,0.94,3,27.60,Philadelphia Phillies
128,1075,1150,564,195,14,144,1106,458,13,1067,40,.245,4358,.320,.395,.715,18,64,.780,.220,76,19345,4897,1722,544,934,13,27,.294,0.93,1,30.26,Atlanta Braves
128,985,1252,497,194,9,126,1068,411,8,981,33,.232,4236,.302,.371,.673,20,75,.789,.211,84,18399,4735,1571,480,854,19,31,.278,0.79,5,33.62,Chicago White Sox
128,1150,1165,551,211,23,126,1006,387,11,1091,37,.250,4362,.315,.396,.711,34,103,.752,.248,75,18190,4836,1726,527,881,19,31,.296,0.99,0,34.62,Miami Marlins
128,980,1203,658,204,19,210,1119,494,38,1086,43,.250,4342,.330,.451,.781,28,102,.785,.215,83,19474,4931,1958,633,901,6,40,.287,0.81,6,20.68,New York Yankees
129,1145,1150,662,204,14,137,1016,451,14,1126,58,.257,4375,.332,.404,.736,45,138,.754,.246,71,19343,4950,1769,614,900,23,39,.303,1.00,4,31.93,Milwaukee Brewers
128,970,1100,560,177,14,181,1254,392,19,991,74,.232,4275,.305,.407,.712,25,61,.709,.291,75,18852,4785,1739,542,827,10,30,.282,0.88,4,23.62,Los Angeles Angels
129,1093,1232,634,222,31,179,1022,442,15,1094,65,.251,4364,.325,.439,.764,30,92,.754,.246,88,19010,4951,1915,619,885,27,50,.285,0.89,3,24.38,Arizona Diamondbacks
128,1055,1138,556,206,16,154,1107,359,10,1037,63,.241,4298,.307,.404,.711,30,87,.744,.256,87,18555,4759,1737,525,807,3,36,.287,0.93,0,27.91,Baltimore Orioles
129,1086,1129,639,262,20,153,1138,426,21,1114,61,.252,4425,.324,.424,.748,31,112,.783,.217,71,19263,4955,1875,611,895,10,33,.303,0.96,0,28.92,Boston Red Sox
129,1024,1322,632,210,23,175,1003,436,12,1090,36,.248,4389,.319,.426,.745,27,133,.831,.169,53,18996,4913,1871,616,888,9,41,.281,0.77,2,25.08,Chicago Cubs
129,1051,1153,586,207,18,127,1110,418,14,1073,47,.247,4340,.318,.391,.709,28,87,.757,.243,84,18796,4852,1697,552,861,10,37,.301,0.91,0,34.17,Cincinnati Reds
127,971,1283,501,189,14,132,1040,397,25,945,50,.226,4174,.298,.373,.671,28,101,.783,.217,65,18393,4686,1558,482,815,21,44,.267,0.76,0,31.62,Cleveland Guardians
129,1012,1122,490,210,32,132,1195,325,5,1038,38,.240,4328,.297,.395,.692,33,66,.667,.333,96,17904,4730,1708,477,794,15,24,.300,0.90,0,32.79,Colorado Rockies
130,942,1242,629,201,30,165,1141,406,9,1093,55,.250,4371,.319,.423,.742,14,57,.803,.197,74,19152,4883,1849,604,844,5,42,.299,0.76,4,26.49,Detroit Tigers
129,1092,1199,549,198,11,141,1021,376,13,1108,56,.253,4373,.318,.400,.718,24,62,.721,.279,103,18231,4853,1751,525,894,14,33,.298,0.91,1,31.01,Houston Astros
129,1064,1361,494,226,19,123,886,339,17,1063,55,.246,4313,.307,.393,.700,38,99,.723,.277,75,18146,4771,1696,486,863,26,35,.282,0.78,3,35.06,Kansas City Royals
129,992,1229,667,205,17,191,1092,479,25,1110,47,.254,4373,.331,.440,.771,22,78,.780,.220,90,19411,4951,1922,643,881,8,42,.293,0.81,2,22.90,Los Angeles Dodgers
128,1209,1073,551,212,21,121,1008,368,10,1047,49,.244,4289,.309,.388,.697,38,108,.740,.260,78,18197,4756,1664,530,804,18,30,.290,1.13,2,35.45,Washington Nationals
128,1109,1149,581,211,17,168,1028,443,25,1055,66,.246,4286,.323,.421,.744,12,102,.895,.105,102,18999,4852,1804,566,901,11,44,.283,0.97,2,25.51,New York Mets
