gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
97,855,818,411,157,11,124,834,311,7,821,23,.249,3303,.316,.415,.731,14,53,.791,85,13779,3667,1372,397,662,7,18,.295,1.05,5,26.64,Athletics
96,818,817,324,125,14,65,837,301,12,726,30,.229,3169,.300,.339,.639,24,80,.769,76,13822,3533,1074,313,656,8,21,.289,1.00,4,48.75,Pittsburgh Pirates
95,845,911,382,136,12,83,670,305,13,773,25,.245,3149,.315,.375,.690,16,62,.795,61,13483,3530,1182,357,652,22,28,.285,0.93,1,37.94,San Diego Padres
95,779,880,443,135,5,131,837,323,15,817,53,.249,3275,.325,.414,.739,25,83,.769,60,14473,3689,1355,428,696,15,23,.294,0.89,0,25.00,Seattle Mariners
96,730,926,397,144,17,88,812,338,8,725,40,.230,3146,.311,.371,.682,17,45,.726,63,14103,3572,1167,377,640,19,28,.280,0.79,1,35.75,San Francisco Giants
96,746,977,439,165,4,96,746,301,12,818,46,.252,3250,.322,.394,.716,15,49,.766,66,14110,3635,1279,418,658,11,26,.297,0.76,1,33.85,St. Louis Cardinals
96,808,846,448,149,9,105,790,282,8,837,28,.258,3244,.320,.407,.727,32,123,.794,66,13837,3593,1319,423,611,10,27,.308,0.96,2,30.90,Tampa Bay Rays
96,742,972,388,138,8,101,789,286,11,747,40,.232,3218,.300,.374,.674,20,91,.820,53,13775,3577,1204,372,640,5,27,.274,0.76,1,31.86,Texas Rangers
95,862,928,437,163,4,99,640,322,20,834,37,.259,3214,.331,.405,.736,15,51,.773,71,13696,3630,1302,418,692,22,28,.294,0.93,7,32.46,Toronto Blue Jays
95,763,884,401,148,9,112,786,273,5,764,56,.241,3175,.310,.399,.709,18,48,.727,59,13746,3527,1266,386,633,2,20,.284,0.86,1,28.35,Minnesota Twins
95,815,867,436,150,13,102,751,329,10,827,36,.256,3228,.330,.406,.736,18,83,.822,57,14116,3625,1309,415,688,10,22,.302,0.94,0,31.65,Philadelphia Phillies
94,801,838,384,135,9,105,806,318,10,775,27,.243,3190,.315,.390,.705,13,44,.772,59,14066,3566,1243,371,683,10,20,.291,0.96,1,30.38,Atlanta Braves
96,725,927,327,142,9,74,820,317,6,685,25,.220,3116,.295,.342,.637,18,61,.772,60,13698,3504,1067,312,648,16,25,.272,0.78,5,42.11,Chicago White Sox
94,839,854,397,155,15,83,753,279,7,807,22,.251,3211,.313,.386,.699,28,74,.725,56,13354,3554,1241,381,648,16,26,.302,0.98,0,38.69,Miami Marlins
95,731,878,500,170,14,150,834,372,30,834,37,.257,3240,.338,.457,.795,23,63,.733,62,14569,3691,1482,479,699,4,33,.299,0.83,5,21.60,New York Yankees
