gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
96,825,832,422,145,8,117,841,340,18,795,40,.243,3265,.321,.400,.721,18,50,.735,.265,69,14038,3674,1307,404,688,12,16,.292,0.99,1,27.91,Athletics
97,822,786,516,154,11,125,907,363,7,886,54,.263,3373,.342,.426,.768,17,88,.838,.162,76,15032,3821,1437,495,733,5,23,.322,1.05,3,26.98,Pittsburgh Pirates
96,866,793,379,138,9,99,806,322,13,709,32,.226,3139,.302,.370,.672,24,101,.808,.192,64,13910,3529,1162,370,616,13,22,.270,1.09,1,31.71,San Diego Padres
97,765,894,392,121,7,115,841,325,5,736,61,.230,3204,.310,.380,.690,24,73,.753,.247,56,14171,3623,1216,378,664,8,24,.273,0.86,1,27.86,Seattle Mariners
96,808,939,395,179,21,106,743,240,12,840,29,.256,3285,.310,.420,.730,12,35,.745,.255,58,13814,3599,1379,381,655,17,28,.298,0.86,0,30.99,San Francisco Giants
95,849,871,429,131,10,107,735,304,12,767,65,.242,3175,.318,.390,.708,19,59,.756,.244,71,13784,3592,1239,417,648,16,31,.279,0.97,1,29.67,St. Louis Cardinals
94,833,869,425,133,15,94,672,329,14,811,38,.259,3134,.334,.401,.735,34,89,.724,.276,72,13540,3554,1256,404,665,25,26,.299,0.96,2,33.34,Tampa Bay Rays
96,779,866,399,136,16,109,805,317,5,783,48,.245,3200,.320,.399,.719,11,46,.807,.193,69,13810,3599,1278,384,671,13,20,.292,0.90,1,29.36,Texas Rangers
96,851,929,392,149,5,98,701,265,9,787,36,.244,3225,.306,.384,.690,9,41,.820,.180,66,13571,3572,1240,376,636,14,29,.281,0.92,3,32.91,Toronto Blue Jays
97,734,965,471,162,13,120,796,323,5,811,53,.248,3271,.323,.415,.738,26,56,.683,.317,53,14266,3682,1359,449,654,5,29,.290,0.76,0,27.26,Minnesota Twins
97,804,872,424,130,14,124,851,287,7,770,40,.236,3263,.303,.398,.701,12,74,.860,.140,50,14133,3626,1300,409,638,6,28,.279,0.92,2,26.32,Philadelphia Phillies
95,794,909,460,149,7,121,765,286,8,795,39,.246,3229,.313,.409,.722,16,50,.758,.242,41,13998,3589,1321,443,625,4,30,.284,0.87,1,26.69,Atlanta Braves
95,777,824,454,143,8,129,853,321,12,764,54,.241,3173,.319,.413,.732,25,61,.709,.291,44,13819,3595,1310,435,630,22,23,.287,0.94,2,24.60,Chicago White Sox
97,789,888,439,165,24,98,778,334,9,817,53,.253,3224,.330,.411,.741,30,101,.771,.229,61,13910,3660,1324,422,679,14,34,.302,0.89,1,32.90,Miami Marlins
96,750,842,462,142,14,142,867,366,12,755,19,.237,3183,.317,.424,.741,30,96,.762,.238,54,14316,3602,1351,441,602,6,25,.279,0.89,3,22.42,New York Yankees
96,911,792,489,175,14,89,784,397,18,832,22,.254,3271,.337,.398,.735,28,89,.761,.239,55,14780,3745,1302,463,721,25,23,.307,1.15,7,36.75,Milwaukee Brewers
97,731,868,430,151,9,110,917,311,9,785,55,.240,3272,.315,.392,.707,16,47,.746,.254,72,14251,3669,1284,414,651,10,19,.298,0.84,2,29.74,Los Angeles Angels
96,861,920,416,161,21,89,702,304,7,755,32,.237,3191,.307,.384,.691,17,64,.790,.210,53,14037,3576,1225,397,628,21,26,.275,0.94,2,35.85,Arizona Diamondbacks
97,759,851,447,145,12,117,880,371,7,771,29,.239,3223,.321,.401,.722,20,48,.706,.294,63,14590,3663,1291,432,655,11,27,.290,0.89,2,27.55,Baltimore Orioles
94,815,837,385,165,17,85,775,286,3,764,51,.243,3146,.314,.387,.701,24,72,.750,.250,60,13514,3530,1218,368,642,19,26,.294,0.97,2,37.01,Boston Red Sox
96,747,955,484,154,15,121,808,417,12,798,54,.244,3274,.336,.411,.747,15,68,.819,.181,62,14960,3780,1345,452,749,5,29,.285,0.78,1,27.06,Chicago Cubs
95,725,861,395,146,9,119,898,349,6,731,30,.230,3183,.310,.393,.703,22,65,.747,.253,56,14122,3597,1252,376,672,13,19,.280,0.84,3,26.75,Cincinnati Reds
97,759,933,385,147,10,93,810,353,9,732,31,.229,3193,.310,.369,.679,19,93,.830,.170,53,14424,3620,1178,368,670,19,22,.276,0.81,2,34.33,Cleveland Guardians
98,774,895,466,179,19,110,852,314,6,847,54,.255,3324,.326,.419,.745,29,67,.698,.302,56,13975,3736,1394,445,668,13,31,.308,0.86,0,30.22,Colorado Rockies
96,661,976,407,138,19,115,838,345,4,750,33,.235,3193,.314,.398,.712,13,31,.705,.295,54,14244,3608,1271,387,665,6,26,.280,0.68,5,27.76,Detroit Tigers
98,821,916,449,151,7,133,797,322,21,796,43,.242,3292,.315,.413,.728,12,34,.739,.261,72,14360,3697,1360,428,651,13,25,.278,0.90,2,24.75,Houston Astros
97,724,1000,411,178,11,97,783,310,7,804,35,.246,3265,.315,.397,.712,22,73,.768,.232,58,13978,3656,1295,392,664,12,34,.292,0.72,0,33.66,Kansas City Royals
97,758,942,506,162,9,127,757,389,16,854,34,.262,3264,.343,.434,.777,14,37,.725,.275,81,14750,3737,1415,476,694,12,35,.301,0.80,3,25.70,Los Angeles Dodgers
97,834,894,516,165,18,138,799,332,11,830,45,.250,3325,.324,.435,.759,24,103,.811,.189,62,14254,3737,1445,490,632,11,21,.287,0.93,3,24.09,Washington Nationals
97,824,914,398,120,12,112,797,299,8,761,34,.234,3259,.303,.381,.684,21,47,.691,.309,69,14194,3633,1241,379,637,14,23,.273,0.90,4,29.10,New York Mets
