gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
131,1107,1245,645,225,33,182,1048,446,15,1110,65,.250,4432,.325,.439,.764,30,96,.762,.238,89,19300,5024,1947,630,896,27,51,.285,0.89,3,24.35,Arizona Diamondbacks
130,1077,1149,567,208,16,158,1124,365,10,1054,63,.241,4365,.307,.405,.712,31,91,.746,.254,88,18872,4832,1768,536,818,3,36,.287,0.94,0,27.63,Baltimore Orioles
131,1107,1140,653,266,21,155,1155,436,21,1136,63,.253,4494,.325,.425,.750,31,112,.783,.217,75,19584,5038,1909,623,910,10,35,.305,0.97,0,28.99,Boston Red Sox
131,1042,1346,648,216,23,178,1014,444,12,1112,37,.249,4462,.319,.428,.747,27,133,.831,.169,54,19287,4997,1908,632,902,9,43,.282,0.77,2,25.07,Chicago Cubs
131,1070,1173,593,210,19,128,1123,425,14,1091,47,.247,4409,.318,.391,.709,28,91,.765,.235,86,19083,4929,1723,558,877,11,37,.301,0.91,0,34.44,Cincinnati Reds
129,981,1305,501,189,14,132,1060,399,25,953,51,.225,4234,.297,.370,.667,28,101,.783,.217,66,18624,4749,1566,482,824,21,44,.266,0.75,0,32.08,Cleveland Guardians
131,1023,1143,491,213,32,133,1217,327,5,1048,39,.239,4392,.296,.393,.689,33,67,.670,.330,96,18182,4797,1724,478,806,15,24,.298,0.90,0,33.02,Colorado Rockies
132,952,1263,641,204,30,170,1157,410,9,1111,57,.250,4436,.319,.425,.744,14,57,.803,.197,76,19443,4954,1885,616,852,5,42,.299,0.75,4,26.09,Detroit Tigers
131,1107,1220,560,200,11,145,1038,381,13,1127,56,.254,4444,.318,.401,.719,24,64,.727,.273,104,18474,4930,1784,535,906,14,34,.298,0.91,1,30.65,Houston Astros
131,1087,1379,506,231,19,126,896,345,18,1083,56,.247,4383,.308,.395,.703,38,99,.723,.277,78,18418,4849,1730,497,875,27,35,.282,0.79,3,34.79,Kansas City Royals
131,1006,1253,676,206,17,196,1108,483,25,1121,47,.253,4437,.330,.439,.769,22,78,.780,.220,90,19698,5020,1949,652,887,8,43,.291,0.80,2,22.64,Los Angeles Dodgers
130,1224,1087,557,216,21,124,1032,371,10,1061,50,.244,4356,.308,.388,.696,39,108,.735,.265,79,18465,4827,1691,535,815,18,30,.290,1.13,2,35.13,Washington Nationals
130,1129,1171,593,211,17,175,1040,454,25,1072,69,.246,4357,.324,.423,.747,12,108,.900,.100,103,19325,4937,1842,578,920,11,44,.282,0.96,2,24.90,New York Mets
