gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
98,865,825,417,158,11,127,841,316,8,830,23,.249,3336,.317,.417,.734,14,55,.797,85,13925,3705,1391,403,670,7,18,.295,1.05,5,26.27,Athletics
97,826,827,326,126,14,66,845,303,12,736,30,.230,3205,.300,.339,.639,25,80,.762,76,13952,3571,1088,315,665,8,21,.289,1.00,4,48.56,Pittsburgh Pirates
96,852,922,383,136,12,83,676,311,14,781,25,.246,3179,.315,.374,.689,17,65,.793,62,13599,3568,1190,358,662,24,28,.285,0.92,1,38.30,San Diego Padres
96,788,886,451,138,5,136,847,330,16,827,53,.250,3310,.326,.418,.744,25,85,.773,61,14648,3731,1383,435,703,15,23,.294,0.89,0,24.34,Seattle Mariners
97,739,939,399,145,17,89,823,342,9,730,40,.229,3184,.309,.369,.678,17,45,.726,63,14255,3614,1176,379,649,19,28,.279,0.79,1,35.78,San Francisco Giants
97,749,989,444,166,4,97,755,305,12,826,46,.252,3282,.322,.393,.715,15,54,.783,66,14249,3671,1291,423,665,11,26,.297,0.76,1,33.84,St. Louis Cardinals
97,817,854,449,150,9,105,800,282,8,845,29,.258,3278,.320,.405,.725,32,123,.794,66,13992,3629,1328,424,619,10,28,.308,0.96,2,31.22,Tampa Bay Rays
97,750,980,393,140,9,103,799,289,11,755,40,.232,3251,.300,.376,.676,20,92,.821,53,13908,3614,1222,377,645,5,28,.274,0.77,1,31.56,Texas Rangers
96,871,936,440,163,4,101,649,322,20,838,37,.258,3244,.330,.404,.734,15,51,.773,72,13829,3660,1312,421,692,22,28,.292,0.93,7,32.12,Toronto Blue Jays
96,772,896,402,150,9,112,792,273,5,771,56,.240,3209,.309,.397,.706,18,48,.727,59,13873,3561,1275,387,639,2,20,.283,0.86,1,28.65,Minnesota Twins
96,821,879,438,152,13,102,762,331,10,833,36,.255,3263,.329,.404,.733,18,84,.824,57,14269,3662,1317,416,696,10,22,.302,0.93,0,31.99,Philadelphia Phillies
95,811,843,388,136,9,105,819,320,10,784,28,.243,3227,.315,.388,.703,13,44,.772,59,14234,3606,1253,375,692,10,20,.292,0.96,1,30.73,Atlanta Braves
97,734,938,332,146,9,76,830,318,7,694,25,.220,3154,.294,.344,.638,18,61,.772,60,13853,3544,1086,317,654,16,26,.272,0.78,5,41.50,Chicago White Sox
95,853,860,408,159,15,87,759,281,7,825,22,.254,3254,.315,.392,.707,28,74,.725,57,13521,3600,1275,392,656,16,27,.303,0.99,0,37.40,Miami Marlins
96,737,889,501,170,14,151,842,373,30,836,37,.256,3267,.336,.455,.791,24,63,.724,63,14687,3719,1487,480,699,4,33,.297,0.83,5,21.64,New York Yankees
96,844,855,457,137,9,93,760,329,11,796,43,.248,3209,.324,.383,.707,34,110,.764,51,14113,3630,1230,426,655,18,28,.295,0.99,3,34.50,Milwaukee Brewers
96,743,833,418,131,10,139,927,279,15,748,51,.232,3220,.302,.409,.711,20,44,.688,57,14020,3584,1316,404,611,8,23,.280,0.89,3,23.16,Los Angeles Angels
97,832,923,493,173,20,141,766,349,12,824,47,.251,3286,.328,.444,.772,21,67,.761,64,14422,3742,1460,482,669,20,39,.282,0.90,1,23.30,Arizona Diamondbacks
95,768,845,393,150,10,111,831,264,9,760,45,.239,3176,.305,.398,.703,22,67,.753,67,13818,3513,1263,371,603,3,25,.287,0.91,0,28.61,Baltimore Orioles
98,809,854,491,200,16,122,877,319,17,863,44,.256,3375,.326,.433,.759,22,85,.794,54,14602,3767,1461,470,679,7,22,.309,0.95,0,27.66,Boston Red Sox
96,760,1005,512,166,20,142,743,331,10,849,24,.256,3321,.325,.446,.771,19,108,.850,39,14417,3713,1481,501,666,7,29,.287,0.76,1,23.39,Chicago Cubs
