gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
102,897,866,435,172,14,133,875,323,9,864,24,.248,3477,.315,.421,.736,15,56,.789,86,14443,3854,1463,420,693,7,18,.294,1.04,5,26.14,Athletics
101,857,861,336,133,15,66,881,313,13,767,30,.230,3336,.300,.338,.638,26,81,.757,78,14488,3713,1128,325,692,8,22,.291,1.00,4,50.54,Pittsburgh Pirates
100,891,962,402,147,12,86,704,325,14,816,26,.246,3316,.316,.375,.691,18,70,.795,63,14214,3725,1245,377,692,28,29,.286,0.93,1,38.56,San Diego Padres
100,816,924,467,142,5,138,886,343,17,855,59,.249,3439,.325,.413,.738,25,91,.784,63,15273,3883,1421,449,732,18,24,.294,0.88,0,24.92,Seattle Mariners
101,768,978,413,154,17,93,856,347,9,769,41,.231,3322,.309,.372,.681,17,46,.730,69,14836,3760,1236,393,673,19,30,.281,0.79,1,35.72,San Francisco Giants
101,781,1029,457,176,4,100,788,312,12,865,47,.253,3424,.321,.394,.715,15,57,.792,70,14789,3823,1349,436,696,12,27,.298,0.76,1,34.24,St. Louis Cardinals
101,858,885,470,155,9,111,829,304,8,875,29,.257,3409,.320,.405,.725,33,130,.798,68,14581,3782,1381,443,649,10,28,.306,0.97,2,30.71,Tampa Bay Rays
101,773,1013,407,147,9,106,841,298,11,774,40,.230,3366,.298,.373,.671,22,95,.812,53,14446,3740,1257,390,658,7,28,.273,0.76,1,31.76,Texas Rangers
100,911,971,462,175,4,105,665,337,20,877,39,.260,3373,.332,.408,.740,16,52,.765,76,14364,3807,1375,441,721,23,28,.293,0.94,7,32.12,Toronto Blue Jays
100,806,935,421,157,12,119,819,291,5,810,59,.242,3347,.312,.403,.715,18,49,.731,66,14467,3721,1348,405,672,2,21,.284,0.86,1,28.13,Minnesota Twins
100,865,903,457,159,13,108,794,346,11,862,37,.254,3391,.328,.404,.732,18,86,.827,62,14817,3808,1371,435,719,10,23,.300,0.96,1,31.40,Philadelphia Phillies
99,840,877,415,145,10,110,854,341,10,818,30,.244,3358,.317,.391,.708,13,46,.780,62,14877,3761,1313,402,718,10,21,.293,0.96,1,30.53,Atlanta Braves
101,766,976,367,164,9,82,865,334,7,739,27,.224,3303,.298,.353,.651,18,64,.780,63,14495,3712,1167,352,679,17,26,.276,0.78,5,40.28,Chicago White Sox
99,900,894,424,165,16,91,781,293,10,858,23,.253,3389,.315,.392,.707,28,76,.731,61,14030,3749,1328,408,684,17,27,.301,1.01,0,37.24,Miami Marlins
100,770,928,521,177,14,157,876,388,33,869,38,.255,3405,.335,.454,.789,24,64,.727,65,15287,3874,1545,500,726,4,34,.296,0.83,5,21.69,New York Yankees
100,885,889,479,144,10,96,788,340,11,839,44,.250,3353,.325,.385,.710,38,116,.753,53,14743,3788,1291,445,683,18,30,.297,1.00,3,34.93,Milwaukee Brewers
100,773,868,442,138,11,147,967,294,15,792,53,.235,3368,.305,.414,.719,21,46,.687,61,14673,3750,1393,428,645,8,24,.283,0.89,3,22.91,Los Angeles Angels
101,861,962,518,180,24,146,794,362,12,863,48,.252,3420,.329,.447,.776,21,71,.772,69,14937,3892,1529,506,695,20,40,.285,0.90,2,23.42,Arizona Diamondbacks
99,801,885,407,157,11,115,865,267,9,791,45,.239,3313,.302,.397,.699,22,73,.768,69,14358,3654,1315,385,622,3,26,.287,0.91,0,28.81,Baltimore Orioles
102,836,890,500,205,16,126,920,331,17,891,45,.254,3509,.324,.429,.753,24,87,.784,56,15175,3914,1506,479,707,7,22,.308,0.94,0,27.85,Boston Red Sox
100,792,1044,527,171,20,150,771,340,10,883,25,.256,3453,.324,.447,.771,21,111,.841,41,14970,3857,1544,516,693,7,30,.286,0.76,2,23.02,Chicago Cubs
101,833,882,464,161,13,107,869,337,10,832,38,.246,3384,.319,.396,.715,24,74,.755,68,14815,3791,1340,437,667,7,25,.298,0.94,0,31.63,Cincinnati Reds
99,756,993,381,145,10,105,812,314,18,728,34,.225,3236,.297,.373,.670,25,79,.760,55,14272,3637,1208,366,627,18,35,.265,0.76,0,30.82,Cleveland Guardians
100,770,860,355,160,28,96,969,256,5,780,32,.233,3349,.292,.383,.675,26,55,.679,76,13927,3667,1284,345,624,12,18,.297,0.90,0,34.88,Colorado Rockies
