gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
161,1397,1381,731,294,16,218,1392,499,14,1396,44,.253,5513,.318,.431,.749,28,80,.741,.259,117,22939,6114,2376,707,1098,18,35,.299,1.01,5,25.29,Athletics
161,1385,1355,582,244,21,117,1411,527,19,1238,54,.232,5344,.305,.351,.656,35,115,.767,.233,122,23383,5974,1875,560,1121,13,32,.291,1.02,4,45.68,Pittsburgh Pirates
161,1433,1538,690,250,18,151,1152,506,18,1358,57,.252,5389,.320,.389,.709,30,106,.779,.221,103,23320,6046,2097,651,1122,48,44,.292,0.93,2,35.69,San Diego Padres
161,1283,1478,765,233,9,238,1432,542,29,1340,89,.245,5470,.321,.421,.742,37,161,.813,.187,102,24220,6166,2305,733,1114,24,38,.287,0.87,2,22.98,Seattle Mariners
161,1250,1541,701,238,28,171,1374,553,14,1254,65,.235,5345,.311,.386,.697,23,68,.747,.253,103,23755,6038,2061,668,1070,22,52,.281,0.81,1,31.26,San Francisco Giants
161,1269,1561,689,262,8,148,1311,477,17,1325,88,.245,5401,.315,.379,.694,27,88,.765,.235,114,23362,6036,2047,653,1086,25,40,.296,0.81,5,36.49,St. Louis Cardinals
161,1393,1353,710,242,16,182,1383,464,10,1365,46,.251,5435,.313,.402,.715,48,191,.799,.201,108,23344,6006,2185,676,1034,16,43,.302,1.03,2,29.86,Tampa Bay Rays
161,1269,1598,676,242,15,174,1319,484,19,1268,61,.235,5404,.303,.382,.685,33,133,.801,.199,92,23376,6002,2062,650,1059,10,40,.277,0.79,3,31.06,Texas Rangers
161,1426,1589,785,290,12,187,1087,516,25,1446,65,.264,5470,.333,.424,.757,25,76,.752,.248,133,23187,6137,2321,758,1115,34,44,.297,0.90,8,29.25,Toronto Blue Jays
161,1298,1497,677,247,20,191,1356,491,10,1290,88,.239,5399,.311,.398,.709,34,113,.769,.231,104,23489,6021,2150,642,1081,8,34,.283,0.87,1,28.27,Minnesota Twins
