gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
119,1043,1019,529,209,16,163,1016,372,9,1037,30,.254,4077,.319,.433,.752,19,64,.771,95,16926,4522,1767,514,817,11,27,.299,1.02,5,25.01,Athletics
118,1017,998,418,162,17,83,1026,376,15,907,38,.232,3913,.303,.346,.649,27,90,.769,88,17096,4366,1352,406,818,9,26,.291,1.02,4,47.14,Pittsburgh Pirates
117,1061,1123,483,178,16,99,817,382,15,979,37,.250,3913,.320,.380,.700,22,78,.780,72,16767,4401,1486,454,838,35,32,.291,0.94,2,39.52,San Diego Padres
118,958,1082,541,156,6,169,1053,403,19,978,61,.243,4024,.319,.411,.730,26,124,.827,73,17931,4536,1653,518,841,21,26,.286,0.89,1,23.81,Seattle Mariners
117,901,1140,488,178,22,112,984,406,9,908,49,.234,3877,.312,.378,.690,17,51,.750,79,17321,4389,1466,467,794,22,34,.283,0.79,1,34.62,San Francisco Giants
118,922,1188,515,204,4,112,916,364,13,994,56,.250,3973,.320,.388,.708,17,65,.793,84,17205,4443,1542,491,811,16,31,.296,0.78,3,35.47,St. Louis Cardinals
118,1001,1022,528,173,12,130,999,348,9,995,34,.250,3973,.314,.398,.712,38,149,.797,78,17034,4401,1582,498,753,12,32,.301,0.98,2,30.56,Tampa Bay Rays
118,911,1166,480,176,12,122,985,351,17,915,46,.232,3938,.301,.376,.677,27,101,.789,64,16946,4376,1481,458,773,8,31,.277,0.78,2,32.28,Texas Rangers
118,1070,1160,578,216,9,134,784,394,21,1090,48,.269,4045,.339,.427,.766,18,56,.757,90,17102,4553,1726,554,869,28,31,.303,0.92,7,30.19,Toronto Blue Jays
116,943,1076,489,182,13,136,951,344,5,941,70,.242,3883,.314,.401,.715,22,57,.722,82,16803,4326,1557,467,783,3,25,.285,0.88,1,28.55,Minnesota Twins
116,984,1050,547,190,16,140,942,392,14,1006,41,.255,3944,.327,.418,.745,21,96,.821,71,17162,4417,1648,524,817,12,26,.300,0.94,2,28.17,Philadelphia Phillies
117,973,1057,492,170,14,130,1018,420,12,960,35,.242,3971,.318,.390,.708,14,57,.803,73,17648,4464,1548,476,861,12,25,.291,0.92,1,30.55,Atlanta Braves
117,896,1147,446,183,9,114,984,374,8,881,32,.228,3862,.300,.369,.669,19,73,.793,76,16798,4319,1424,429,780,17,29,.275,0.78,5,33.88,Chicago White Sox
117,1043,1063,504,194,20,113,926,353,11,1005,28,.252,3988,.315,.396,.711,32,96,.750,70,16647,4418,1578,485,804,19,30,.299,0.98,0,35.29,Miami Marlins
117,900,1101,595,192,17,183,1018,440,36,990,43,.250,3966,.328,.445,.773,24,84,.778,75,17723,4498,1765,570,824,6,37,.288,0.82,6,21.67,New York Yankees
116,1028,1034,580,178,12,117,912,394,12,1003,52,.256,3920,.329,.397,.726,43,129,.750,60,17251,4427,1556,540,803,19,38,.302,0.99,4,33.50,Milwaukee Brewers
117,891,1010,510,159,13,167,1140,347,17,911,66,.233,3917,.304,.408,.712,23,59,.720,69,17154,4369,1597,493,750,8,27,.282,0.88,4,23.46,Los Angeles Angels
117,997,1115,567,203,27,161,919,410,13,980,57,.249,3940,.325,.437,.762,29,77,.726,83,17225,4480,1720,554,802,23,48,.282,0.89,2,24.47,Arizona Diamondbacks
117,950,1044,503,190,12,143,1008,313,9,940,57,.241,3906,.304,.405,.709,28,80,.741,81,16883,4312,1583,477,716,3,33,.286,0.91,0,27.32,Baltimore Orioles
118,983,1026,591,244,20,143,1052,381,20,1029,55,.254,4053,.324,.430,.754,27,98,.784,65,17600,4527,1742,566,810,9,29,.307,0.96,0,28.34,Boston Red Sox
