gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
135,1175,1154,614,242,16,185,1167,430,13,1171,35,.253,4621,.320,.433,.753,24,67,.736,.264,106,19280,5137,2000,596,924,14,32,.299,1.02,5,24.98,Athletics
134,1156,1129,483,198,18,97,1160,430,17,1038,42,.234,4442,.305,.352,.657,29,101,.777,.223,103,19409,4959,1563,466,929,11,30,.293,1.02,4,45.79,Pittsburgh Pirates
134,1218,1268,564,219,16,116,938,430,16,1123,49,.251,4467,.321,.385,.706,26,90,.776,.224,87,19309,5028,1722,529,943,42,38,.292,0.96,2,38.51,San Diego Padres
134,1074,1232,616,183,7,191,1198,450,19,1100,70,.241,4556,.317,.410,.727,30,134,.817,.183,79,20237,5125,1870,591,936,21,27,.285,0.87,1,23.85,Seattle Mariners
133,1007,1289,547,200,24,134,1146,450,9,1025,54,.233,4408,.309,.380,.689,18,61,.772,.228,85,19615,4972,1675,521,895,22,37,.282,0.78,1,32.90,San Francisco Giants
134,1053,1331,584,220,5,126,1059,405,14,1116,65,.248,4507,.317,.383,.700,19,77,.802,.198,96,19445,5032,1724,556,906,18,34,.295,0.79,3,35.77,St. Louis Cardinals
133,1139,1141,596,202,14,149,1138,386,9,1129,42,.251,4499,.314,.401,.715,43,172,.800,.200,83,19275,4977,1806,564,858,12,36,.302,1.00,2,30.20,Tampa Bay Rays
135,1056,1336,573,206,12,149,1103,407,18,1069,56,.236,4522,.305,.386,.691,29,115,.799,.201,74,19568,5029,1746,551,889,8,34,.278,0.79,2,30.35,Texas Rangers
134,1209,1306,664,242,9,162,900,439,22,1228,57,.268,4579,.337,.431,.768,19,67,.779,.221,110,19404,5146,1974,640,956,30,34,.300,0.93,7,28.26,Toronto Blue Jays
133,1079,1244,556,204,16,159,1105,403,8,1058,77,.238,4453,.310,.398,.708,25,72,.742,.258,87,19368,4967,1771,530,892,6,27,.280,0.87,1,28.01,Minnesota Twins
