gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
133,1157,1141,600,237,16,183,1147,421,13,1150,35,.253,4551,.319,.432,.751,22,67,.753,.247,104,18978,5056,1968,583,908,13,31,.297,1.01,5,24.87,Athletics
132,1140,1111,473,194,18,96,1140,423,17,1024,42,.234,4375,.306,.352,.658,29,101,.777,.223,102,19125,4884,1542,457,918,11,29,.293,1.03,4,45.57,Pittsburgh Pirates
132,1199,1250,554,213,16,115,923,426,16,1104,46,.251,4398,.321,.385,.706,26,88,.772,.228,84,19013,4950,1694,519,929,40,38,.291,0.96,2,38.24,San Diego Padres
132,1059,1211,606,181,7,188,1182,443,19,1085,70,.242,4489,.318,.411,.729,30,132,.815,.185,79,19929,5051,1844,581,923,21,27,.285,0.87,1,23.88,Seattle Mariners
131,992,1271,530,196,24,128,1132,444,9,1005,53,.231,4343,.308,.376,.684,18,60,.769,.231,84,19356,4898,1633,504,886,22,35,.281,0.78,1,33.93,San Francisco Giants
132,1038,1317,580,220,5,125,1037,398,14,1109,62,.249,4449,.317,.385,.702,19,77,.802,.198,94,19188,4964,1714,552,896,18,34,.296,0.79,3,35.59,St. Louis Cardinals
131,1124,1120,593,199,14,148,1120,384,9,1117,42,.252,4433,.315,.403,.718,43,172,.800,.200,81,18993,4909,1788,561,849,12,36,.303,1.00,2,29.95,Tampa Bay Rays
133,1038,1319,546,200,12,142,1090,399,18,1040,54,.234,4447,.303,.380,.683,29,115,.799,.201,73,19246,4942,1690,524,877,8,32,.277,0.79,2,31.32,Texas Rangers
132,1196,1287,650,238,9,156,884,434,22,1202,57,.267,4506,.337,.427,.764,18,66,.786,.214,108,19079,5067,1926,626,942,30,33,.299,0.93,7,28.88,Toronto Blue Jays
131,1061,1229,541,202,16,152,1086,395,8,1037,75,.237,4382,.309,.394,.703,25,66,.725,.275,87,19040,4884,1727,516,878,5,26,.279,0.86,1,28.83,Minnesota Twins
131,1110,1198,620,218,18,160,1047,431,14,1144,50,.257,4455,.327,.422,.749,23,108,.824,.176,78,19321,4983,1878,595,920,14,30,.300,0.93,3,27.84,Philadelphia Phillies
131,1098,1176,571,197,14,145,1135,468,13,1083,43,.243,4451,.319,.392,.711,18,67,.788,.212,76,19766,5004,1743,551,956,13,28,.293,0.93,1,30.70,Atlanta Braves
131,1006,1289,519,200,9,131,1080,415,8,1014,33,.234,4339,.303,.375,.678,20,77,.794,.206,87,18788,4842,1625,501,867,19,31,.280,0.78,5,33.12,Chicago White Sox
131,1178,1192,564,215,25,128,1032,394,12,1114,38,.249,4466,.314,.395,.709,35,108,.755,.245,76,18601,4948,1763,540,899,19,31,.295,0.99,0,34.89,Miami Marlins
131,997,1231,676,208,19,218,1147,504,38,1112,45,.251,4438,.330,.453,.783,28,102,.785,.215,84,19870,5042,2012,651,919,7,42,.287,0.81,6,20.36,New York Yankees
132,1167,1185,673,210,14,140,1033,459,14,1152,60,.257,4475,.332,.404,.736,47,139,.747,.253,73,19769,5060,1810,625,921,23,39,.303,0.98,4,31.96,Milwaukee Brewers
131,993,1127,568,179,14,185,1285,398,19,1010,74,.231,4375,.304,.405,.709,25,64,.719,.281,76,19266,4891,1772,549,844,10,30,.281,0.88,4,23.65,Los Angeles Angels
132,1112,1253,650,225,33,183,1062,448,15,1116,66,.250,4465,.324,.438,.762,30,96,.762,.238,89,19449,5060,1956,635,900,27,51,.285,0.89,3,24.40,Arizona Diamondbacks
131,1082,1157,570,210,16,159,1137,368,10,1060,64,.241,4397,.307,.405,.712,31,91,.746,.254,89,19000,4868,1779,539,824,3,36,.287,0.94,0,27.65,Baltimore Orioles
132,1112,1151,657,267,21,157,1166,438,21,1143,63,.252,4528,.325,.425,.750,31,112,.783,.217,75,19714,5074,1923,627,915,10,35,.304,0.97,0,28.84,Boston Red Sox
131,1042,1346,648,216,23,178,1014,444,12,1112,37,.249,4462,.319,.428,.747,27,133,.831,.169,54,19287,4997,1908,632,902,9,43,.282,0.77,2,25.07,Chicago Cubs
132,1075,1184,593,211,19,128,1135,428,14,1094,47,.246,4440,.317,.389,.706,28,91,.765,.235,86,19215,4963,1727,558,884,11,37,.301,0.91,0,34.69,Cincinnati Reds
130,987,1313,501,189,14,132,1073,401,25,955,51,.224,4263,.296,.368,.664,28,101,.783,.217,66,18749,4780,1568,482,828,21,44,.265,0.75,0,32.30,Cleveland Guardians
131,1023,1143,491,213,32,133,1217,327,5,1048,39,.239,4392,.296,.393,.689,33,67,.670,.330,96,18182,4797,1724,478,806,15,24,.298,0.90,0,33.02,Colorado Rockies
133,960,1269,644,207,30,171,1168,414,9,1121,57,.251,4471,.319,.425,.744,14,58,.806,.194,77,19587,4993,1901,619,861,5,42,.299,0.76,4,26.15,Detroit Tigers
131,1107,1220,560,200,11,145,1038,381,13,1127,56,.254,4444,.318,.401,.719,24,64,.727,.273,104,18474,4930,1784,535,906,14,34,.298,0.91,1,30.65,Houston Astros
132,1094,1395,506,233,19,126,900,346,18,1085,56,.246,4412,.307,.393,.700,38,99,.723,.277,79,18520,4879,1734,497,878,27,35,.280,0.78,3,35.02,Kansas City Royals
132,1014,1261,683,209,17,199,1116,486,25,1130,47,.253,4469,.330,.441,.771,22,78,.780,.220,91,19859,5056,1970,657,892,8,44,.291,0.80,2,22.46,Los Angeles Dodgers
131,1231,1091,562,216,21,125,1044,376,10,1070,50,.244,4388,.309,.388,.697,40,108,.730,.270,81,18615,4864,1703,540,820,18,30,.291,1.13,2,35.10,Washington Nationals
131,1137,1179,606,215,17,176,1048,460,25,1086,71,.247,4394,.325,.424,.749,13,108,.893,.107,104,19495,4983,1863,591,929,11,45,.283,0.96,2,24.97,New York Mets
