gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
84,670,872,453,148,17,124,659,288,9,745,22,.256,2914,.325,.446,.771,17,100,.855,36,12692,3256,1299,444,581,7,25,.288,0.77,0,23.50,Chicago Cubs
84,680,734,387,138,10,91,733,283,7,697,26,.248,2816,.320,.401,.721,23,65,.739,53,12337,3153,1128,369,553,6,22,.301,0.93,0,30.94,Cincinnati Reds
82,620,802,303,114,8,81,679,257,12,603,28,.226,2667,.298,.366,.664,19,65,.774,51,11718,2989,976,288,519,11,26,.270,0.77,0,32.93,Cleveland Guardians
84,636,731,295,135,25,79,832,225,5,638,29,.227,2812,.289,.377,.666,21,45,.682,62,11814,3091,1060,289,528,8,17,.291,0.87,0,35.60,Colorado Rockies
85,623,814,424,138,19,106,736,270,7,735,38,.256,2874,.325,.428,.753,7,30,.811,47,12481,3219,1229,408,571,5,29,.305,0.77,3,27.11,Detroit Tigers
84,689,781,350,117,7,91,649,241,7,714,39,.255,2802,.320,.399,.719,19,47,.712,69,11675,3113,1118,333,575,9,22,.299,0.88,0,30.79,Houston Astros
84,679,911,277,141,15,58,575,201,13,688,27,.245,2812,.299,.367,.666,29,64,.688,44,11593,3082,1033,273,573,18,23,.286,0.75,1,48.48,Kansas City Royals
85,660,824,477,146,15,133,694,317,18,764,30,.263,2910,.338,.460,.798,14,45,.763,61,12877,3291,1339,459,578,3,29,.299,0.80,2,21.88,Los Angeles Dodgers
84,843,688,366,142,11,85,634,243,10,689,38,.244,2818,.311,.393,.704,30,74,.712,51,11844,3136,1108,350,528,16,20,.285,1.23,1,33.15,Washington Nationals
85,743,764,368,135,13,109,669,294,14,695,50,.245,2840,.323,.417,.740,10,64,.865,70,12748,3217,1183,359,610,3,28,.280,0.97,2,26.06,New York Mets
