gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
91,816,765,382,149,11,112,770,291,5,771,22,.249,3097,.316,.413,.729,12,49,.803,84,12888,3438,1278,369,620,7,18,.295,1.07,3,27.65,Athletics
90,769,758,310,118,14,61,784,288,12,689,30,.232,2971,.304,.343,.647,22,77,.778,76,13000,3322,1018,300,621,8,21,.293,1.01,4,48.70,Pittsburgh Pirates
88,792,844,359,128,12,75,622,285,11,720,23,.246,2932,.315,.374,.689,16,59,.787,56,12567,3287,1097,335,606,19,27,.285,0.94,1,39.09,San Diego Padres
89,733,827,401,125,4,118,779,304,15,757,48,.247,3059,.323,.407,.730,23,81,.779,57,13518,3448,1244,388,658,15,22,.293,0.89,0,25.92,Seattle Mariners
90,686,871,375,139,15,83,758,318,7,683,37,.231,2953,.311,.373,.684,17,45,.726,61,13249,3354,1101,355,598,18,27,.281,0.79,1,35.58,San Francisco Giants
90,704,917,414,152,4,91,697,283,12,770,46,.252,3054,.322,.394,.716,15,47,.758,63,13227,3418,1203,394,622,9,25,.296,0.77,1,33.56,St. Louis Cardinals
89,738,784,424,138,9,100,737,269,8,779,28,.259,3004,.323,.411,.734,28,117,.807,62,12912,3337,1235,403,570,8,26,.310,0.94,2,30.04,Tampa Bay Rays
89,683,906,339,124,8,90,722,261,11,677,36,.229,2957,.297,.368,.665,20,83,.806,47,12620,3286,1087,325,591,5,26,.270,0.75,1,32.86,Texas Rangers
89,815,870,409,147,4,93,600,300,19,779,34,.258,3018,.329,.402,.731,15,46,.754,66,12833,3405,1213,391,647,20,26,.292,0.94,7,32.45,Toronto Blue Jays
89,719,826,369,137,8,100,739,258,5,712,53,.239,2976,.310,.391,.701,16,45,.738,58,12886,3308,1165,356,598,2,18,.284,0.87,1,29.76,Minnesota Twins
89,758,817,410,139,13,96,703,305,10,774,33,.256,3023,.329,.406,.735,16,77,.828,54,13144,3390,1227,391,638,9,20,.302,0.93,0,31.49,Philadelphia Phillies
89,754,776,356,122,9,91,765,308,10,726,27,.242,2994,.317,.380,.697,13,43,.768,55,13262,3357,1139,343,652,7,20,.294,0.97,1,32.90,Atlanta Braves
89,684,847,307,135,9,70,769,289,4,647,21,.222,2911,.295,.347,.642,18,58,.763,52,12733,3262,1010,292,605,14,22,.276,0.81,5,41.59,Chicago White Sox
87,784,777,369,145,15,78,702,262,7,757,19,.254,2982,.316,.391,.707,27,69,.719,49,12403,3301,1166,355,612,16,22,.305,1.01,0,38.23,Miami Marlins
