gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
126,1096,1085,566,221,16,174,1073,399,10,1094,32,.254,4307,.320,.434,.754,22,65,.747,.253,100,17949,4784,1869,549,860,12,29,.298,1.01,5,24.75,Athletics
125,1087,1058,439,175,17,88,1082,395,15,962,39,.232,4153,.303,.346,.649,27,94,.777,.223,93,18082,4627,1435,425,869,10,26,.290,1.03,4,47.19,Pittsburgh Pirates
124,1131,1180,515,199,16,105,864,405,15,1043,42,.252,4147,.322,.383,.705,25,83,.769,.231,78,17880,4667,1589,483,886,36,35,.292,0.96,2,39.50,San Diego Padres
125,1013,1148,569,168,7,176,1109,424,19,1037,67,.243,4259,.320,.410,.730,29,130,.818,.182,78,18965,4799,1747,546,890,21,27,.287,0.88,1,24.20,Seattle Mariners
124,944,1203,505,187,23,116,1062,416,9,958,51,.233,4110,.309,.374,.683,18,56,.757,.243,80,18284,4635,1539,484,837,22,35,.284,0.78,1,35.43,San Francisco Giants
125,974,1254,541,213,5,119,973,380,13,1047,58,.249,4201,.318,.387,.705,17,72,.809,.191,91,18151,4689,1627,516,848,16,31,.296,0.78,3,35.30,St. Louis Cardinals
125,1064,1077,556,186,13,137,1068,362,9,1055,38,.250,4217,.313,.398,.711,40,158,.798,.202,79,18090,4666,1678,525,801,12,35,.301,0.99,2,30.78,Tampa Bay Rays
125,966,1251,512,189,12,132,1033,377,18,971,50,.232,4181,.301,.378,.679,27,108,.800,.200,67,18028,4650,1580,490,826,8,32,.275,0.77,2,31.67,Texas Rangers
125,1129,1217,615,226,9,148,837,412,21,1149,51,.269,4271,.338,.430,.768,18,57,.760,.240,97,18029,4802,1837,591,904,30,31,.302,0.93,7,28.86,Toronto Blue Jays
124,1009,1152,517,192,16,144,1028,369,7,986,72,.238,4145,.309,.396,.705,24,61,.718,.282,84,17945,4617,1642,493,826,4,26,.281,0.88,1,28.78,Minnesota Twins
124,1056,1127,575,204,16,147,1002,407,14,1065,47,.253,4208,.324,.414,.738,23,100,.813,.187,75,18231,4706,1742,550,862,14,28,.297,0.94,2,28.63,Philadelphia Phillies
124,1025,1126,536,186,14,138,1078,448,12,1025,38,.243,4215,.320,.392,.712,17,61,.782,.218,75,18768,4741,1653,517,908,12,27,.293,0.91,1,30.54,Atlanta Braves
124,953,1212,467,188,9,120,1039,394,8,935,33,.229,4091,.299,.367,.666,19,74,.796,.204,80,17767,4571,1501,450,828,18,30,.275,0.79,5,34.09,Chicago White Sox
124,1110,1139,536,207,22,122,970,374,11,1066,33,.252,4236,.315,.397,.712,33,100,.752,.248,72,17643,4692,1683,514,857,19,30,.297,0.97,0,34.72,Miami Marlins
124,946,1170,636,202,18,195,1081,481,38,1049,43,.250,4200,.330,.446,.776,27,97,.782,.218,80,18847,4776,1872,610,878,6,40,.288,0.81,6,21.54,New York Yankees
123,1089,1101,638,194,14,132,968,422,13,1082,55,.259,4179,.332,.407,.739,44,135,.754,.246,66,18416,4721,1700,593,856,22,39,.305,0.99,4,31.66,Milwaukee Brewers
124,940,1073,551,172,14,176,1210,384,19,966,70,.233,4149,.306,.408,.714,25,60,.706,.294,72,18308,4647,1694,533,803,10,30,.283,0.88,4,23.57,Los Angeles Angels
125,1066,1188,618,219,27,176,990,431,14,1062,63,.251,4232,.326,.440,.766,29,90,.756,.244,85,18447,4802,1863,603,858,25,49,.284,0.90,2,24.04,Arizona Diamondbacks
124,1012,1110,537,200,15,150,1067,339,10,997,60,.240,4147,.305,.404,.709,29,84,.743,.257,85,17891,4585,1677,507,764,3,36,.286,0.91,0,27.65,Baltimore Orioles
125,1038,1094,626,255,20,151,1108,405,20,1084,60,.253,4285,.324,.428,.752,29,108,.788,.212,69,18615,4790,1832,600,855,9,31,.305,0.95,0,28.38,Boston Red Sox
123,979,1270,614,204,22,170,950,413,12,1057,35,.251,4208,.321,.431,.752,25,131,.840,.160,51,18157,4706,1815,598,852,9,39,.284,0.77,2,24.75,Chicago Cubs
125,1015,1112,570,199,14,125,1082,408,14,1038,46,.247,4204,.318,.390,.708,26,87,.770,.230,80,18253,4701,1640,537,838,9,34,.301,0.91,0,33.63,Cincinnati Reds
123,931,1245,488,184,13,129,1008,389,23,919,48,.228,4039,.300,.375,.675,28,98,.778,.222,64,17838,4540,1516,469,792,20,44,.268,0.75,0,31.31,Cleveland Guardians
124,966,1079,469,203,31,128,1159,317,5,995,37,.239,4163,.297,.395,.692,32,66,.673,.327,94,17273,4553,1644,457,768,14,22,.299,0.90,0,32.52,Colorado Rockies
126,911,1208,604,196,25,159,1112,387,8,1056,52,.249,4241,.317,.419,.736,13,54,.806,.194,70,18533,4730,1779,582,816,5,41,.298,0.75,4,26.67,Detroit Tigers
124,1041,1158,530,189,11,136,977,362,13,1072,55,.255,4202,.320,.402,.722,24,61,.718,.282,99,17546,4665,1691,507,862,13,33,.300,0.90,0,30.90,Houston Astros
124,1029,1310,471,221,19,113,853,316,16,1021,53,.246,4154,.305,.390,.695,37,97,.724,.276,71,17412,4584,1619,463,825,25,34,.282,0.79,2,36.76,Kansas City Royals
124,948,1183,640,195,16,185,1053,462,25,1063,43,.253,4200,.330,.439,.769,21,75,.781,.219,83,18629,4754,1845,617,846,7,40,.292,0.80,2,22.70,Los Angeles Dodgers
124,1180,1043,531,206,19,118,970,357,10,1018,47,.244,4167,.309,.388,.697,38,106,.736,.264,74,17668,4616,1616,512,786,16,28,.290,1.13,1,35.31,Washington Nationals
124,1071,1111,554,199,16,160,1001,426,25,1008,66,.244,4138,.321,.415,.736,11,99,.900,.100,97,18338,4685,1719,539,869,11,42,.281,0.96,2,25.86,New York Mets
