gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
96,847,809,407,156,11,123,828,308,6,813,23,.248,3272,.316,.416,.732,13,51,.797,85,13638,3631,1360,393,654,7,18,.295,1.05,3,26.60,Athletics
95,808,806,320,124,14,64,830,298,12,720,30,.230,3135,.301,.339,.640,24,80,.769,76,13667,3496,1064,310,650,8,21,.290,1.00,4,48.98,Pittsburgh Pirates
94,839,903,377,134,12,81,660,304,13,765,24,.245,3118,.315,.374,.689,16,62,.795,61,13349,3496,1166,352,647,22,27,.285,0.93,1,38.49,San Diego Padres
94,772,871,428,130,5,128,827,319,15,798,52,.247,3231,.323,.409,.732,24,81,.771,60,14265,3639,1322,413,688,15,22,.292,0.89,0,25.24,Seattle Mariners
95,725,913,396,144,17,88,803,334,8,722,40,.232,3117,.312,.373,.685,17,45,.726,63,13993,3538,1164,376,634,19,27,.281,0.79,1,35.42,San Francisco Giants
95,740,968,433,164,4,94,734,297,12,811,46,.252,3217,.322,.393,.715,15,48,.762,66,13944,3597,1265,413,653,10,26,.297,0.76,1,34.22,St. Louis Cardinals
95,797,839,448,149,9,105,781,282,8,834,28,.259,3214,.322,.409,.731,32,123,.794,66,13737,3563,1316,423,608,10,27,.310,0.95,2,30.61,Tampa Bay Rays
95,731,968,384,136,8,99,770,286,11,739,39,.233,3176,.302,.374,.676,20,88,.815,53,13597,3534,1188,369,632,5,27,.274,0.76,1,32.08,Texas Rangers
94,857,919,434,158,4,98,627,317,20,828,37,.260,3183,.332,.405,.737,15,51,.773,71,13528,3592,1288,415,684,21,27,.294,0.93,7,32.48,Toronto Blue Jays
94,757,872,389,146,8,108,780,268,5,750,55,.239,3138,.308,.394,.702,18,48,.727,59,13579,3483,1236,374,625,2,19,.283,0.87,1,29.06,Minnesota Twins
94,802,858,432,147,13,102,748,325,10,818,35,.256,3194,.329,.406,.735,18,82,.820,55,13976,3586,1297,412,680,10,22,.303,0.93,0,31.31,Philadelphia Phillies
93,789,830,377,134,9,102,800,316,10,765,27,.242,3156,.315,.388,.703,13,44,.772,58,13939,3528,1223,364,679,8,20,.292,0.95,1,30.94,Atlanta Braves
95,719,919,325,142,9,74,809,315,6,680,25,.220,3086,.296,.344,.640,18,59,.766,58,13563,3472,1062,310,645,16,25,.272,0.78,5,41.70,Chicago White Sox
93,831,844,391,153,15,82,745,277,7,798,21,.251,3176,.313,.386,.699,27,73,.730,56,13217,3516,1227,375,643,16,26,.301,0.98,0,38.73,Miami Marlins
94,723,867,498,167,14,149,827,372,30,828,36,.258,3208,.339,.458,.797,23,63,.733,61,14461,3658,1470,477,695,4,33,.300,0.83,5,21.53,New York Yankees
94,827,838,443,134,9,91,748,322,10,778,40,.247,3145,.322,.383,.705,32,109,.773,49,13827,3556,1203,412,644,18,28,.294,0.99,3,34.56,Milwaukee Brewers
94,725,817,407,127,10,138,912,271,15,730,51,.231,3154,.301,.409,.710,19,43,.694,56,13713,3509,1291,393,598,8,22,.278,0.89,3,22.86,Los Angeles Angels
95,811,904,483,169,20,139,751,341,12,809,46,.251,3218,.328,.446,.774,21,67,.761,63,14113,3663,1435,473,654,18,39,.283,0.90,1,23.15,Arizona Diamondbacks
93,751,827,392,147,10,110,816,263,9,749,43,.240,3115,.306,.400,.706,20,65,.765,66,13591,3449,1246,370,594,3,25,.289,0.91,0,28.32,Baltimore Orioles
96,790,841,486,195,16,121,866,315,17,850,43,.256,3319,.327,.434,.761,21,81,.794,52,14370,3706,1440,466,671,7,22,.310,0.94,0,27.43,Boston Red Sox
94,740,985,503,163,19,139,730,324,10,831,24,.256,3250,.325,.446,.771,18,107,.856,38,14132,3635,1449,492,651,7,29,.287,0.75,1,23.38,Chicago Cubs
95,779,821,433,153,12,101,834,313,10,778,30,.245,3181,.316,.395,.711,23,70,.753,61,13900,3555,1258,410,618,7,24,.298,0.95,0,31.50,Cincinnati Reds
93,707,935,341,132,9,96,763,289,17,678,31,.223,3038,.295,.367,.662,22,74,.771,54,13322,3403,1116,326,588,16,29,.264,0.76,0,31.65,Cleveland Guardians
94,726,809,331,150,26,89,915,246,5,723,32,.230,3146,.291,.379,.670,24,52,.684,72,13137,3451,1192,322,588,9,18,.294,0.90,0,35.35,Colorado Rockies
95,690,918,471,150,20,121,825,310,7,807,46,.252,3204,.324,.424,.748,8,38,.826,52,14053,3599,1360,452,638,5,31,.300,0.75,3,26.48,Detroit Tigers
94,773,877,412,141,10,106,732,275,8,823,42,.260,3169,.325,.411,.736,20,48,.706,75,13222,3522,1302,393,650,9,27,.304,0.88,0,29.90,Houston Astros
95,768,1025,324,165,16,73,655,224,13,780,36,.245,3184,.300,.376,.676,31,70,.693,48,13148,3490,1196,320,645,20,24,.285,0.75,2,43.62,Kansas City Royals
95,735,923,511,158,15,144,784,348,18,836,34,.258,3244,.333,.449,.782,14,55,.797,65,14304,3662,1456,493,650,3,31,.295,0.80,2,22.53,Los Angeles Dodgers
94,943,775,411,154,14,91,707,276,10,777,39,.245,3165,.312,.389,.701,30,78,.722,59,13329,3518,1232,394,601,16,21,.287,1.22,1,34.78,Washington Nationals
95,827,855,421,149,13,123,749,330,20,773,57,.244,3167,.324,.416,.740,10,73,.880,77,14206,3593,1317,411,673,7,30,.280,0.97,2,25.75,New York Mets
