gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
125,1085,1077,561,218,16,171,1064,394,9,1083,32,.254,4268,.320,.433,.753,21,65,.756,.244,99,17779,4740,1846,544,850,12,29,.298,1.01,5,24.96,Athletics
124,1073,1053,436,171,17,88,1073,392,15,953,39,.231,4117,.303,.345,.648,27,94,.777,.223,93,17933,4587,1422,422,859,9,26,.290,1.02,4,46.78,Pittsburgh Pirates
123,1122,1176,511,193,16,104,851,404,15,1033,40,.251,4111,.322,.382,.704,25,81,.764,.236,78,17708,4628,1570,479,878,36,35,.291,0.95,2,39.53,San Diego Padres
124,1005,1138,566,166,7,175,1101,421,19,1027,66,.243,4223,.320,.410,.730,29,130,.818,.182,77,18796,4759,1732,543,880,21,27,.286,0.88,1,24.13,Seattle Mariners
123,940,1195,498,185,23,114,1051,414,9,947,51,.232,4076,.309,.373,.682,17,56,.767,.233,80,18149,4599,1520,477,832,22,35,.283,0.79,1,35.75,San Francisco Giants
124,964,1242,537,212,5,118,967,377,13,1040,58,.250,4166,.318,.388,.706,17,72,.809,.191,91,18000,4651,1616,512,841,16,31,.296,0.78,3,35.30,St. Louis Cardinals
124,1049,1074,555,186,13,137,1059,361,9,1050,38,.251,4185,.314,.400,.714,40,158,.798,.202,78,17970,4633,1673,524,796,12,35,.302,0.98,2,30.55,Tampa Bay Rays
124,952,1244,502,186,12,128,1030,373,18,956,49,.231,4142,.300,.374,.674,27,108,.800,.200,67,17851,4606,1550,480,819,8,32,.275,0.77,2,32.36,Texas Rangers
124,1120,1208,611,225,9,145,828,410,21,1142,51,.270,4237,.339,.430,.769,18,57,.760,.240,97,17883,4766,1820,587,899,30,31,.303,0.93,7,29.22,Toronto Blue Jays
123,1002,1143,509,191,15,141,1021,364,7,977,72,.238,4113,.309,.394,.703,23,60,.723,.277,84,17816,4580,1621,486,821,4,26,.281,0.88,1,29.17,Minnesota Twins
124,1049,1121,570,203,16,146,997,405,14,1060,45,.253,4186,.324,.414,.738,23,100,.813,.187,75,18130,4679,1733,545,858,14,27,.298,0.94,2,28.67,Philadelphia Phillies
123,1017,1118,531,185,14,137,1066,444,12,1015,38,.243,4177,.319,.392,.711,17,60,.779,.221,75,18580,4699,1639,513,898,12,27,.293,0.91,1,30.49,Atlanta Braves
123,950,1198,465,186,9,119,1029,390,8,926,33,.228,4055,.299,.367,.666,19,74,.796,.204,80,17616,4531,1487,448,817,18,30,.275,0.79,5,34.08,Chicago White Sox
123,1100,1131,531,207,22,119,961,373,11,1058,31,.252,4201,.315,.397,.712,33,100,.752,.248,72,17509,4654,1666,509,851,19,30,.298,0.97,0,35.30,Miami Marlins
123,935,1159,628,200,18,195,1076,473,37,1041,43,.250,4166,.330,.447,.777,27,95,.779,.221,78,18685,4733,1862,603,870,6,39,.288,0.81,6,21.36,New York Yankees
122,1078,1092,636,194,13,131,960,420,13,1077,55,.260,4146,.333,.408,.741,43,135,.758,.242,65,18281,4686,1690,591,852,22,39,.306,0.99,4,31.65,Milwaukee Brewers
123,934,1061,540,169,13,174,1198,377,19,955,69,.232,4110,.306,.407,.713,25,60,.706,.294,71,18099,4598,1672,522,794,9,29,.282,0.88,4,23.62,Los Angeles Angels
124,1058,1175,613,219,27,174,984,427,13,1049,62,.250,4194,.325,.440,.765,29,86,.748,.252,85,18284,4757,1844,599,845,24,48,.284,0.90,2,24.10,Arizona Diamondbacks
123,1006,1094,525,199,15,149,1063,334,10,983,59,.239,4108,.303,.404,.707,29,84,.743,.257,84,17702,4539,1659,495,757,3,35,.285,0.92,0,27.57,Baltimore Orioles
124,1028,1084,623,254,20,150,1101,403,20,1077,60,.253,4252,.325,.428,.753,29,106,.785,.215,69,18502,4754,1821,597,849,9,30,.306,0.95,0,28.35,Boston Red Sox
122,969,1260,610,202,22,170,945,408,11,1051,35,.252,4178,.321,.433,.754,25,131,.840,.160,51,18016,4670,1807,594,844,9,38,.284,0.77,2,24.58,Chicago Cubs
124,1007,1098,567,198,14,125,1075,404,12,1030,46,.247,4169,.318,.391,.709,26,87,.770,.230,80,18108,4660,1631,534,827,8,33,.301,0.92,0,33.35,Cincinnati Reds
122,924,1235,484,182,12,129,998,383,22,909,47,.227,4003,.299,.375,.674,28,96,.774,.226,64,17665,4496,1502,465,779,20,43,.267,0.75,0,31.03,Cleveland Guardians
123,956,1072,463,202,31,128,1152,316,5,986,35,.239,4130,.297,.396,.693,32,65,.670,.330,94,17148,4517,1634,451,762,14,22,.299,0.89,0,32.27,Colorado Rockies
125,904,1201,603,195,25,159,1100,384,8,1053,52,.250,4212,.318,.421,.739,13,53,.803,.197,69,18397,4698,1775,581,812,5,41,.299,0.75,4,26.49,Detroit Tigers
123,1033,1152,530,189,11,136,965,361,13,1066,55,.256,4170,.321,.404,.725,24,61,.718,.282,98,17402,4632,1685,507,856,13,33,.300,0.90,0,30.66,Houston Astros
123,1020,1302,465,219,19,111,847,313,16,1013,53,.246,4123,.305,.389,.694,37,96,.722,.278,70,17273,4550,1603,457,821,25,34,.282,0.78,2,37.14,Kansas City Royals
123,946,1172,635,195,16,182,1042,460,25,1057,43,.253,4170,.331,.439,.770,21,74,.779,.221,83,18492,4722,1830,612,843,7,40,.293,0.81,2,22.91,Los Angeles Dodgers
124,1174,1034,528,203,19,117,965,356,10,1012,47,.244,4141,.309,.387,.696,38,105,.734,.266,74,17561,4589,1604,509,781,16,28,.290,1.14,1,35.39,Washington Nationals
123,1062,1106,547,195,16,159,992,422,25,994,66,.242,4102,.320,.414,.734,10,98,.907,.093,97,18194,4644,1698,532,859,11,41,.279,0.96,2,25.80,New York Mets
