gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
128,1113,1102,576,228,16,177,1095,406,12,1110,32,.254,4377,.319,.434,.753,22,65,.747,.253,102,18277,4863,1901,559,873,12,31,.298,1.01,5,24.73,Athletics
128,1110,1079,449,181,17,88,1110,408,15,984,40,.232,4244,.303,.345,.648,27,98,.784,.216,98,18544,4735,1463,433,892,11,28,.291,1.03,4,48.23,Pittsburgh Pirates
127,1156,1208,531,205,16,110,886,412,15,1068,45,.251,4247,.322,.385,.707,25,85,.773,.227,80,18339,4777,1635,498,905,36,35,.292,0.96,2,38.61,San Diego Padres
128,1033,1163,582,177,7,180,1155,430,19,1058,68,.243,4361,.318,.410,.728,30,130,.813,.188,78,19388,4908,1789,558,905,21,27,.288,0.89,1,24.23,Seattle Mariners
127,967,1232,511,190,23,121,1090,427,9,974,52,.232,4206,.308,.374,.682,18,56,.757,.243,80,18715,4743,1573,489,858,22,35,.282,0.78,1,34.76,San Francisco Giants
128,1001,1281,558,215,5,121,1004,388,14,1074,60,.249,4309,.318,.386,.704,17,76,.817,.183,92,18616,4811,1662,531,872,18,33,.296,0.78,3,35.61,St. Louis Cardinals
127,1087,1089,563,189,13,138,1090,368,9,1069,41,.249,4288,.312,.396,.708,40,162,.802,.198,80,18411,4746,1698,532,818,12,35,.301,1.00,2,31.07,Tampa Bay Rays
128,996,1279,523,192,12,135,1049,386,18,998,51,.233,4282,.302,.378,.680,28,108,.794,.206,70,18481,4761,1619,501,845,8,32,.276,0.78,2,31.72,Texas Rangers
128,1152,1244,625,229,9,151,865,418,21,1168,55,.267,4368,.337,.428,.765,18,61,.772,.228,100,18448,4909,1868,601,920,30,31,.301,0.93,7,28.93,Toronto Blue Jays
126,1030,1170,522,197,16,146,1044,375,7,1003,72,.238,4216,.309,.396,.705,25,62,.713,.287,85,18261,4695,1670,498,843,5,26,.281,0.88,1,28.88,Minnesota Twins
127,1086,1151,604,211,17,156,1017,417,14,1115,48,.258,4325,.328,.423,.751,23,107,.823,.177,77,18718,4837,1828,579,892,14,30,.301,0.94,3,27.72,Philadelphia Phillies
127,1060,1147,557,191,14,143,1098,457,13,1057,39,.245,4322,.321,.394,.715,17,64,.790,.210,76,19199,4859,1705,537,930,13,27,.294,0.92,1,30.22,Atlanta Braves
127,978,1241,490,193,9,125,1062,403,8,969,33,.231,4200,.301,.370,.671,20,74,.787,.213,83,18222,4691,1555,473,844,19,31,.277,0.79,5,33.60,Chicago White Sox
127,1141,1158,549,211,23,124,995,385,11,1087,36,.251,4331,.315,.396,.711,34,103,.752,.248,75,18049,4802,1716,525,876,19,31,.297,0.99,0,34.93,Miami Marlins
126,962,1184,655,204,18,209,1104,488,38,1075,43,.251,4279,.331,.454,.785,28,100,.781,.219,82,19183,4862,1942,630,889,6,40,.288,0.81,6,20.47,New York Yankees
127,1127,1134,653,200,14,135,1001,443,13,1112,56,.258,4312,.332,.405,.737,44,137,.757,.243,69,19036,4877,1745,606,889,23,39,.304,0.99,4,31.94,Milwaukee Brewers
127,958,1095,558,177,14,179,1245,391,19,988,72,.233,4246,.306,.407,.713,25,61,.709,.291,74,18739,4753,1730,540,824,10,30,.284,0.87,4,23.72,Los Angeles Angels
128,1089,1219,628,221,31,178,1012,438,15,1086,65,.251,4331,.325,.439,.764,29,92,.760,.240,86,18843,4911,1903,613,879,26,49,.285,0.89,2,24.33,Arizona Diamondbacks
126,1032,1127,547,205,16,151,1089,350,10,1015,62,.240,4224,.305,.404,.709,30,85,.739,.261,85,18240,4675,1705,516,786,3,36,.286,0.92,0,27.97,Baltimore Orioles
127,1064,1110,632,257,20,152,1124,413,20,1098,61,.252,4355,.323,.425,.748,30,108,.783,.217,71,18935,4871,1851,605,872,10,32,.304,0.96,0,28.65,Boston Red Sox
127,1012,1300,628,209,23,173,985,424,12,1080,35,.249,4329,.319,.428,.747,27,133,.831,.169,52,18674,4838,1854,612,871,9,39,.283,0.78,2,25.02,Chicago Cubs
128,1039,1141,581,205,17,127,1103,416,14,1067,47,.248,4304,.318,.392,.710,28,87,.757,.243,83,18657,4813,1687,548,858,9,37,.302,0.91,0,33.89,Cincinnati Reds
126,962,1278,498,185,14,132,1027,397,25,938,49,.227,4141,.299,.374,.673,28,101,.783,.217,65,18252,4651,1547,479,810,20,44,.266,0.75,0,31.37,Cleveland Guardians
127,992,1107,485,207,32,131,1179,322,5,1025,37,.240,4266,.298,.396,.694,32,66,.673,.327,94,17639,4662,1689,472,785,14,23,.300,0.90,0,32.56,Colorado Rockies
129,935,1232,622,199,29,163,1134,404,9,1081,55,.249,4335,.318,.421,.739,14,57,.803,.197,74,18988,4845,1827,598,837,5,42,.298,0.76,4,26.60,Detroit Tigers
127,1067,1180,532,192,11,137,1010,369,13,1086,56,.253,4297,.318,.398,.716,24,62,.721,.279,102,17938,4769,1711,509,881,13,33,.298,0.90,1,31.36,Houston Astros
127,1052,1334,483,223,19,120,878,327,17,1043,55,.246,4248,.306,.392,.698,38,97,.719,.281,73,17838,4691,1664,475,845,25,34,.281,0.79,2,35.40,Kansas City Royals
127,975,1213,657,203,16,188,1075,470,25,1095,45,.254,4309,.331,.440,.771,21,76,.784,.216,87,19088,4875,1894,633,869,8,41,.294,0.80,2,22.92,Los Angeles Dodgers
126,1200,1056,537,209,21,119,985,361,10,1030,47,.244,4226,.308,.388,.696,38,106,.736,.264,77,17892,4681,1638,517,794,16,29,.289,1.14,2,35.51,Washington Nationals
126,1095,1127,566,205,16,165,1012,434,25,1027,66,.244,4208,.321,.418,.739,11,100,.901,.099,101,18634,4763,1759,551,881,11,42,.281,0.97,2,25.50,New York Mets
