gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
155,1338,1339,709,280,16,214,1341,483,14,1345,43,.253,5312,.319,.433,.752,27,79,.745,.255,114,22109,5894,2299,686,1055,17,34,.298,1.00,5,24.82,Athletics
155,1336,1303,550,228,21,110,1356,511,19,1180,51,.230,5130,.304,.347,.651,34,112,.767,.233,117,22484,5741,1780,529,1083,13,32,.290,1.03,4,46.64,Pittsburgh Pirates
155,1383,1482,662,248,18,141,1102,488,16,1306,57,.252,5183,.321,.388,.709,29,103,.780,.220,101,22456,5820,2013,625,1079,46,44,.292,0.93,2,36.76,San Diego Padres
155,1247,1428,734,224,9,228,1368,523,26,1289,82,.245,5271,.320,.420,.740,37,153,.805,.195,100,23344,5939,2215,703,1071,23,37,.286,0.87,2,23.12,Seattle Mariners
155,1190,1492,671,228,26,164,1329,532,12,1209,62,.235,5149,.311,.385,.696,22,66,.750,.250,103,22892,5815,1981,641,1030,22,49,.282,0.80,1,31.40,San Francisco Giants
155,1220,1513,662,247,8,142,1253,455,15,1278,87,.246,5203,.315,.378,.693,25,85,.773,.227,111,22523,5811,1967,628,1047,22,39,.295,0.81,5,36.64,St. Louis Cardinals
155,1347,1296,689,234,16,176,1331,448,10,1315,45,.251,5232,.314,.403,.717,48,187,.796,.204,103,22450,5784,2109,657,992,16,41,.302,1.04,2,29.73,Tampa Bay Rays
155,1239,1532,660,236,15,169,1256,475,18,1233,60,.237,5210,.306,.385,.691,31,131,.809,.191,91,22577,5798,2006,636,1030,10,40,.278,0.81,3,30.83,Texas Rangers
155,1376,1528,760,280,10,182,1049,498,25,1405,63,.266,5280,.334,.426,.760,23,74,.763,.237,129,22356,5927,2251,734,1083,33,45,.299,0.90,8,29.01,Toronto Blue Jays
155,1253,1449,655,238,19,182,1297,478,10,1241,87,.239,5198,.312,.397,.709,30,105,.778,.222,102,22637,5806,2063,620,1047,8,34,.282,0.86,1,28.56,Minnesota Twins
155,1304,1395,754,260,24,200,1263,511,18,1370,60,.260,5277,.330,.432,.762,29,120,.805,.195,91,22957,5906,2278,729,1082,15,40,.304,0.93,3,26.38,Philadelphia Phillies
155,1306,1418,693,234,17,179,1310,541,14,1293,49,.245,5278,.319,.397,.716,24,77,.762,.238,95,23429,5918,2098,671,1103,15,34,.291,0.92,1,29.49,Atlanta Braves
155,1179,1518,616,233,10,156,1302,477,8,1196,46,.233,5141,.302,.373,.675,21,82,.796,.204,105,22286,5723,1917,595,1011,21,33,.280,0.78,5,32.96,Chicago White Sox
155,1413,1430,688,264,26,151,1194,468,13,1337,49,.252,5313,.316,.396,.712,41,128,.757,.243,91,22068,5891,2106,657,1074,19,42,.296,0.99,0,35.18,Miami Marlins
155,1163,1438,809,247,19,261,1391,603,41,1310,52,.250,5242,.330,.454,.784,35,132,.790,.210,101,23687,5966,2378,781,1073,7,53,.288,0.81,9,20.08,New York Yankees
155,1377,1395,789,256,17,163,1203,537,14,1378,66,.261,5279,.334,.409,.743,52,156,.750,.250,91,23413,5960,2157,733,1098,25,49,.307,0.99,4,32.39,Milwaukee Brewers
155,1143,1334,654,206,17,217,1559,466,22,1167,87,.226,5155,.299,.399,.698,25,86,.775,.225,92,22822,5763,2058,632,985,13,35,.278,0.86,7,23.76,Los Angeles Angels
155,1312,1463,764,266,37,206,1247,519,19,1315,78,.251,5241,.324,.434,.758,37,116,.758,.242,104,22919,5937,2273,743,1055,35,61,.288,0.90,3,25.44,Arizona Diamondbacks
155,1267,1351,655,246,18,181,1386,455,14,1235,71,.238,5196,.306,.396,.702,35,114,.765,.235,99,22603,5765,2060,622,996,4,39,.287,0.94,0,28.71,Baltimore Orioles
155,1309,1366,762,307,23,182,1350,499,24,1355,71,.254,5328,.324,.423,.747,38,137,.783,.217,93,23123,5951,2254,724,1078,13,40,.306,0.96,0,29.28,Boston Red Sox
155,1224,1574,750,257,27,209,1216,533,15,1310,45,.249,5261,.320,.427,.747,35,154,.815,.185,69,22846,5904,2248,731,1070,9,54,.283,0.78,2,25.17,Chicago Cubs
155,1256,1385,696,241,23,161,1348,508,15,1279,49,.245,5214,.316,.393,.709,30,103,.774,.226,99,22606,5825,2049,658,1038,12,42,.298,0.91,0,32.38,Cincinnati Reds
155,1173,1553,614,231,17,162,1283,475,29,1153,58,.227,5088,.297,.374,.671,33,121,.786,.214,77,22307,5695,1904,593,978,26,47,.269,0.76,0,31.41,Cleveland Guardians
155,1222,1325,581,244,36,154,1454,380,5,1242,47,.239,5189,.295,.389,.684,38,85,.691,.309,114,21536,5671,2020,565,951,20,34,.301,0.92,1,33.70,Colorado Rockies
155,1133,1476,741,236,36,193,1374,486,12,1291,64,.247,5221,.316,.417,.733,15,59,.797,.203,84,22977,5830,2178,707,1005,5,48,.297,0.77,6,27.05,Detroit Tigers
155,1311,1431,656,236,12,170,1242,453,15,1321,66,.252,5252,.317,.398,.715,26,77,.748,.252,120,21899,5825,2091,626,1073,16,37,.297,0.92,1,30.89,Houston Astros
