gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
162,1403,1388,733,296,16,219,1406,502,14,1403,44,.253,5547,.318,.431,.749,28,80,.741,.259,117,23091,6151,2388,709,1106,18,35,.299,1.01,5,25.33,Athletics
162,1390,1364,583,245,21,117,1422,530,19,1244,54,.231,5375,.305,.350,.655,36,115,.762,.238,123,23526,6008,1882,561,1127,13,32,.291,1.02,4,45.94,Pittsburgh Pirates
162,1440,1547,702,254,18,152,1161,510,18,1369,58,.252,5424,.321,.390,.711,30,106,.779,.221,103,23491,6087,2115,663,1127,48,45,.293,0.93,2,35.68,San Diego Padres
162,1288,1486,766,234,9,238,1446,544,29,1345,89,.244,5502,.320,.420,.740,37,161,.813,.187,102,24369,6200,2311,734,1120,24,38,.287,0.87,2,23.12,Seattle Mariners
162,1255,1553,705,239,28,173,1380,556,14,1261,66,.235,5375,.311,.386,.697,24,68,.739,.261,103,23891,6072,2075,672,1076,22,52,.281,0.81,1,31.07,San Francisco Giants
162,1275,1571,689,264,9,148,1321,478,17,1331,88,.245,5433,.314,.379,.693,27,89,.767,.233,115,23489,6069,2057,653,1092,25,40,.295,0.81,5,36.71,St. Louis Cardinals
162,1402,1356,714,242,16,182,1397,468,10,1374,46,.251,5470,.313,.401,.714,48,194,.802,.198,109,23513,6045,2194,680,1042,16,43,.303,1.03,2,30.06,Tampa Bay Rays
162,1284,1608,684,245,15,175,1327,486,19,1275,63,.234,5443,.302,.381,.683,33,134,.802,.198,92,23533,6046,2075,658,1066,11,40,.276,0.80,3,31.10,Texas Rangers
162,1432,1595,798,294,13,191,1099,520,25,1461,65,.265,5507,.333,.427,.760,25,77,.755,.245,133,23366,6180,2354,771,1121,35,45,.298,0.90,8,28.83,Toronto Blue Jays
162,1303,1505,678,249,20,191,1372,495,10,1295,88,.238,5432,.310,.397,.707,34,114,.770,.230,105,23634,6059,2157,643,1089,9,34,.283,0.87,1,28.44,Minnesota Twins
162,1355,1457,778,268,24,212,1337,528,19,1426,60,.258,5517,.328,.431,.759,30,124,.805,.195,95,23954,6166,2378,753,1133,16,42,.303,0.93,3,26.02,Philadelphia Phillies
162,1356,1483,724,243,19,190,1371,575,14,1349,51,.245,5508,.320,.399,.719,25,82,.766,.234,98,24559,6186,2200,701,1160,15,36,.291,0.91,1,28.99,Atlanta Braves
162,1237,1584,647,243,10,165,1364,498,8,1250,49,.232,5377,.302,.373,.675,21,85,.802,.198,108,23243,5987,2008,626,1055,22,36,.279,0.78,5,32.59,Chicago White Sox
162,1479,1492,709,272,29,154,1247,482,13,1388,54,.250,5543,.314,.393,.707,44,138,.758,.242,94,23006,6142,2180,677,1117,19,44,.295,0.99,0,35.99,Miami Marlins
162,1200,1498,849,255,20,274,1463,639,47,1371,55,.251,5471,.332,.455,.787,38,134,.779,.221,104,24740,6235,2488,820,1127,7,54,.290,0.80,9,19.97,New York Yankees
162,1435,1462,806,265,18,166,1266,564,15,1423,73,.258,5510,.332,.403,.735,53,164,.756,.244,97,24502,6227,2222,750,1158,26,50,.305,0.98,4,33.19,Milwaukee Brewers
162,1195,1391,673,212,17,226,1627,484,22,1209,87,.225,5374,.298,.397,.695,27,88,.765,.235,99,23764,6000,2133,649,1020,13,35,.276,0.86,7,23.78,Los Angeles Angels
162,1378,1510,791,277,38,214,1316,545,21,1377,81,.251,5480,.325,.433,.758,39,121,.756,.244,109,24049,6210,2372,768,1112,37,64,.290,0.91,3,25.61,Arizona Diamondbacks
162,1317,1414,677,251,19,191,1457,484,14,1273,75,.235,5416,.305,.394,.699,37,121,.766,.234,102,23650,6020,2135,643,1044,4,41,.284,0.93,0,28.36,Baltimore Orioles
162,1358,1424,786,324,24,186,1419,518,24,1414,72,.254,5562,.324,.421,.745,38,139,.785,.215,99,24097,6206,2344,748,1125,13,41,.307,0.95,0,29.90,Boston Red Sox
162,1282,1630,793,267,29,223,1277,554,16,1371,46,.249,5495,.320,.430,.750,35,161,.821,.179,72,23895,6162,2365,771,1108,10,55,.283,0.79,2,24.64,Chicago Cubs
162,1310,1446,716,250,23,167,1415,527,15,1333,51,.245,5448,.315,.391,.706,30,105,.778,.222,106,23624,6082,2130,677,1088,12,44,.298,0.91,0,32.62,Cincinnati Reds
162,1227,1619,643,243,18,168,1344,494,30,1199,60,.226,5310,.296,.373,.669,34,129,.791,.209,78,23330,5943,1982,621,1016,28,50,.268,0.76,0,31.61,Cleveland Guardians
162,1274,1378,597,253,37,160,1531,395,5,1281,48,.237,5408,.293,.386,.679,39,87,.690,.310,118,22447,5908,2088,581,986,21,35,.299,0.92,1,33.80,Colorado Rockies
162,1175,1536,758,244,36,198,1454,511,12,1346,65,.247,5456,.316,.413,.729,16,61,.792,.208,90,24036,6093,2256,724,1062,5,50,.298,0.76,6,27.56,Detroit Tigers
162,1371,1500,686,247,12,182,1301,471,15,1372,71,.250,5490,.315,.399,.714,28,85,.752,.248,124,22962,6087,2189,655,1116,16,38,.294,0.91,1,30.16,Houston Astros
162,1340,1723,651,292,22,159,1096,435,19,1342,69,.247,5431,.309,.397,.706,42,111,.725,.275,96,22874,6008,2155,638,1073,29,41,.281,0.78,3,34.16,Kansas City Royals
162,1256,1555,825,257,21,244,1353,580,33,1384,56,.253,5481,.327,.441,.768,25,88,.779,.221,108,24339,6187,2415,791,1093,13,54,.289,0.81,3,22.46,Los Angeles Dodgers
162,1479,1337,687,258,28,161,1351,443,11,1313,57,.242,5422,.304,.389,.693,48,132,.733,.267,103,22888,5982,2110,657,988,18,40,.292,1.11,2,33.68,Washington Nationals
162,1396,1445,766,262,19,224,1325,563,28,1359,87,.249,5457,.326,.427,.753,18,147,.891,.109,119,24222,6178,2331,746,1142,15,53,.287,0.97,3,24.36,New York Mets
