gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
145,1259,1256,668,266,16,199,1246,459,14,1263,37,.254,4976,.320,.434,.754,25,71,.740,.260,112,20667,5525,2158,648,988,15,33,.299,1.00,5,25.00,Athletics
144,1235,1205,522,218,18,102,1257,470,19,1111,47,.233,4764,.306,.351,.657,32,105,.766,.234,112,20831,5329,1671,502,999,13,31,.294,1.02,4,46.71,Pittsburgh Pirates
144,1304,1363,614,236,17,127,1022,463,16,1217,53,.252,4821,.322,.387,.709,27,94,.777,.223,96,20938,5424,1868,577,1019,45,40,.294,0.96,2,37.96,San Diego Padres
144,1146,1328,671,196,8,210,1277,482,20,1188,78,.243,4886,.319,.415,.734,34,141,.806,.194,90,21650,5500,2030,645,989,22,31,.285,0.86,1,23.27,Seattle Mariners
144,1110,1383,629,214,26,157,1224,484,10,1150,61,.240,4800,.314,.393,.707,20,64,.762,.238,96,21248,5413,1887,600,968,22,45,.287,0.80,1,30.57,San Francisco Giants
145,1126,1431,624,231,7,137,1162,430,15,1189,73,.245,4853,.314,.380,.694,22,77,.778,.222,100,20952,5415,1845,594,965,19,36,.293,0.79,4,35.42,St. Louis Cardinals
143,1239,1208,644,217,15,160,1217,408,9,1217,44,.252,4826,.314,.403,.717,46,178,.795,.205,95,20648,5335,1944,612,910,14,41,.303,1.03,2,30.16,Tampa Bay Rays
145,1151,1433,619,223,14,160,1180,441,18,1152,56,.237,4870,.305,.387,.692,29,122,.808,.192,82,21091,5415,1883,596,960,8,38,.278,0.80,2,30.44,Texas Rangers
143,1277,1400,715,263,9,174,966,468,24,1315,62,.269,4887,.338,.433,.771,21,72,.774,.226,118,20745,5495,2118,690,1014,31,40,.301,0.91,7,28.09,Toronto Blue Jays
144,1166,1352,612,220,19,170,1197,445,8,1157,82,.239,4835,.312,.398,.710,28,90,.763,.237,90,21053,5400,1925,580,978,6,31,.282,0.86,1,28.44,Minnesota Twins
144,1211,1312,683,237,23,178,1163,473,15,1265,55,.258,4903,.328,.425,.753,25,115,.821,.179,85,21275,5482,2082,658,1013,14,34,.302,0.92,3,27.54,Philadelphia Phillies
144,1198,1310,630,216,16,162,1241,506,14,1191,47,.243,4894,.318,.393,.711,22,73,.768,.232,84,21689,5494,1925,609,1038,15,31,.292,0.91,1,30.21,Atlanta Braves
144,1103,1423,582,222,9,148,1194,453,8,1131,41,.236,4798,.305,.378,.683,21,80,.792,.208,95,20789,5350,1815,562,960,20,33,.282,0.78,5,32.42,Chicago White Sox
144,1314,1301,623,241,26,137,1129,435,12,1228,44,.250,4917,.314,.393,.707,38,116,.753,.247,86,20501,5451,1932,592,995,19,36,.296,1.01,0,35.89,Miami Marlins
143,1073,1351,749,227,19,243,1267,562,39,1205,46,.249,4841,.330,.454,.784,30,116,.795,.205,89,21810,5512,2199,722,1000,7,48,.285,0.79,8,19.92,New York Yankees
145,1286,1300,736,236,16,154,1132,501,14,1278,64,.259,4930,.333,.407,.740,49,149,.753,.247,86,21849,5565,2008,682,1016,24,42,.305,0.99,4,32.01,Milwaukee Brewers
144,1072,1248,611,198,16,198,1422,448,20,1089,84,.227,4789,.303,.399,.702,25,75,.750,.250,85,21224,5368,1913,590,930,10,32,.278,0.86,5,24.19,Los Angeles Angels
145,1212,1373,716,243,35,198,1174,483,16,1223,69,.250,4898,.322,.435,.757,33,107,.764,.236,98,21344,5537,2130,697,970,27,57,.286,0.88,3,24.74,Arizona Diamondbacks
143,1172,1255,620,232,17,172,1265,410,11,1157,69,.241,4809,.307,.403,.710,33,100,.752,.248,93,20876,5328,1939,587,912,3,37,.289,0.93,0,27.96,Baltimore Orioles
145,1215,1267,716,291,22,171,1276,464,21,1266,68,.254,4978,.324,.425,.749,35,122,.777,.223,85,21585,5557,2114,682,997,11,36,.307,0.96,0,29.11,Boston Red Sox
144,1141,1478,704,237,25,195,1115,491,13,1212,41,.248,4888,.319,.426,.745,30,144,.828,.172,64,21164,5480,2084,688,983,9,49,.280,0.77,2,25.07,Chicago Cubs
144,1172,1279,650,233,21,143,1256,470,14,1199,47,.247,4853,.317,.392,.709,29,94,.764,.236,93,21050,5423,1903,614,970,12,41,.302,0.92,0,33.94,Cincinnati Reds
143,1079,1439,562,208,15,146,1189,438,27,1058,57,.225,4693,.297,.369,.666,31,112,.783,.217,71,20614,5260,1734,542,906,24,47,.268,0.75,0,32.14,Cleveland Guardians
144,1123,1247,543,233,35,143,1339,359,5,1161,43,.241,4825,.297,.392,.689,36,76,.679,.321,111,19997,5273,1893,529,885,16,29,.302,0.90,1,33.74,Colorado Rockies
144,1044,1367,695,224,33,180,1271,451,9,1208,60,.250,4840,.319,.421,.740,15,58,.795,.205,81,21280,5407,2038,664,931,5,45,.299,0.76,6,26.89,Detroit Tigers
144,1217,1336,609,222,12,159,1147,426,15,1234,60,.253,4883,.318,.401,.719,25,72,.742,.258,113,20355,5421,1957,581,1006,15,36,.298,0.91,1,30.71,Houston Astros
144,1197,1518,553,253,20,138,972,384,18,1171,61,.244,4793,.306,.392,.698,41,99,.707,.293,90,20208,5306,1878,543,946,28,37,.278,0.79,3,34.73,Kansas City Royals
